Node	Gene	Type	CIN_surv	Invasive_surv	MSIorCIMP_surv
TCEB2_mrna	TCEB2	mrna	died	died	died
TCEB2_prot	TCEB2	prot	died	died	died
TCEB3_mrna	TCEB3	mrna	died	died	died
TCERG1_mrna	TCERG1	mrna	died	died	died
TCERG1_prot	TCERG1	prot	died	died	died
TCF12_mrna	TCF12	mrna	died	mrna	died
TCF3_mrna	TCF3	mrna	mrna	died	died
TCF7L2_mrna	TCF7L2	mrna	died	died	died
TCF7_mrna	TCF7	mrna	mrna	died	mrna
TCOF1_mrna	TCOF1	mrna	died	died	died
TCOF1_prot	TCOF1	prot	died	died	died
TCP11L1_mrna	TCP11L1	mrna	died	died	died
TCP1_prot	TCP1	prot	died	died	died
TCTA_mrna	TCTA	mrna	died	died	died
TCTN2_mrna	TCTN2	mrna	died	mrna	died
TDG_mrna	TDG	mrna	died	died	died
TDP1_mrna	TDP1	mrna	died	died	died
TDRD3_mrna	TDRD3	mrna	died	died	died
TEAD2_mrna	TEAD2	mrna	died	died	died
TECPR2_mrna	TECPR2	mrna	died	died	died
TECR_prot	TECR	prot	died	prot	died
TEK_mrna	TEK	mrna	died	died	died
TELO2_prot	TELO2	prot	prot	died	died
TENM4_mrna	TENM4	mrna	died	died	died
TERF2_mrna	TERF2	mrna	died	died	died
TERT_mrna	TERT	mrna	died	mrna	died
TES_prot	TES	prot	died	died	died
TEX10_mrna	TEX10	mrna	died	died	died
TEX10_prot	TEX10	prot	died	died	died
TEX22_mrna	TEX22	mrna	died	died	died
TEX261_mrna	TEX261	mrna	died	died	died
TEX264_mrna	TEX264	mrna	died	died	died
TEX264_prot	TEX264	prot	died	died	died
TFAM_mrna	TFAM	mrna	died	mrna	died
TFAM_prot	TFAM	prot	prot	prot	died
TFAP2C_mrna	TFAP2C	mrna	died	died	died
TFB1M_mrna	TFB1M	mrna	died	died	died
TFB2M_mrna	TFB2M	mrna	died	died	died
TFB2M_prot	TFB2M	prot	died	died	died
TFCP2_mrna	TFCP2	mrna	died	died	died
TFCP2_prot	TFCP2	prot	died	died	died
TFDP1_mrna	TFDP1	mrna	died	died	died
TFDP2_mrna	TFDP2	mrna	died	died	died
TFE3_mrna	TFE3	mrna	died	died	died
TFEB_mrna	TFEB	mrna	died	died	died
TFF1_mrna	TFF1	mrna	died	died	died
TFF1_prot	TFF1	prot	died	died	died
TFF3_mrna	TFF3	mrna	died	died	died
TFG_prot	TFG	prot	died	died	died
TFPI2_mrna	TFPI2	mrna	died	died	died
TFRC_mrna	TFRC	mrna	died	died	died
TFRC_prot	TFRC	prot	died	died	died
TF_mrna	TF	mrna	died	mrna	died
TF_prot	TF	prot	died	prot	died
TGDS_mrna	TGDS	mrna	died	died	died
TGFB1I1_prot	TGFB1I1	prot	died	prot	died
TGFB1_mrna	TGFB1	mrna	died	mrna	died
TGFBI_mrna	TGFBI	mrna	died	died	died
TGFBI_prot	TGFBI	prot	died	prot	died
TGFBR1_mrna	TGFBR1	mrna	died	died	died
TGFBR2_mrna	TGFBR2	mrna	died	died	died
TGIF2_mrna	TGIF2	mrna	died	died	died
TGM2_prot	TGM2	prot	died	died	died
TGS1_mrna	TGS1	mrna	died	died	died
THADA_mrna	THADA	mrna	died	died	died
THAP3_mrna	THAP3	mrna	died	died	died
THAP8_mrna	THAP8	mrna	died	died	died
THBD_mrna	THBD	mrna	died	mrna	died
THBS1_prot	THBS1	prot	died	prot	died
THBS2_mrna	THBS2	mrna	died	mrna	died
THBS2_prot	THBS2	prot	died	prot	died
THEM6_mrna	THEM6	mrna	died	died	died
THEM6_prot	THEM6	prot	died	died	died
THG1L_mrna	THG1L	mrna	died	died	died
THOC1_prot	THOC1	prot	died	died	died
THOC2_mrna	THOC2	mrna	died	died	died
THOC2_prot	THOC2	prot	died	prot	died
THOC3_mrna	THOC3	mrna	died	died	died
THOC5_mrna	THOC5	mrna	died	died	died
THOC6_mrna	THOC6	mrna	died	died	died
THOC6_prot	THOC6	prot	prot	prot	died
THOP1_mrna	THOP1	mrna	died	died	died
THOP1_prot	THOP1	prot	died	died	died
THRAP3_mrna	THRAP3	mrna	died	died	died
THRAP3_prot	THRAP3	prot	died	died	died
THSD4_prot	THSD4	prot	died	died	died
THUMPD1_prot	THUMPD1	prot	died	died	died
THUMPD3_mrna	THUMPD3	mrna	died	died	died
THY1_prot	THY1	prot	died	died	died
TH_mrna	TH	mrna	died	died	died
TIA1_mrna	TIA1	mrna	died	died	died
TIAL1_mrna	TIAL1	mrna	died	died	died
TIE1_mrna	TIE1	mrna	died	mrna	died
TIGAR_mrna	TIGAR	mrna	died	died	died
TIGD4_mrna	TIGD4	mrna	died	died	died
TIGD5_mrna	TIGD5	mrna	died	died	died
TIMELESS_mrna	TIMELESS	mrna	died	died	died
TIMM10B_mrna	TIMM10B	mrna	died	died	died
TIMM10_mrna	TIMM10	mrna	died	died	died
TIMM13_mrna	TIMM13	mrna	died	died	died
TIMM13_prot	TIMM13	prot	died	died	died
TIMM17A_mrna	TIMM17A	mrna	died	died	died
TIMM23_mrna	TIMM23	mrna	died	mrna	died
TIMM44_mrna	TIMM44	mrna	died	died	died
TIMM44_prot	TIMM44	prot	died	prot	died
TIMM50_mrna	TIMM50	mrna	died	died	died
TIMM50_prot	TIMM50	prot	prot	died	died
TIMM8A_mrna	TIMM8A	mrna	died	died	died
TIMM8A_prot	TIMM8A	prot	died	died	died
TIMM8B_mrna	TIMM8B	mrna	died	died	died
TIMP1_mrna	TIMP1	mrna	died	mrna	mrna
TIMP1_prot	TIMP1	prot	died	died	died
TIMP2_mrna	TIMP2	mrna	died	died	died
TIMP3_mrna	TIMP3	mrna	died	died	died
TIMP3_prot	TIMP3	prot	died	prot	died
TINAGL1_prot	TINAGL1	prot	died	died	died
TINAG_mrna	TINAG	mrna	died	died	died
TINF2_mrna	TINF2	mrna	died	died	died
TIPIN_mrna	TIPIN	mrna	died	died	died
TIPRL_mrna	TIPRL	mrna	died	died	died
TJAP1_mrna	TJAP1	mrna	died	died	died
TJP1_prot	TJP1	prot	died	died	prot
TJP2_prot	TJP2	prot	died	died	died
TJP3_prot	TJP3	prot	died	died	died
TK1_mrna	TK1	mrna	died	died	died
TKTL1_prot	TKTL1	prot	died	died	died
TKT_mrna	TKT	mrna	died	died	died
TKT_prot	TKT	prot	died	died	died
TLCD1_mrna	TLCD1	mrna	died	mrna	died
TLDC1_mrna	TLDC1	mrna	died	died	died
TLE2_mrna	TLE2	mrna	mrna	died	died
TLE3_mrna	TLE3	mrna	died	died	died
TLE3_prot	TLE3	prot	died	prot	died
TLK1_mrna	TLK1	mrna	died	died	died
TLK2_mrna	TLK2	mrna	died	died	died
TLN1_prot	TLN1	prot	died	prot	died
TLN2_prot	TLN2	prot	died	prot	died
TLR2_mrna	TLR2	mrna	died	died	died
TLR3_mrna	TLR3	mrna	died	died	died
TLR4_mrna	TLR4	mrna	died	died	died
TLR5_mrna	TLR5	mrna	died	died	died
TLR7_mrna	TLR7	mrna	died	died	died
TM2D1_mrna	TM2D1	mrna	mrna	died	died
TM4SF18_mrna	TM4SF18	mrna	died	died	died
TM7SF3_mrna	TM7SF3	mrna	died	died	died
TM9SF1_mrna	TM9SF1	mrna	died	died	died
TM9SF1_prot	TM9SF1	prot	died	died	died
TM9SF2_mrna	TM9SF2	mrna	died	died	died
TM9SF2_prot	TM9SF2	prot	died	died	died
TM9SF4_mrna	TM9SF4	mrna	died	died	died
TM9SF4_prot	TM9SF4	prot	died	died	died
TMA7_prot	TMA7	prot	died	died	died
TMC2_mrna	TMC2	mrna	died	died	died
TMCC1_mrna	TMCC1	mrna	died	died	died
TMCO1_mrna	TMCO1	mrna	died	died	died
TMCO1_prot	TMCO1	prot	died	died	died
TMCO3_mrna	TMCO3	mrna	died	died	died
TMCO6_mrna	TMCO6	mrna	died	died	died
TMED10_prot	TMED10	prot	died	died	died
TMED1_mrna	TMED1	mrna	died	died	died
TMED2_mrna	TMED2	mrna	died	died	died
TMED2_prot	TMED2	prot	died	died	died
TMED4_prot	TMED4	prot	died	died	died
TMED5_mrna	TMED5	mrna	died	died	died
TMED5_prot	TMED5	prot	died	died	died
TMED7_prot	TMED7	prot	died	died	died
TMED9_mrna	TMED9	mrna	died	died	died
TMED9_prot	TMED9	prot	died	died	died
TMEM101_mrna	TMEM101	mrna	died	died	died
TMEM105_mrna	TMEM105	mrna	died	mrna	died
TMEM106B_mrna	TMEM106B	mrna	died	died	died
TMEM109_prot	TMEM109	prot	died	died	died
TMEM126B_mrna	TMEM126B	mrna	died	died	died
TMEM127_mrna	TMEM127	mrna	died	died	died
TMEM132A_mrna	TMEM132A	mrna	died	died	died
TMEM132D_mrna	TMEM132D	mrna	died	died	died
TMEM134_mrna	TMEM134	mrna	died	died	died
TMEM140_mrna	TMEM140	mrna	died	died	died
TMEM141_mrna	TMEM141	mrna	died	died	died
TMEM144_mrna	TMEM144	mrna	died	died	died
TMEM147_mrna	TMEM147	mrna	died	died	died
TMEM14A_mrna	TMEM14A	mrna	died	died	died
TMEM14B_mrna	TMEM14B	mrna	died	died	died
TMEM14C_mrna	TMEM14C	mrna	died	died	died
TMEM14C_prot	TMEM14C	prot	died	died	died
TMEM160_mrna	TMEM160	mrna	died	died	died
TMEM161A_mrna	TMEM161A	mrna	died	died	died
TMEM161B_mrna	TMEM161B	mrna	died	died	died
TMEM163_mrna	TMEM163	mrna	died	died	died
TMEM165_mrna	TMEM165	mrna	died	died	died
TMEM167A_mrna	TMEM167A	mrna	died	died	died
TMEM173_prot	TMEM173	prot	died	died	died
TMEM177_mrna	TMEM177	mrna	died	died	died
TMEM17_mrna	TMEM17	mrna	died	died	died
TMEM180_mrna	TMEM180	mrna	died	died	died
TMEM183A_mrna	TMEM183A	mrna	died	died	died
TMEM185A_mrna	TMEM185A	mrna	died	died	died
TMEM186_mrna	TMEM186	mrna	died	died	died
TMEM187_mrna	TMEM187	mrna	died	died	died
TMEM189_prot	TMEM189	prot	died	died	died
TMEM192_mrna	TMEM192	mrna	died	died	died
TMEM19_mrna	TMEM19	mrna	died	died	died
TMEM201_mrna	TMEM201	mrna	died	died	died
TMEM203_mrna	TMEM203	mrna	died	died	died
TMEM205_prot	TMEM205	prot	died	died	died
TMEM206_mrna	TMEM206	mrna	died	died	died
TMEM214_prot	TMEM214	prot	died	died	died
TMEM237_mrna	TMEM237	mrna	mrna	died	died
TMEM242_mrna	TMEM242	mrna	died	died	died
TMEM256_mrna	TMEM256	mrna	died	died	died
TMEM2_mrna	TMEM2	mrna	died	died	died
TMEM30A_mrna	TMEM30A	mrna	mrna	died	died
TMEM30A_prot	TMEM30A	prot	died	died	died
TMEM30B_mrna	TMEM30B	mrna	died	died	died
TMEM33_mrna	TMEM33	mrna	died	died	died
TMEM33_prot	TMEM33	prot	died	died	died
TMEM37_mrna	TMEM37	mrna	died	died	died
TMEM38A_mrna	TMEM38A	mrna	died	died	died
TMEM38B_mrna	TMEM38B	mrna	died	died	died
TMEM39A_mrna	TMEM39A	mrna	died	died	died
TMEM39B_mrna	TMEM39B	mrna	died	died	died
TMEM43_mrna	TMEM43	mrna	died	died	died
TMEM43_prot	TMEM43	prot	prot	died	prot
TMEM47_mrna	TMEM47	mrna	died	died	died
TMEM55B_mrna	TMEM55B	mrna	died	died	died
TMEM56-RWDD3_mrna	TMEM56-RWDD3	mrna	died	died	died
TMEM56_mrna	TMEM56	mrna	died	died	died
TMEM63A_prot	TMEM63A	prot	died	died	died
TMEM64_mrna	TMEM64	mrna	died	died	died
TMEM65_mrna	TMEM65	mrna	died	died	died
TMEM68_mrna	TMEM68	mrna	died	died	died
TMEM69_mrna	TMEM69	mrna	died	died	died
TMEM70_prot	TMEM70	prot	prot	died	died
TMEM80_mrna	TMEM80	mrna	died	died	died
TMEM92_mrna	TMEM92	mrna	died	died	died
TMEM97_mrna	TMEM97	mrna	died	died	died
TMEM9B_mrna	TMEM9B	mrna	died	died	died
TMEM9_mrna	TMEM9	mrna	died	died	died
TMOD1_prot	TMOD1	prot	died	died	died
TMOD3_mrna	TMOD3	mrna	died	died	died
TMOD3_prot	TMOD3	prot	died	died	died
TMPO_mrna	TMPO	mrna	died	died	died
TMPO_prot	TMPO	prot	died	prot	died
TMPRSS9_mrna	TMPRSS9	mrna	died	died	died
TMSB4X_prot	TMSB4X	prot	died	died	died
TMTC3_prot	TMTC3	prot	died	died	died
TMTC4_mrna	TMTC4	mrna	died	died	died
TMX1_mrna	TMX1	mrna	died	died	died
TMX1_prot	TMX1	prot	died	died	died
TMX2_mrna	TMX2	mrna	died	died	died
TMX2_prot	TMX2	prot	died	died	died
TMX3_prot	TMX3	prot	died	died	died
TNC_mrna	TNC	mrna	died	mrna	died
TNC_prot	TNC	prot	died	prot	died
TNFAIP2_prot	TNFAIP2	prot	died	died	died
TNFAIP3_mrna	TNFAIP3	mrna	died	died	died
TNFRSF10A_mrna	TNFRSF10A	mrna	died	died	died
TNFRSF10B_mrna	TNFRSF10B	mrna	died	died	died
TNFRSF10D_mrna	TNFRSF10D	mrna	died	died	died
TNFRSF12A_mrna	TNFRSF12A	mrna	died	died	died
TNFRSF13C_mrna	TNFRSF13C	mrna	died	died	died
TNFRSF1A_mrna	TNFRSF1A	mrna	died	died	died
TNFRSF1B_mrna	TNFRSF1B	mrna	died	died	died
TNFRSF6B_prot	TNFRSF6B	prot	died	died	died
TNFRSF8_mrna	TNFRSF8	mrna	died	died	died
TNFRSF9_mrna	TNFRSF9	mrna	died	died	died
TNFSF10_mrna	TNFSF10	mrna	died	died	died
TNFSF13B_mrna	TNFSF13B	mrna	mrna	mrna	mrna
TNFSF14_mrna	TNFSF14	mrna	died	died	died
TNIP3_mrna	TNIP3	mrna	died	died	died
TNK2_mrna	TNK2	mrna	died	died	died
TNKS1BP1_prot	TNKS1BP1	prot	died	died	died
TNKS2_mrna	TNKS2	mrna	died	died	died
TNNC1_mrna	TNNC1	mrna	died	died	died
TNNI1_mrna	TNNI1	mrna	died	died	died
TNNT2_mrna	TNNT2	mrna	died	died	died
TNPO1_prot	TNPO1	prot	died	died	died
TNPO3_mrna	TNPO3	mrna	died	died	died
TNPO3_prot	TNPO3	prot	died	died	died
TNRC18_mrna	TNRC18	mrna	died	died	died
TNRC6A_mrna	TNRC6A	mrna	died	died	died
TNRC6B_mrna	TNRC6B	mrna	died	died	died
TNS1_mrna	TNS1	mrna	died	died	died
TNS1_prot	TNS1	prot	died	died	died
TNS3_prot	TNS3	prot	prot	died	prot
TNS4_mrna	TNS4	mrna	died	mrna	died
TNS4_prot	TNS4	prot	died	died	died
TOE1_mrna	TOE1	mrna	died	died	died
TOLLIP_mrna	TOLLIP	mrna	died	died	died
TOM1L2_mrna	TOM1L2	mrna	died	died	died
TOM1_prot	TOM1	prot	died	died	died
TOMM20_mrna	TOMM20	mrna	died	died	died
TOMM22_mrna	TOMM22	mrna	died	mrna	died
TOMM22_prot	TOMM22	prot	died	died	died
TOMM34_mrna	TOMM34	mrna	died	died	died
TOMM34_prot	TOMM34	prot	prot	died	prot
TOMM40_mrna	TOMM40	mrna	died	died	died
TOMM40_prot	TOMM40	prot	prot	died	died
TOMM70A_mrna	TOMM70A	mrna	died	died	died
TOMM70A_prot	TOMM70A	prot	prot	died	died
TOP1MT_mrna	TOP1MT	mrna	died	died	died
TOP1_mrna	TOP1	mrna	died	died	died
TOP1_prot	TOP1	prot	prot	died	died
TOP2A_mrna	TOP2A	mrna	died	mrna	died
TOP2A_prot	TOP2A	prot	died	died	died
TOP2B_mrna	TOP2B	mrna	died	died	died
TOP2B_prot	TOP2B	prot	died	died	died
TOP3A_mrna	TOP3A	mrna	died	died	died
TOP3B_mrna	TOP3B	mrna	died	died	died
TOPBP1_mrna	TOPBP1	mrna	died	died	died
TOR1AIP1_mrna	TOR1AIP1	mrna	died	died	died
TOR1AIP1_prot	TOR1AIP1	prot	died	died	died
TOR1A_mrna	TOR1A	mrna	died	died	died
TOR1B_prot	TOR1B	prot	died	died	died
TOR3A_mrna	TOR3A	mrna	died	died	died
TOR4A_prot	TOR4A	prot	died	died	died
TOX4_mrna	TOX4	mrna	died	died	died
TP53BP1_prot	TP53BP1	prot	prot	died	prot
TP53BP2_mrna	TP53BP2	mrna	died	died	died
TP53I11_mrna	TP53I11	mrna	died	died	died
TP53I3_prot	TP53I3	prot	died	died	died
TP53INP2_mrna	TP53INP2	mrna	died	died	died
TP53RK_mrna	TP53RK	mrna	died	died	died
TP53_mrna	TP53	mrna	died	died	died
TP63_mrna	TP63	mrna	died	died	died
TPBGL_mrna	TPBGL	mrna	died	died	died
TPCN1_mrna	TPCN1	mrna	died	died	died
TPD52L2_prot	TPD52L2	prot	prot	died	died
TPD52_mrna	TPD52	mrna	mrna	died	died
TPD52_prot	TPD52	prot	died	died	died
TPGS2_mrna	TPGS2	mrna	died	died	died
TPI1_mrna	TPI1	mrna	died	died	died
TPI1_prot	TPI1	prot	died	died	died
TPM1_mrna	TPM1	mrna	died	died	died
TPM1_prot	TPM1	prot	died	died	died
TPM2_mrna	TPM2	mrna	died	died	died
TPM2_prot	TPM2	prot	died	died	died
TPM3_mrna	TPM3	mrna	died	died	died
TPM3_prot	TPM3	prot	died	died	died
TPM4_prot	TPM4	prot	died	died	died
TPMT_mrna	TPMT	mrna	died	died	died
TPMT_prot	TPMT	prot	died	died	died
TPP1_mrna	TPP1	mrna	died	died	died
TPP1_prot	TPP1	prot	died	died	died
TPP2_mrna	TPP2	mrna	died	died	died
TPP2_prot	TPP2	prot	died	died	died
TPRG1L_mrna	TPRG1L	mrna	mrna	died	died
TPRKB_mrna	TPRKB	mrna	died	mrna	died
TPR_mrna	TPR	mrna	died	died	died
TPR_prot	TPR	prot	died	prot	died
TPSAB1_mrna	TPSAB1	mrna	died	died	died
TPSG1_mrna	TPSG1	mrna	died	died	died
TPST1_mrna	TPST1	mrna	mrna	died	died
TPST2_mrna	TPST2	mrna	died	died	died
TPT1_mrna	TPT1	mrna	died	died	died
TPT1_prot	TPT1	prot	died	died	died
TPX2_mrna	TPX2	mrna	died	died	died
TRA2A_prot	TRA2A	prot	prot	died	died
TRA2B_mrna	TRA2B	mrna	died	died	died
TRA2B_prot	TRA2B	prot	prot	died	died
TRADD_mrna	TRADD	mrna	died	died	died
TRAF1_mrna	TRAF1	mrna	died	died	died
TRAF2_mrna	TRAF2	mrna	died	died	died
TRAF2_prot	TRAF2	prot	died	died	died
TRAF3IP3_mrna	TRAF3IP3	mrna	died	died	died
TRAF4_mrna	TRAF4	mrna	died	died	died
TRAF7_mrna	TRAF7	mrna	died	died	died
TRAIP_mrna	TRAIP	mrna	died	died	died
TRAK2_mrna	TRAK2	mrna	died	died	died
TRAM1_mrna	TRAM1	mrna	mrna	died	died
TRAM1_prot	TRAM1	prot	died	died	died
TRAM2_mrna	TRAM2	mrna	died	died	died
TRAP1_mrna	TRAP1	mrna	died	died	died
TRAP1_prot	TRAP1	prot	died	died	died
TRAPPC1_mrna	TRAPPC1	mrna	died	died	died
TRAPPC2L_mrna	TRAPPC2L	mrna	died	died	died
TRAPPC3_mrna	TRAPPC3	mrna	died	died	died
TRAPPC5_mrna	TRAPPC5	mrna	died	died	died
TRAPPC9_mrna	TRAPPC9	mrna	died	died	died
TREML2_mrna	TREML2	mrna	died	died	died
TREX2_mrna	TREX2	mrna	died	died	died
TRIM13_mrna	TRIM13	mrna	died	died	died
TRIM14_mrna	TRIM14	mrna	died	died	died
TRIM16_mrna	TRIM16	mrna	died	died	died
TRIM21_mrna	TRIM21	mrna	died	died	died
TRIM21_prot	TRIM21	prot	died	died	died
TRIM22_mrna	TRIM22	mrna	mrna	died	died
TRIM23_mrna	TRIM23	mrna	died	died	died
TRIM25_prot	TRIM25	prot	died	died	died
TRIM28_prot	TRIM28	prot	prot	prot	died
TRIM29_mrna	TRIM29	mrna	died	died	died
TRIM29_prot	TRIM29	prot	died	died	died
TRIM2_prot	TRIM2	prot	died	died	died
TRIM33_mrna	TRIM33	mrna	died	died	died
TRIM38_mrna	TRIM38	mrna	died	died	died
TRIM4_mrna	TRIM4	mrna	died	died	died
TRIM56_prot	TRIM56	prot	died	died	died
TRIM65_mrna	TRIM65	mrna	died	died	died
TRIM72_prot	TRIM72	prot	died	died	died
TRIM8_mrna	TRIM8	mrna	died	died	died
TRIO_mrna	TRIO	mrna	died	died	died
TRIP11_mrna	TRIP11	mrna	died	died	died
TRIP12_mrna	TRIP12	mrna	died	died	died
TRIP12_prot	TRIP12	prot	died	died	died
TRIP13_mrna	TRIP13	mrna	died	died	died
TRIP4_mrna	TRIP4	mrna	died	mrna	died
TRIT1_mrna	TRIT1	mrna	died	died	died
TRMT10C_prot	TRMT10C	prot	prot	died	died
TRMT112_prot	TRMT112	prot	prot	died	died
TRMT1L_mrna	TRMT1L	mrna	died	died	died
TRMT1_mrna	TRMT1	mrna	died	died	died
TRMT5_mrna	TRMT5	mrna	died	died	died
TRMT6_mrna	TRMT6	mrna	died	died	died
TRNAU1AP_mrna	TRNAU1AP	mrna	died	died	died
TRNT1_mrna	TRNT1	mrna	died	died	died
TRNT1_prot	TRNT1	prot	died	died	died
TROAP_mrna	TROAP	mrna	died	died	died
TROVE2_prot	TROVE2	prot	died	died	died
TRPC1_mrna	TRPC1	mrna	died	mrna	died
TRPM5_mrna	TRPM5	mrna	died	mrna	died
TRPM7_mrna	TRPM7	mrna	died	died	died
TRPV3_mrna	TRPV3	mrna	died	died	died
TRRAP_mrna	TRRAP	mrna	died	died	died
TRUB1_mrna	TRUB1	mrna	died	mrna	died
TRUB2_mrna	TRUB2	mrna	died	mrna	died
TSC22D2_mrna	TSC22D2	mrna	died	died	died
TSEN2_mrna	TSEN2	mrna	died	died	died
TSEN54_mrna	TSEN54	mrna	died	died	died
TSFM_mrna	TSFM	mrna	died	died	died
TSFM_prot	TSFM	prot	died	prot	died
TSG101_prot	TSG101	prot	died	died	died
TSLP_mrna	TSLP	mrna	died	died	died
TSNAXIP1_mrna	TSNAXIP1	mrna	died	died	died
TSNAX_mrna	TSNAX	mrna	died	died	died
TSNAX_prot	TSNAX	prot	died	died	died
TSN_mrna	TSN	mrna	died	died	died
TSN_prot	TSN	prot	died	died	died
TSPAN13_prot	TSPAN13	prot	died	died	died
TSPAN17_mrna	TSPAN17	mrna	died	died	died
TSPAN4_mrna	TSPAN4	mrna	died	died	died
TSPAN9_mrna	TSPAN9	mrna	died	died	died
TSPO_prot	TSPO	prot	died	died	died
TSR1_mrna	TSR1	mrna	died	died	died
TSR1_prot	TSR1	prot	died	died	died
TSSC1_mrna	TSSC1	mrna	died	died	died
TSSC4_mrna	TSSC4	mrna	died	died	died
TSSK3_mrna	TSSK3	mrna	mrna	died	died
TSSK6_mrna	TSSK6	mrna	died	died	died
TSTA3_prot	TSTA3	prot	died	died	died
TST_prot	TST	prot	died	died	died
TTBK1_mrna	TTBK1	mrna	died	died	died
TTC13_mrna	TTC13	mrna	died	died	died
TTC17_mrna	TTC17	mrna	died	died	died
TTC19_mrna	TTC19	mrna	died	died	died
TTC21A_mrna	TTC21A	mrna	died	died	died
TTC23_mrna	TTC23	mrna	died	died	died
TTC25_mrna	TTC25	mrna	died	mrna	died
TTC26_mrna	TTC26	mrna	mrna	died	died
TTC27_mrna	TTC27	mrna	died	mrna	died
TTC28_mrna	TTC28	mrna	died	died	died
TTC37_prot	TTC37	prot	died	died	died
TTC3_mrna	TTC3	mrna	died	died	died
TTC7B_mrna	TTC7B	mrna	died	died	died
TTC9C_mrna	TTC9C	mrna	died	died	died
TTF2_mrna	TTF2	mrna	died	died	died
TTI2_mrna	TTI2	mrna	died	died	died
TTK_mrna	TTK	mrna	died	died	died
TTLL11_mrna	TTLL11	mrna	died	died	died
TTLL12_mrna	TTLL12	mrna	died	died	died
TTLL12_prot	TTLL12	prot	prot	died	died
TTL_mrna	TTL	mrna	died	died	died
TTN_prot	TTN	prot	died	died	died
TTPAL_mrna	TTPAL	mrna	died	died	died
TTR_prot	TTR	prot	died	died	died
TUBA1A_mrna	TUBA1A	mrna	died	died	died
TUBA1A_prot	TUBA1A	prot	died	died	died
TUBA1C_mrna	TUBA1C	mrna	died	died	died
TUBA1C_prot	TUBA1C	prot	died	died	died
TUBA4A_prot	TUBA4A	prot	died	died	died
TUBB2A_prot	TUBB2A	prot	died	died	died
TUBB3_prot	TUBB3	prot	died	died	died
TUBB4A_prot	TUBB4A	prot	died	died	died
TUBB4B_prot	TUBB4B	prot	died	prot	died
TUBB6_prot	TUBB6	prot	died	died	died
TUBB_prot	TUBB	prot	died	died	died
TUBG1_mrna	TUBG1	mrna	mrna	mrna	died
TUBG1_prot	TUBG1	prot	died	died	died
TUBGCP2_prot	TUBGCP2	prot	died	died	died
TUBGCP3_mrna	TUBGCP3	mrna	died	died	died
TUBGCP4_mrna	TUBGCP4	mrna	died	died	died
TUFM_mrna	TUFM	mrna	died	died	died
TUFM_prot	TUFM	prot	prot	died	died
TULP3_mrna	TULP3	mrna	died	died	died
TUSC2_mrna	TUSC2	mrna	died	died	died
TWF1_mrna	TWF1	mrna	died	died	died
TWF1_prot	TWF1	prot	died	died	died
TWF2_mrna	TWF2	mrna	died	mrna	died
TWF2_prot	TWF2	prot	died	died	died
TWIST1_mrna	TWIST1	mrna	died	died	died
TWIST2_mrna	TWIST2	mrna	died	died	died
TWISTNB_mrna	TWISTNB	mrna	died	died	died
TWSG1_mrna	TWSG1	mrna	died	died	died
TXLNA_prot	TXLNA	prot	died	died	died
TXN2_prot	TXN2	prot	died	died	died
TXNDC12_mrna	TXNDC12	mrna	mrna	died	died
TXNDC12_prot	TXNDC12	prot	died	died	died
TXNDC17_mrna	TXNDC17	mrna	died	died	died
TXNDC17_prot	TXNDC17	prot	died	died	died
TXNDC5_mrna	TXNDC5	mrna	died	died	died
TXNDC5_prot	TXNDC5	prot	died	died	died
TXNIP_mrna	TXNIP	mrna	died	died	died
TXNL1_mrna	TXNL1	mrna	died	died	died
TXNL1_prot	TXNL1	prot	died	died	died
TXNRD1_prot	TXNRD1	prot	died	died	died
TXNRD2_mrna	TXNRD2	mrna	died	died	died
TXNRD2_prot	TXNRD2	prot	died	died	died
TXN_mrna	TXN	mrna	died	died	died
TXN_prot	TXN	prot	died	died	died
TYK2_mrna	TYK2	mrna	died	died	died
TYMP_prot	TYMP	prot	died	prot	died
TYMS_mrna	TYMS	mrna	died	died	died
TYROBP_mrna	TYROBP	mrna	mrna	mrna	mrna
TYSND1_mrna	TYSND1	mrna	died	died	died
TYW1_mrna	TYW1	mrna	died	died	died
U2AF1L4_mrna	U2AF1L4	mrna	died	died	died
U2AF1_mrna	U2AF1	mrna	died	died	died
U2AF1_prot	U2AF1	prot	died	died	died
U2AF2_mrna	U2AF2	mrna	died	died	died
U2AF2_prot	U2AF2	prot	prot	died	died
U2SURP_mrna	U2SURP	mrna	died	died	died
U2SURP_prot	U2SURP	prot	prot	died	died
UACA_mrna	UACA	mrna	died	died	died
UACA_prot	UACA	prot	prot	prot	prot
UAP1_prot	UAP1	prot	died	died	died
UBA1_mrna	UBA1	mrna	died	died	died
UBA1_prot	UBA1	prot	prot	died	died
UBA2_mrna	UBA2	mrna	died	died	died
UBA2_prot	UBA2	prot	prot	died	died
UBA3_mrna	UBA3	mrna	died	died	died
UBA3_prot	UBA3	prot	prot	died	died
UBA6_mrna	UBA6	mrna	died	died	died
UBA6_prot	UBA6	prot	died	died	died
UBA7_mrna	UBA7	mrna	died	died	died
UBA7_prot	UBA7	prot	died	died	died
UBAC2_mrna	UBAC2	mrna	died	died	died
UBAC2_prot	UBAC2	prot	died	died	died
UBALD2_mrna	UBALD2	mrna	died	died	died
UBAP1_mrna	UBAP1	mrna	died	died	died
UBAP2L_mrna	UBAP2L	mrna	died	died	died
