Feature	Gene	Type	Neighbor_inData	NumNeigh_inData
DOCK1_mrna	DOCK1	mrna	CTNND1_prot	1
DOCK2_mrna	DOCK2	mrna	CORO1A_prot	1
DOCK2_prot	DOCK2	prot	ARHGEF2_prot;CKAP5_prot;CRKL_prot;EVL_prot;ILK_prot;PAK2_prot;RAC1_prot;RAC2_prot;RAD23B_prot;SQSTM1_prot	10
DOCK3_mrna	DOCK3	mrna	BCLAF1_prot	1
DOCK4_mrna	DOCK4	mrna	NOLC1_prot	1
DOCK5_mrna	DOCK5	mrna	KLC1_prot	1
DOCK6_mrna	DOCK6	mrna	DNASE1_prot;EIF4B_prot	2
DOCK6_prot	DOCK6	prot	LRCH1_prot;MOB1A_prot;SUGT1_prot	3
DOCK7_mrna	DOCK7	mrna	DNASE1_prot;EIF4B_prot	2
DOCK9_mrna	DOCK9	mrna	DNASE1_prot;EIF4B_prot	2
DOHH_mrna	DOHH	mrna	STAT3_prot	1
DOK1_mrna	DOK1	mrna	STAT3_prot	1
DOK2_mrna	DOK2	mrna	LGALS9_prot	1
DOK3_mrna	DOK3	mrna	LGALS9_prot	1
DOK4_mrna	DOK4	mrna	LGALS9_prot	1
DOK5_mrna	DOK5	mrna	LGALS9_prot	1
DOK6_mrna	DOK6	mrna	LGALS9_prot	1
DOK7_mrna	DOK7	mrna	HNF4A_prot	1
DOLK_mrna	DOLK	mrna	RAD21_prot	1
DOLPP1_mrna	DOLPP1	mrna	NAT10_prot	1
DONSON_mrna	DONSON	mrna	KPNA2_prot;MCM4_prot;MSH2_prot;NCAPG_prot;POLR2A_prot;RFC5_prot;UHRF1_prot	7
DOPEY1_mrna	DOPEY1	mrna	CBX3_prot;TRIM28_prot	2
DOPEY2_mrna	DOPEY2	mrna	CBX3_prot;TRIM28_prot	2
DOPEY2_prot	DOPEY2	prot	EGFR_prot	1
DOT1L_mrna	DOT1L	mrna	DNASE1_prot	1
DPAGT1_mrna	DPAGT1	mrna	DNASE1_prot	1
DPCD_mrna	DPCD	mrna	DNASE1_prot	1
DPEP1_prot	DPEP1	prot	ACADS_prot;ATL2_prot;ENDOD1_prot;FASTKD2_prot;GHITM_prot;HPCAL1_prot;ILVBL_prot;NCAPD2_prot;NCAPG_prot;RDH11_prot;SMC2_prot;SUN1_prot;TBL2_prot;TMEM214_prot	14
DPEP2_mrna	DPEP2	mrna	DNASE1_prot	1
DPF1_mrna	DPF1	mrna	DNASE1_prot	1
DPF2_mrna	DPF2	mrna	DNASE1_prot	1
DPF3_mrna	DPF3	mrna	DNASE1_prot	1
DPH1_mrna	DPH1	mrna	RAD21_prot;SMC3_prot	2
DPH2_mrna	DPH2	mrna	IPO4_prot	1
DPH3_mrna	DPH3	mrna	CIRBP_prot;DDX17_prot;MRPL44_prot;PSMD12_prot;SYNCRIP_prot	5
DPH5_mrna	DPH5	mrna	SFPQ_prot	1
DPH6_mrna	DPH6	mrna	SFPQ_prot	1
DPH7_mrna	DPH7	mrna	SMC3_prot	1
DPM1_mrna	DPM1	mrna	EIF3M_prot;KARS_prot;PSMD12_prot;RPAP3_prot	4
DPM1_prot	DPM1	prot	ILK_prot;PRKAA1_prot;STUB1_prot	3
DPM2_mrna	DPM2	mrna	ARPC1A_prot;COPE_prot;ELAVL1_prot;MTX1_prot;NONO_prot;PRPF4_prot;RANBP1_prot;RFC5_prot;SNRPA_prot;TOMM34_prot	10
DPM3_mrna	DPM3	mrna	ARPC1A_prot;COPE_prot;ELAVL1_prot;MTX1_prot;NONO_prot;PRPF4_prot;RANBP1_prot;RFC5_prot;SNRPA_prot;TOMM34_prot	10
DPP10_mrna	DPP10	mrna	ARPC1A_prot;COPE_prot;ELAVL1_prot;MTX1_prot;NONO_prot;PRPF4_prot;RANBP1_prot;RFC5_prot;SNRPA_prot;TOMM34_prot	10
DPP3_mrna	DPP3	mrna	ARID3A_prot;HMGB3_prot;MTX1_prot;PES1_prot	4
DPP3_prot	DPP3	prot	APP_prot;ASS1_prot;ATP5C1_prot;DLD_prot;DSTN_prot;HSPA8_prot;NDRG1_prot;NHLRC2_prot;SGTA_prot;SMS_prot	10
DPP4_mrna	DPP4	mrna	ARID3A_prot;HMGB3_prot;MTX1_prot;PES1_prot	4
DPP4_prot	DPP4	prot	PTPRC_prot	1
DPP7_mrna	DPP7	mrna	ARID3A_prot;HMGB3_prot;MTX1_prot;PES1_prot	4
DPP7_prot	DPP7	prot	CSTB_prot;PLCG1_prot;RIC8A_prot;SARNP_prot;SELENBP1_prot;WDR61_prot	6
DPP8_mrna	DPP8	mrna	ARID3A_prot;HMGB3_prot;MTX1_prot;PES1_prot	4
DPP9_mrna	DPP9	mrna	ARID3A_prot;HMGB3_prot;MTX1_prot;PES1_prot	4
DPP9_prot	DPP9	prot	AARS_prot;ABHD12_prot;HNRNPF_prot;LPP_prot;NIF3L1_prot;NPLOC4_prot;RPRD1B_prot;SAE1_prot;STAT2_prot;TIMM50_prot;TKT_prot	11
DPT_mrna	DPT	mrna	ARID3A_prot;HMGB3_prot;MTX1_prot;PES1_prot	4
DPT_prot	DPT	prot	BAG6_prot	1
DPY19L1_mrna	DPY19L1	mrna	ARID3A_prot;HMGB3_prot;MTX1_prot;PES1_prot	4
DPY19L2_mrna	DPY19L2	mrna	ARID3A_prot;HMGB3_prot;MTX1_prot;PES1_prot	4
DPY19L3_mrna	DPY19L3	mrna	SMC3_prot	1
DPY19L4_mrna	DPY19L4	mrna	SMC3_prot	1
DPY30_mrna	DPY30	mrna	RPA3_prot	1
DPY30_prot	DPY30	prot	ARFGEF1_prot;BANF1_prot;EMD_prot;HCFC1_prot;HDAC2_prot;LAMB1_prot;LRRFIP1_prot;NUP153_prot;PNPT1_prot;POLR2B_prot;PRPF3_prot;SRRM1_prot;WDR5_prot	13
DPYD_mrna	DPYD	mrna	NFKB1_prot	1
DPYSL2_mrna	DPYSL2	mrna	RELA_prot	1
DPYSL2_prot	DPYSL2	prot	AP2A1_prot;DNAJB1_prot;DPYSL3_prot;EIF3J_prot;HAX1_prot;HSPH1_prot;PUS7_prot;TUBA1A_prot;TUBB_prot;XPO7_prot	10
DPYSL3_mrna	DPYSL3	mrna	LAMA4_prot	1
DPYSL3_prot	DPYSL3	prot	DPYSL2_prot;HAX1_prot;JUP_prot;MSH2_prot;SEC23A_prot;ST13_prot;TUBA1A_prot;TUBB_prot;XRCC6_prot	9
DPYSL4_mrna	DPYSL4	mrna	LAMA4_prot	1
DQX1_mrna	DQX1	mrna	LAMA4_prot	1
DR1_mrna	DR1	mrna	BTAF1_prot;UBTF_prot	2
DRAM1_mrna	DRAM1	mrna	BTAF1_prot;UBTF_prot	2
DRAM2_mrna	DRAM2	mrna	BTAF1_prot;UBTF_prot	2
DRAP1_mrna	DRAP1	mrna	BUB3_prot;G3BP1_prot;KPNA1_prot;KPNA4_prot;KPNA6_prot;MCM4_prot;MRPL44_prot;NUP133_prot;NUP50_prot;PPP2R2A_prot;PSMD12_prot;SYNCRIP_prot;WDR36_prot;YBX1_prot;ZNF207_prot	15
DRAXIN_mrna	DRAXIN	mrna	BUB3_prot;G3BP1_prot;KPNA1_prot;KPNA4_prot;KPNA6_prot;MCM4_prot;MRPL44_prot;NUP133_prot;NUP50_prot;PPP2R2A_prot;PSMD12_prot;SYNCRIP_prot;WDR36_prot;YBX1_prot;ZNF207_prot	15
DRC1_mrna	DRC1	mrna	BUB3_prot;G3BP1_prot;KPNA1_prot;KPNA4_prot;KPNA6_prot;MCM4_prot;MRPL44_prot;NUP133_prot;NUP50_prot;PPP2R2A_prot;PSMD12_prot;SYNCRIP_prot;WDR36_prot;YBX1_prot;ZNF207_prot	15
DRD1_mrna	DRD1	mrna	BUB3_prot;G3BP1_prot;KPNA1_prot;KPNA4_prot;KPNA6_prot;MCM4_prot;MRPL44_prot;NUP133_prot;NUP50_prot;PPP2R2A_prot;PSMD12_prot;SYNCRIP_prot;WDR36_prot;YBX1_prot;ZNF207_prot	15
DRD2_mrna	DRD2	mrna	NFKB1_prot;RELA_prot	2
DRD4_mrna	DRD4	mrna	DNASE1_prot	1
DRG1_mrna	DRG1	mrna	COPS3_prot	1
DRG1_prot	DRG1	prot	CAPNS1_prot;GRB2_prot;HDGF_prot;HSPA4_prot;YWHAZ_prot;ZC3H15_prot	6
DRG2_mrna	DRG2	mrna	COPE_prot;NONO_prot;PES1_prot;SNRPA_prot;SYMPK_prot;TBCD_prot	6
DRG2_prot	DRG2	prot	ADSL_prot;API5_prot;EHD1_prot;HSPA8_prot;NT5C2_prot	5
DRICH1_mrna	DRICH1	mrna	COPE_prot;NONO_prot;PES1_prot;SNRPA_prot;SYMPK_prot;TBCD_prot	6
DROSHA_mrna	DROSHA	mrna	COPE_prot;NONO_prot;PES1_prot;SNRPA_prot;SYMPK_prot;TBCD_prot	6
DRP2_mrna	DRP2	mrna	COPE_prot;NONO_prot;PES1_prot;SNRPA_prot;SYMPK_prot;TBCD_prot	6
DSC2_mrna	DSC2	mrna	COPE_prot;NONO_prot;PES1_prot;SNRPA_prot;SYMPK_prot;TBCD_prot	6
DSC2_prot	DSC2	prot	DSG2_prot;DSP_prot;JUP_prot;PKP2_prot;PKP3_prot	5
DSC3_mrna	DSC3	mrna	COPE_prot;NONO_prot;PES1_prot;SNRPA_prot;SYMPK_prot;TBCD_prot	6
DSCAML1_mrna	DSCAML1	mrna	COPE_prot;NONO_prot;PES1_prot;SNRPA_prot;SYMPK_prot;TBCD_prot	6
DSCAM_mrna	DSCAM	mrna	COPE_prot;NONO_prot;PES1_prot;SNRPA_prot;SYMPK_prot;TBCD_prot	6
DSCC1_mrna	DSCC1	mrna	COPE_prot;NONO_prot;PES1_prot;SNRPA_prot;SYMPK_prot;TBCD_prot	6
DSCR3_mrna	DSCR3	mrna	CDC5L_prot;COPA_prot;DDX17_prot;GSTO1_prot;MBNL1_prot;MRPL44_prot;PSPC1_prot;RB1_prot;STIP1_prot;WDR1_prot;YBX1_prot	11
DSEL_mrna	DSEL	mrna	CDC5L_prot;COPA_prot;DDX17_prot;GSTO1_prot;MBNL1_prot;MRPL44_prot;PSPC1_prot;RB1_prot;STIP1_prot;WDR1_prot;YBX1_prot	11
DSE_mrna	DSE	mrna	CDC5L_prot;COPA_prot;DDX17_prot;GSTO1_prot;MBNL1_prot;MRPL44_prot;PSPC1_prot;RB1_prot;STIP1_prot;WDR1_prot;YBX1_prot	11
DSG1_mrna	DSG1	mrna	CDC5L_prot;COPA_prot;DDX17_prot;GSTO1_prot;MBNL1_prot;MRPL44_prot;PSPC1_prot;RB1_prot;STIP1_prot;WDR1_prot;YBX1_prot	11
DSG2_mrna	DSG2	mrna	CDC5L_prot;COPA_prot;DDX17_prot;GSTO1_prot;MBNL1_prot;MRPL44_prot;PSPC1_prot;RB1_prot;STIP1_prot;WDR1_prot;YBX1_prot	11
DSG2_prot	DSG2	prot	CHCHD2_prot;DSC2_prot;JUP_prot;NCSTN_prot;PKP2_prot;PKP3_prot;PLIN3_prot	7
DSG3_mrna	DSG3	mrna	CDC5L_prot;COPA_prot;DDX17_prot;GSTO1_prot;MBNL1_prot;MRPL44_prot;PSPC1_prot;RB1_prot;STIP1_prot;WDR1_prot;YBX1_prot	11
DSG3_prot	DSG3	prot	JUP_prot;PKP3_prot	2
DSG4_mrna	DSG4	mrna	CDC5L_prot;COPA_prot;DDX17_prot;GSTO1_prot;MBNL1_prot;MRPL44_prot;PSPC1_prot;RB1_prot;STIP1_prot;WDR1_prot;YBX1_prot	11
DSN1_mrna	DSN1	mrna	MCM4_prot;NCAPG_prot;RFC5_prot	3
DSP_mrna	DSP	mrna	KRT8_prot;PPP1R13L_prot	2
DSP_prot	DSP	prot	AK2_prot;AKR1B1_prot;CAND1_prot;CCDC51_prot;COPS5_prot;CTNNB1_prot;CUL3_prot;DES_prot;DSC2_prot;EVPL_prot;HNMT_prot;IFIT3_prot;JUP_prot;KRT1_prot;KRT18_prot;KRT5_prot;KRT6A_prot;KRT8_prot;OVCA2_prot;PECAM1_prot;PKP1_prot;PKP2_prot;PKP3_prot;PPP2R2A_prot;RAB5B_prot;STK24_prot;TECR_prot;UCHL5_prot;VCP_prot;VIM_prot;VRK1_prot;VTN_prot;YWHAZ_prot	33
DSTN_mrna	DSTN	mrna	RAD21_prot	1
DSTN_prot	DSTN	prot	ACTB_prot;DNPH1_prot;DPP3_prot;IGFBP7_prot;ISG15_prot;ITGB1_prot;MCM7_prot;MYH11_prot;NMI_prot;NPM1_prot;OTUB1_prot;PALLD_prot;PDLIM5_prot;PPP4R2_prot;PSMD9_prot;PXN_prot;RNF114_prot;RNH1_prot;RRBP1_prot;S100A9_prot;SEC23IP_prot;SEC24A_prot;SGTA_prot;SLIRP_prot;SP100_prot;SRSF2_prot;STAT6_prot;TPM2_prot;TSTA3_prot;TUBA1C_prot;UBA3_prot;VCP_prot	32
DSTYK_mrna	DSTYK	mrna	RAD21_prot	1
DST_mrna	DST	mrna	CALD1_prot;DMD_prot;TRIM29_prot	3
DTD1_mrna	DTD1	mrna	RAD21_prot	1
DTD2_mrna	DTD2	mrna	RAD21_prot	1
DTL_mrna	DTL	mrna	BUB3_prot;CKAP5_prot;HEATR1_prot;HMGB2_prot;KPNA2_prot;MCM2_prot;MCM3_prot;MCM4_prot;MCM5_prot;MCM6_prot;MCM7_prot;MSH2_prot;NASP_prot;NCAPD2_prot;NCAPG_prot;NUP37_prot;PDCD11_prot;RAE1_prot;RBM12_prot;RFC2_prot;RFC4_prot;RFC5_prot;RPA1_prot;RUVBL1_prot;TEX10_prot;UHRF1_prot;ZNF207_prot	27
DTNA_mrna	DTNA	mrna	BUB3_prot;CKAP5_prot;HEATR1_prot;HMGB2_prot;KPNA2_prot;MCM2_prot;MCM3_prot;MCM4_prot;MCM5_prot;MCM6_prot;MCM7_prot;MSH2_prot;NASP_prot;NCAPD2_prot;NCAPG_prot;NUP37_prot;PDCD11_prot;RAE1_prot;RBM12_prot;RFC2_prot;RFC4_prot;RFC5_prot;RPA1_prot;RUVBL1_prot;TEX10_prot;UHRF1_prot;ZNF207_prot	27
DTNBP1_mrna	DTNBP1	mrna	BUB3_prot;CKAP5_prot;HEATR1_prot;HMGB2_prot;KPNA2_prot;MCM2_prot;MCM3_prot;MCM4_prot;MCM5_prot;MCM6_prot;MCM7_prot;MSH2_prot;NASP_prot;NCAPD2_prot;NCAPG_prot;NUP37_prot;PDCD11_prot;RAE1_prot;RBM12_prot;RFC2_prot;RFC4_prot;RFC5_prot;RPA1_prot;RUVBL1_prot;TEX10_prot;UHRF1_prot;ZNF207_prot	27
DTNB_mrna	DTNB	mrna	BUB3_prot;CKAP5_prot;HEATR1_prot;HMGB2_prot;KPNA2_prot;MCM2_prot;MCM3_prot;MCM4_prot;MCM5_prot;MCM6_prot;MCM7_prot;MSH2_prot;NASP_prot;NCAPD2_prot;NCAPG_prot;NUP37_prot;PDCD11_prot;RAE1_prot;RBM12_prot;RFC2_prot;RFC4_prot;RFC5_prot;RPA1_prot;RUVBL1_prot;TEX10_prot;UHRF1_prot;ZNF207_prot	27
DTWD1_mrna	DTWD1	mrna	HDAC2_prot	1
DTWD2_mrna	DTWD2	mrna	ELF1_prot;RAD21_prot	2
DTX1_mrna	DTX1	mrna	ELF1_prot;RAD21_prot	2
DTX3L_mrna	DTX3L	mrna	PARP14_prot;PARP9_prot	2
DTX3L_prot	DTX3L	prot	APOL1_mrna;APOL6_mrna;COPS8_mrna;DDX60_mrna;GBP1_mrna;MX1_mrna;PARP10_mrna;PARP14_mrna;PARP9_mrna;RARRES3_mrna;VDAC2_mrna;PARP9_prot;UBE2D3_prot;UBE2I_prot;UBE2K_prot	15
DTX3_mrna	DTX3	mrna	ELF1_prot;RAD21_prot	2
DTX4_mrna	DTX4	mrna	PARP14_prot;PARP9_prot	2
DTYMK_prot	DTYMK	prot	PCMT1_prot	1
DUOX1_mrna	DUOX1	mrna	PARP14_prot;PARP9_prot	2
DUOX2_mrna	DUOX2	mrna	PARP14_prot;PARP9_prot	2
DUOXA1_mrna	DUOXA1	mrna	ELF1_prot	1
DUOXA2_mrna	DUOXA2	mrna	ELF1_prot;UBTF_prot	2
DUS1L_mrna	DUS1L	mrna	ELF1_prot;UBTF_prot	2
DUS2_mrna	DUS2	mrna	ELF1_prot;UBTF_prot	2
DUS3L_mrna	DUS3L	mrna	BUB3_prot;RFC2_prot;SYNCRIP_prot;THOC6_prot	4
DUS4L_mrna	DUS4L	mrna	NUP37_prot;RPA3_prot	2
DUSP10_mrna	DUSP10	mrna	STAT6_prot	1
DUSP11_mrna	DUSP11	mrna	POLR2A_prot	1
DUSP12_mrna	DUSP12	mrna	POLR2A_prot	1
DUSP15_mrna	DUSP15	mrna	POLR2A_prot	1
DUSP18_mrna	DUSP18	mrna	POLR2A_prot	1
DUSP19_mrna	DUSP19	mrna	POLR2A_prot	1
DUSP1_mrna	DUSP1	mrna	STAT6_prot	1
DUSP23_mrna	DUSP23	mrna	ELF1_prot	1
DUSP23_prot	DUSP23	prot	AHNAK2_prot;BAG3_prot;DBI_prot;DBN1_prot;DNM1L_prot;IK_prot;MRPL20_prot;PRDX4_prot;RPL8_prot;SCYL1_prot;SHC1_prot;TMOD3_prot;TUBA1A_prot	13
DUSP26_mrna	DUSP26	mrna	ELF1_prot	1
DUSP27_mrna	DUSP27	mrna	ELF1_prot	1
DUSP28_mrna	DUSP28	mrna	ELF1_prot	1
DUSP2_mrna	DUSP2	mrna	POLR2A_prot	1
DUSP3_mrna	DUSP3	mrna	BUB3_prot;NUP50_prot;SFPQ_prot	3
DUSP3_prot	DUSP3	prot	APP_prot;CASK_prot;ERLIN1_prot;FGB_prot;MAPK1_prot;MAPK3_prot	6
DUSP4_mrna	DUSP4	mrna	BUB3_prot;NUP50_prot;SFPQ_prot	3
DUSP5_mrna	DUSP5	mrna	BUB3_prot;NUP50_prot;SFPQ_prot	3
DUSP6_mrna	DUSP6	mrna	BUB3_prot;NUP50_prot;SFPQ_prot	3
DUSP7_mrna	DUSP7	mrna	BUB3_prot;NUP50_prot;SFPQ_prot	3
DUSP8_mrna	DUSP8	mrna	BUB3_prot;NUP50_prot;SFPQ_prot	3
DUSP9_mrna	DUSP9	mrna	BUB3_prot;NUP50_prot;SFPQ_prot	3
DUT_mrna	DUT	mrna	HMGB1_prot;LIG1_prot;MCM6_prot;NASP_prot;RFC4_prot;RFC5_prot;UHRF1_prot	7
DUT_prot	DUT	prot	CUL3_prot;GDI2_prot;MRPL14_prot;RPL38_prot;UBL4A_prot	5
DVL2_mrna	DVL2	mrna	HMGB1_prot;LIG1_prot;MCM6_prot;NASP_prot;RFC4_prot;RFC5_prot;UHRF1_prot	7
DVL3_mrna	DVL3	mrna	HMGB1_prot;LIG1_prot;MCM6_prot;NASP_prot;RFC4_prot;RFC5_prot;UHRF1_prot	7
DYM_mrna	DYM	mrna	PSIP1_prot	1
DYNC1H1_mrna	DYNC1H1	mrna	PSIP1_prot	1
DYNC1H1_prot	DYNC1H1	prot	AKAP12_prot;ARF6_prot;CCT5_prot;CCT6A_prot;CDC5L_prot;CDK1_prot;CKAP5_prot;COPS5_prot;CSNK2B_prot;CUL3_prot;DCTN1_prot;DDX1_prot;DYNC1I2_prot;DYNC1LI1_prot;DYNC1LI2_prot;DYNLL1_prot;EIF3K_prot;EPB41_prot;EPPK1_prot;FLNA_prot;FLNC_prot;FUS_prot;GRB2_prot;HNRNPL_prot;HSP90AA1_prot;IKBKAP_prot;ILK_prot;LONP1_prot;LRRFIP1_prot;MCCC1_prot;MCCC2_prot;NSUN2_prot;NUP133_prot;PAFAH1B1_prot;PHB2_prot;PLOD3_prot;PPP1R12A_prot;PRUNE2_prot;RPA2_prot;RPS24_prot;RPS5_prot;SERBP1_prot;SF3A1_prot;SNRPA1_prot;SRSF9_prot;STRN_prot;STRN4_prot;TNKS1BP1_prot;TPM2_prot;TUBB2A_prot;TUBB4B_prot;TUBB6_prot;TUBG1_prot;U2AF2_prot;XRCC5_prot;YARS_prot;YBX1_prot;YWHAQ_prot;YWHAZ_prot	59
DYNC1I1_mrna	DYNC1I1	mrna	PSIP1_prot	1
DYNC1I2_mrna	DYNC1I2	mrna	PSIP1_prot	1
DYNC1I2_prot	DYNC1I2	prot	ABCF1_prot;AKAP12_prot;CUL3_prot;DDX1_prot;DYNC1H1_prot;DYNC1LI1_prot;DYNC1LI2_prot;DYNLL1_prot;EIF3A_prot;EIF3B_prot;EIF3G_prot;EIF3K_prot;GNL1_prot;HNRNPA0_prot;PAPSS1_prot;PNN_prot;PRUNE2_prot;PSMC5_prot;PSMD8_prot;RPS13_prot;RPS5_prot;SERBP1_prot;SRRM2_prot;VCP_prot;YBX1_prot	25
DYNC1LI1_mrna	DYNC1LI1	mrna	KPNA1_prot	1
DYNC1LI1_prot	DYNC1LI1	prot	AKAP12_prot;CUL3_prot;DYNC1H1_prot;DYNC1I2_prot;DYNC1LI2_prot;DYNLL1_prot;EIF3E_prot;FLNA_prot;HNRNPA0_prot;NFS1_prot;PSMC6_prot;PSMD8_prot;RANGAP1_prot;RPS12_prot;SERBP1_prot;TKT_prot;TXNRD1_prot;VCP_prot;ZFR_prot	19
DYNC1LI2_mrna	DYNC1LI2	mrna	CALD1_prot;CHERP_prot;HNF4A_prot;RAD21_prot;STRN4_prot;TFAM_prot;YBX1_prot	7
DYNC1LI2_prot	DYNC1LI2	prot	APP_prot;CUL3_prot;DYNC1H1_prot;DYNC1I2_prot;DYNC1LI1_prot;DYNLL1_prot;EIF3K_prot;FLNA_prot;GNB2L1_prot;HNRNPA2B1_prot;NMT1_prot;PRUNE2_prot;RPS23_prot;RPS5_prot;RPSA_prot;YBX1_prot	16
DYNC2H1_mrna	DYNC2H1	mrna	CALD1_prot;CHERP_prot;HNF4A_prot;RAD21_prot;STRN4_prot;TFAM_prot;YBX1_prot	7
DYNC2LI1_mrna	DYNC2LI1	mrna	CALD1_prot;CHERP_prot;HNF4A_prot;RAD21_prot;STRN4_prot;TFAM_prot;YBX1_prot	7
DYNLL1_mrna	DYNLL1	mrna	EEF1E1_prot;ELF1_prot;KPNA2_prot;RFC5_prot	4
DYNLL1_prot	DYNLL1	prot	ACTB_prot;ALDOA_prot;BCAS1_prot;CA1_prot;CLIP2_prot;CSNK1A1_prot;CSNK2A1_prot;CSNK2B_prot;CUL1_prot;DCAF7_prot;DCTN1_prot;DDX3X_prot;DEFA1_prot;DNM2_prot;DYNC1H1_prot;DYNC1I2_prot;DYNC1LI1_prot;DYNC1LI2_prot;EEF1A1_prot;EPB41_prot;FAU_prot;FKBP3_prot;GLUD1_prot;GLUL_prot;GNB2L1_prot;GPHN_prot;HDAC2_prot;HDLBP_prot;HSPA5_prot;INPP1_prot;KANK2_prot;KDM1A_prot;KPNA3_prot;LDHA_prot;LTF_prot;MDH1_prot;MPO_prot;MTPAP_prot;NADK2_prot;NEK9_prot;NUMA1_prot;PABPC1_prot;PAFAH1B1_prot;PAK1_prot;PDCD10_prot;PFKM_prot;PFKP_prot;PIGR_prot;PLOD1_prot;PLOD2_prot;PPP2CB_prot;PPP2R1A_prot;PRKAR2A_prot;PSMC3_prot;PSMD9_prot;RAE1_prot;RPA2_prot;RPS17_prot;RPS2_prot;RPS21_prot;RPS3_prot;RPS5_prot;RPSA_prot;SKP1_prot;SLC25A10_prot;SNCG_prot;STK24_prot;STRN_prot;STRN4_prot;TP53BP1_prot;TUBA1A_prot;TXNDC17_prot;UBE2K_prot;VIM_prot	74
DYNLL2_mrna	DYNLL2	mrna	EEF1E1_prot;ELF1_prot;KPNA2_prot;RFC5_prot	4
DYNLRB1_mrna	DYNLRB1	mrna	EEF1E1_prot;ELF1_prot;KPNA2_prot;RFC5_prot	4
DYNLRB2_mrna	DYNLRB2	mrna	EEF1E1_prot;ELF1_prot;KPNA2_prot;RFC5_prot	4
DYNLT1_mrna	DYNLT1	mrna	EEF1E1_prot;ELF1_prot;KPNA2_prot;RFC5_prot	4
DYNLT3_mrna	DYNLT3	mrna	EEF1E1_prot;ELF1_prot;KPNA2_prot;RFC5_prot	4
DYRK1A_mrna	DYRK1A	mrna	POLR2A_prot;PTBP1_prot;SF3B2_prot	3
DYRK2_mrna	DYRK2	mrna	CBX3_prot	1
DYRK3_mrna	DYRK3	mrna	CBX3_prot	1
DYRK4_mrna	DYRK4	mrna	CBX3_prot	1
DYSF_mrna	DYSF	mrna	CBX3_prot	1
DYSF_prot	DYSF	prot	AKAP1_prot;APPL1_prot;COL12A1_prot;COL6A3_prot;DES_prot;DHX15_prot;EEF1A1_prot;EEF1G_prot;FAM120A_prot;FLNC_prot;GNL3_prot;KARS_prot;OS9_prot;SAMHD1_prot;TTN_prot;XRCC6_prot	16
DYX1C1_mrna	DYX1C1	mrna	CBX3_prot	1
DZANK1_mrna	DZANK1	mrna	CBX3_prot	1
DZIP1L_mrna	DZIP1L	mrna	UBTF_prot	1
DZIP1_mrna	DZIP1	mrna	CBX3_prot	1
DZIP3_mrna	DZIP3	mrna	UBTF_prot	1
E2F1_mrna	E2F1	mrna	ARID3A_prot;HCFC1_prot;HDAC1_prot;MCM4_prot;MCM5_prot;NFKB1_prot;PA2G4_prot;PARP1_prot;POLR1A_prot;RB1_prot;RELA_prot;RFC5_prot;UHRF1_prot;YBX1_prot	14
E2F3_mrna	E2F3	mrna	BUB3_prot;PSMD12_prot;RB1_prot;TRIM28_prot;ZNF207_prot	5
E2F4_mrna	E2F4	mrna	CCAR1_prot;CHERP_prot;DHX38_prot;HCFC1_prot;HNF4A_prot;ITIH2_prot;KRT7_prot;PDLIM3_prot;PFDN6_prot;SF3B2_prot;TRIM28_prot;UTP20_prot;XDH_prot	13
E2F5_mrna	E2F5	mrna	CCAR1_prot;CHERP_prot;DHX38_prot;HCFC1_prot;HNF4A_prot;ITIH2_prot;KRT7_prot;PDLIM3_prot;PFDN6_prot;SF3B2_prot;TRIM28_prot;UTP20_prot;XDH_prot	13
E2F6_mrna	E2F6	mrna	CCAR1_prot;CHERP_prot;DHX38_prot;HCFC1_prot;HNF4A_prot;ITIH2_prot;KRT7_prot;PDLIM3_prot;PFDN6_prot;SF3B2_prot;TRIM28_prot;UTP20_prot;XDH_prot	13
E2F7_mrna	E2F7	mrna	KPNA2_prot;TOMM34_prot	2
E2F8_mrna	E2F8	mrna	KPNA2_prot;TOMM34_prot	2
E4F1_mrna	E4F1	mrna	KPNA2_prot;TOMM34_prot	2
EAF1_mrna	EAF1	mrna	RAD21_prot	1
EAF2_mrna	EAF2	mrna	HDAC2_prot;PML_prot	2
EAPP_mrna	EAPP	mrna	HDAC2_prot;PML_prot	2
EARS2_mrna	EARS2	mrna	DDB1_prot;LARP1_prot;MRPS17_prot;PLEK_prot	4
EBAG9_mrna	EBAG9	mrna	DDB1_prot;LARP1_prot;MRPS17_prot;PLEK_prot	4
EBF1_mrna	EBF1	mrna	DDB1_prot;LARP1_prot;MRPS17_prot;PLEK_prot	4
EBF2_mrna	EBF2	mrna	DDB1_prot;LARP1_prot;MRPS17_prot;PLEK_prot	4
EBF3_mrna	EBF3	mrna	DDB1_prot;LARP1_prot;MRPS17_prot;PLEK_prot	4
EBF4_mrna	EBF4	mrna	DDB1_prot;LARP1_prot;MRPS17_prot;PLEK_prot	4
EBI3_mrna	EBI3	mrna	NFKB1_prot;RELA_prot	2
EBLN2_mrna	EBLN2	mrna	NFKB1_prot;RELA_prot	2
EBNA1BP2_mrna	EBNA1BP2	mrna	BUB3_prot;CPSF6_prot;CSTF3_prot;EIF2S1_prot;GNPNAT1_prot;MCM4_prot;POLR2A_prot;RB1_prot;RPL26L1_prot;SSBP1_prot;STAT3_prot;WDR43_prot	12
