Gene	TCGA-AA-3529	TCGA-AA-3531	TCGA-AA-3534	TCGA-AA-3848	TCGA-AA-A00F	TCGA-AA-A00O	TCGA-AA-A017	TCGA-AA-A01C	TCGA-AA-A01F	TCGA-AA-A02E	TCGA-AA-A02H	TCGA-AA-A02J	TCGA-AF-2692	TCGA-AF-3913	TCGA-AG-3574	TCGA-AG-3584	TCGA-AG-3593	TCGA-AG-4007	TCGA-AG-A014	TCGA-AG-A016	TCGA-AG-A01J	TCGA-AG-A01N	TCGA-AG-A032	TCGA-AA-3552	TCGA-AA-3561	TCGA-AA-3666	TCGA-AA-3818	TCGA-AA-3986	TCGA-AA-3989	TCGA-AA-A00K	TCGA-AA-A00U	TCGA-AA-A01I	TCGA-AA-A024	TCGA-AA-A029	TCGA-AF-2691	TCGA-AG-3580	TCGA-AG-A008	TCGA-AG-A00C	TCGA-AG-A00H	TCGA-AG-A00Y	TCGA-AG-A011	TCGA-AG-A015	TCGA-AG-A01L	TCGA-AG-A02X	TCGA-A6-3807	TCGA-A6-3810	TCGA-AA-3518	TCGA-AA-3525	TCGA-AA-3526	TCGA-AA-3554	TCGA-AA-3664	TCGA-AA-3672	TCGA-AA-3684	TCGA-AA-3710	TCGA-AA-3715	TCGA-AA-3864	TCGA-AA-A004	TCGA-AA-A00A	TCGA-AA-A00E	TCGA-AA-A00J	TCGA-AA-A00N	TCGA-AA-A00R	TCGA-AA-A010	TCGA-AA-A01D	TCGA-AA-A01K	TCGA-AA-A02R	TCGA-AF-3400	TCGA-AG-3594	TCGA-AG-A002
COL6A2	7.4093909361377	5.64385618977472	6.4594316186373	6.4594316186373	5.85798099512757	6.20945336562895	6.4757334309664	6.53915881110803	4.85798099512757	5	5.61470984411521	4.85798099512757	6.02236781302845	5.95419631038687	5.83289001416474	6.37503943134692	5.4594316186373	5.93073733756289	5.49185309632967	4.8073549220576	7.38370429247405	4.70043971814109	4.75488750216347	5.16992500144231	5.16992500144231	6.33985000288462	6.70043971814109	6.4594316186373	5.16992500144231	6.4178525148859	5.32192809488736	5.52356195605701	4.32192809488736	5.35755200461808	3.70043971814109	5.83289001416474	5.4262647547021	4.8073549220576	6.32192809488736	5.39231742277876	5.28540221886225	5.24792751344359	5.6724253419715	5.24792751344359	6.5077946401987	6.14974711950468	6.37503943134692	4.90689059560852	6.18982455888002	6.10852445677817	5.32192809488736	5.55458885167764	6.68650052718322	6.4093909361377	6.79441586635011	6.24792751344359	6.76818432477693	5.78135971352466	6.20945336562895	5.49185309632967	5.98868468677217	6.61470984411521	6.14974711950468	6.06608919045777	6.32192809488736	6.2667865406949	5.49185309632967	6.35755200461808	5.28540221886225
COL6A3	9.55842071326866	8.22881869049588	9.11113567023471	8.68650052718322	8.11374216604919	8.77807712953536	8.90689059560852	8.96578428466209	7.44294349584873	7.49984588708321	8.07146236255662	7.91886323727459	8.47167521439204	8.61470984411521	8.12928301694497	9.05528243550119	8.2807707701306	8.63662462054365	8.09803208296053	7.55458885167764	9.66533591718518	7.7279204545632	7.49984588708321	7.78135971352466	8.02236781302845	8.37068740680722	9.23122118071119	8.84235034341381	7.65821148275179	8.88569637333939	7.82017896241519	8.04439411935845	6.85798099512757	7.76818432477693	7.09803208296053	7.98868468677217	7.62935662007961	7.43462822763672	8.66177809777199	7.83289001416474	7.82017896241519	8	8.04984854945056	7.96000193206808	8.97441458980553	8.75822321472672	8.86418614465428	7.58496250072116	8.85798099512757	8.4757334309664	8.00562454919388	8.2807707701306	9.44708322620965	8.55074678538324	9.5274770060604	8.20945336562895	9.21431912080077	8.5372184005386	8.39660478118186	8.01680828768655	8.81378119121704	8.52160043972373	8.5352753766208	8.24317398347295	8.73809225962049	8.43879185257826	8.07146236255662	8.82336724004623	8.01680828768655
COL7A1	0	0	0	0	0	1.58496250072116	2.58496250072116	0	0	0	0	0	1.58496250072116	1	0	0	1	0	0	1.58496250072116	0	1	0	0	0	0	0	0	0	1.32192809488736	0	3	0	0	0	1.58496250072116	1	0	1.58496250072116	0	0	0	0	0	0	2.32192809488736	0	3	2.8073549220576	1	0	3	1	0	0	2	0	4.04439411935845	0	1.58496250072116	3.52356195605701	1	0	0	0	0	2.8073549220576	0	3.58496250072116
COL8A1	0	0	0	0	0	2.32192809488736	0	0	0	1	0	0	1.58496250072116	2.8073549220576	0	0	1	1	0	0	1	0	0	0	0	1.58496250072116	3.32192809488736	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1.58496250072116	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0
COLGALT1	2.8073549220576	3	1.58496250072116	2.8073549220576	2	2	3	2.58496250072116	3.16992500144231	2.32192809488736	1.58496250072116	1	3.70043971814109	2.32192809488736	1.58496250072116	2.58496250072116	3	2.58496250072116	3.16992500144231	3.32192809488736	2.32192809488736	1.58496250072116	2.8073549220576	2.8073549220576	3	2.32192809488736	3	2.8073549220576	2	2	3.58496250072116	2	2.8073549220576	3.4594316186373	3.70043971814109	2.8073549220576	2.8073549220576	2.32192809488736	2.8073549220576	2.58496250072116	3	1	2.32192809488736	2.58496250072116	2	3.16992500144231	3	2.32192809488736	2.8073549220576	2.58496250072116	3.58496250072116	2.32192809488736	2.58496250072116	3.16992500144231	2.32192809488736	3.90689059560852	2.32192809488736	3.58496250072116	3.32192809488736	2.58496250072116	2.70043971814109	3.32192809488736	1	0	2.58496250072116	1.58496250072116	2.58496250072116	3.16992500144231	2
COMP	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2.58496250072116	0	0	0	0	0	0	1	0	2.58496250072116	0	0	1	0	1	3.39231742277876	0	0	1	0	0	2.8073549220576	0	0
COMT	4.39231742277876	4	3.4594316186373	4.16992500144231	4.24792751344359	4.70043971814109	4.16992500144231	3.16992500144231	3.32192809488736	4	4.08746284125034	3.8073549220576	4.08746284125034	3.90689059560852	4.52356195605701	3.90689059560852	3.70043971814109	3.16992500144231	3.58496250072116	3.4594316186373	4.08746284125034	2.8073549220576	3.90689059560852	3.70043971814109	3.8073549220576	3.70043971814109	4	4.08746284125034	4.70043971814109	3.32192809488736	3.16992500144231	4	3.90689059560852	3.90689059560852	3	4.39231742277876	3.58496250072116	3.8073549220576	3.8073549220576	3.58496250072116	3.58496250072116	4.08746284125034	3	1.58496250072116	3.4594316186373	3.32192809488736	3.70043971814109	1.58496250072116	3.16992500144231	3.70043971814109	3.16992500144231	3.16992500144231	4	3.90689059560852	3	4.52356195605701	3.8073549220576	4.16992500144231	3.4594316186373	4	3.32192809488736	3.90689059560852	4.24792751344359	2.8073549220576	3.8073549220576	4.08746284125034	3.32192809488736	4.08746284125034	2
COMTD1	1.58496250072116	1.58496250072116	1	2.8073549220576	1.58496250072116	0	2	1	1.58496250072116	0	1.58496250072116	1.58496250072116	0	1.58496250072116	1.58496250072116	1.58496250072116	0	2.32192809488736	2.32192809488736	0	1.58496250072116	1	1	2.58496250072116	0	2.8073549220576	0	0	2.58496250072116	0	2	1.58496250072116	1.58496250072116	1	2.32192809488736	2.58496250072116	1.58496250072116	0	1.32192809488736	1	1	1	2	0	2.32192809488736	0	0	1	0	1.58496250072116	1	2.32192809488736	1	1	0	1	1	1.8073549220576	1	1.58496250072116	0	1	1	0	0	0	0	1.58496250072116	1
COPA	5.95419631038687	5.7279204545632	5.55458885167764	6.20945336562895	5.95419631038687	5.88264304936184	6.33985000288462	5.8073549220576	5.39231742277876	5.6724253419715	5.49185309632967	5.08746284125034	5.90689059560852	5.90689059560852	6.14974711950468	6.06608919045777	5.70043971814109	5.55458885167764	6.12928301694497	5.4262647547021	5.83289001416474	5.39231742277876	5.52356195605701	6.39231742277876	5.93073733756289	6.22881869049588	5.64385618977472	5.49185309632967	5.93073733756289	4.70043971814109	6.06608919045777	5.55458885167764	6.2667865406949	6.10852445677817	5.12928301694497	5.70043971814109	6.10852445677817	5.39231742277876	6.22881869049588	5.95419631038687	5.97727992349992	6.24792751344359	5.90689059560852	4.8073549220576	6.3037807481771	5.52356195605701	6.10852445677817	5.24792751344359	5.58496250072116	5.52356195605701	5.61470984411521	5.58496250072116	5.88264304936184	6.58496250072116	4.85798099512757	6.61470984411521	6.24792751344359	5.8703647195834	6.52356195605701	5.58496250072116	5.10852445677817	6.01122725542325	6.22881869049588	4.90689059560852	5.90689059560852	5.8073549220576	5.12928301694497	6.22881869049588	5.55458885167764
COPB1	5.28540221886225	4.85798099512757	4.8073549220576	5.58496250072116	5.16992500144231	5.28540221886225	5.78135971352466	5.58496250072116	4.64385618977472	5.12928301694497	4.4594316186373	4	5.52356195605701	5.4262647547021	5.58496250072116	5.35755200461808	4.90689059560852	5.28540221886225	5.16992500144231	4.39231742277876	5.35755200461808	4.64385618977472	4.24792751344359	5.39231742277876	5.04439411935845	5.4594316186373	4.8073549220576	5.04439411935845	5.35755200461808	3.85798099512757	5.49185309632967	5.04439411935845	5.35755200461808	5.70043971814109	3.8073549220576	5.12928301694497	5.16992500144231	4.16992500144231	5.7279204545632	5.61470984411521	4.75488750216347	5.52356195605701	5.04439411935845	3.16992500144231	5.64385618977472	4.8073549220576	5.28540221886225	4.24792751344359	5.12928301694497	5.12928301694497	5.4262647547021	4.64385618977472	5.28540221886225	5.78135971352466	4.32192809488736	6.02236781302845	5.95419631038687	5.22881869049588	5.93073733756289	4.58496250072116	4.20945336562895	5.4757334309664	5.64385618977472	3.8073549220576	5.08746284125034	5.08746284125034	4.58496250072116	5.52356195605701	4.24792751344359
COPB2	5.32192809488736	4.8073549220576	4.52356195605701	5.39231742277876	5.12928301694497	5.20945336562895	5.70043971814109	5.49185309632967	4.70043971814109	5.24792751344359	5.04439411935845	4.64385618977472	5.49185309632967	5.4594316186373	5.58496250072116	5.35755200461808	5.24792751344359	4.95419631038687	5.12928301694497	4.39231742277876	4.8073549220576	4.75488750216347	4.39231742277876	5.55458885167764	5.16992500144231	5.35755200461808	4.85798099512757	4.64385618977472	5.16992500144231	4.4594316186373	5.4262647547021	4.85798099512757	5.4594316186373	5.58496250072116	4	5.04439411935845	5.4262647547021	4.75488750216347	5.52356195605701	5.55458885167764	5.28540221886225	5.78135971352466	5.16992500144231	3.8073549220576	5.70043971814109	4.90689059560852	5.32192809488736	4.90689059560852	4.95419631038687	5.20945336562895	5.4594316186373	5.4262647547021	5.28540221886225	5.7279204545632	4.39231742277876	5.70043971814109	5.93073733756289	5.02236781302845	5.8073549220576	5.16992500144231	4.35755200461808	5.22881869049588	5.85798099512757	4.4594316186373	5.08746284125034	5.04439411935845	4.70043971814109	5.58496250072116	5.24792751344359
COPE	4.24792751344359	2.58496250072116	2.8073549220576	3.90689059560852	4.16992500144231	4.24792751344359	4.64385618977472	4.64385618977472	3.58496250072116	3.90689059560852	3.58496250072116	3.32192809488736	4.4594316186373	3.58496250072116	4.58496250072116	3.90689059560852	3.70043971814109	3	3.90689059560852	3.58496250072116	3.90689059560852	2.8073549220576	3	4.32192809488736	3.58496250072116	3.8073549220576	3.70043971814109	3.58496250072116	4.24792751344359	3	4.08746284125034	3.58496250072116	3.4594316186373	4.32192809488736	2.8073549220576	3.4594316186373	4.16992500144231	3.16992500144231	4.39231742277876	4.39231742277876	4.08746284125034	4.32192809488736	3.4594316186373	2.58496250072116	4.64385618977472	3.70043971814109	4.16992500144231	2.32192809488736	3.32192809488736	3.90689059560852	3.16992500144231	3	3.70043971814109	4.90689059560852	2.58496250072116	4.08746284125034	4.75488750216347	3.4594316186373	4.52356195605701	4	3.24792751344359	4.35755200461808	4.4594316186373	2.32192809488736	3.90689059560852	4.58496250072116	4.08746284125034	4.08746284125034	2.58496250072116
COPG1	5.61470984411521	5.32192809488736	5.08746284125034	5.6724253419715	5.39231742277876	5.4262647547021	6	5.55458885167764	4.24792751344359	5.04439411935845	5.08746284125034	4.58496250072116	5.4594316186373	5.6724253419715	5.88264304936184	5.16992500144231	5.28540221886225	5.16992500144231	5.28540221886225	4.52356195605701	5.58496250072116	4.52356195605701	4.75488750216347	5.52356195605701	5.20945336562895	5.39231742277876	5.16992500144231	5.28540221886225	5.4594316186373	4.4594316186373	5.39231742277876	5.35755200461808	5.55458885167764	5.49185309632967	4.52356195605701	5.20945336562895	5.39231742277876	4.39231742277876	5.64385618977472	5.58496250072116	5.52356195605701	5.61470984411521	5.04439411935845	4	5.83289001416474	5.20945336562895	5.52356195605701	5.32192809488736	5.04439411935845	5.58496250072116	4.90689059560852	5.49185309632967	5.35755200461808	6.04439411935845	4.39231742277876	5.95419631038687	5.85798099512757	5.49185309632967	5.85798099512757	5.04439411935845	5	5.65821148275179	5.75488750216347	4.8073549220576	5.49185309632967	5.16992500144231	5.28540221886225	5.64385618977472	5.16992500144231
COPG2	1	2.8073549220576	2.32192809488736	2.8073549220576	3.8073549220576	4.16992500144231	3.4594316186373	2.8073549220576	3.70043971814109	3.16992500144231	2.58496250072116	2.8073549220576	3.58496250072116	3	2.8073549220576	3	2.58496250072116	3.32192809488736	4.24792751344359	2.32192809488736	1.58496250072116	3.58496250072116	2	3.70043971814109	3.4594316186373	3.58496250072116	2	0	3	2.16992500144231	3.4594316186373	3	3.32192809488736	2.8073549220576	2.32192809488736	3.58496250072116	3.16992500144231	2	3.39231742277876	3.32192809488736	3	3.8073549220576	2.8073549220576	2	3.16992500144231	2.58496250072116	3.16992500144231	1	3.4594316186373	3	2.32192809488736	3	2.8073549220576	2.8073549220576	1	3.58496250072116	3	2.58496250072116	1.58496250072116	1	1.32192809488736	1.8073549220576	2.58496250072116	0	2.8073549220576	2.32192809488736	2.32192809488736	3.4594316186373	1.58496250072116
COPS2	2	2.58496250072116	3	2.58496250072116	1.58496250072116	2.32192809488736	2.58496250072116	3	2	2.8073549220576	1.58496250072116	1	3	2.32192809488736	2.58496250072116	2.58496250072116	1	2.32192809488736	2	2.32192809488736	1	2.32192809488736	1.58496250072116	1.58496250072116	2.8073549220576	2.32192809488736	2.32192809488736	2.8073549220576	3	2.8073549220576	2.32192809488736	2.8073549220576	1.58496250072116	2.8073549220576	1.58496250072116	2.32192809488736	2.32192809488736	1	2	2.32192809488736	2	2.32192809488736	2.32192809488736	1.58496250072116	2	2.32192809488736	2	0	2.32192809488736	2.32192809488736	2.32192809488736	1.58496250072116	1.58496250072116	2.8073549220576	2.32192809488736	3.32192809488736	1.58496250072116	2.58496250072116	2.32192809488736	2.58496250072116	1	2.16992500144231	1.58496250072116	1	2	2	1	2.32192809488736	1
COPS3	2.32192809488736	1.58496250072116	1.58496250072116	2.32192809488736	2	1.58496250072116	2	2.58496250072116	0	2	2.32192809488736	1.58496250072116	2.8073549220576	3.16992500144231	2.58496250072116	2.32192809488736	1	0	2.32192809488736	1	2.32192809488736	2.32192809488736	1.58496250072116	2	1.58496250072116	2	3	1.58496250072116	2.8073549220576	2	1.58496250072116	2	1	2.8073549220576	1	1.58496250072116	1	1.58496250072116	2	3	2.32192809488736	2	1	1	2.8073549220576	2.32192809488736	3	1.58496250072116	2.32192809488736	2.58496250072116	1	2	1.58496250072116	3	1.58496250072116	3.58496250072116	2.32192809488736	2.70043971814109	2.32192809488736	2	1.58496250072116	2.58496250072116	2.32192809488736	1.58496250072116	2.58496250072116	2.32192809488736	1.58496250072116	2	1.58496250072116
COPS4	3	3.8073549220576	3	3.90689059560852	2.8073549220576	3.16992500144231	3.70043971814109	3.58496250072116	3.32192809488736	3	3.16992500144231	3.32192809488736	3.70043971814109	3.58496250072116	3.16992500144231	3.32192809488736	3.32192809488736	2.58496250072116	3.58496250072116	3.16992500144231	3	3.70043971814109	2.58496250072116	3.32192809488736	2.8073549220576	3.16992500144231	3.32192809488736	3.16992500144231	3.58496250072116	3.08746284125034	3.16992500144231	3.4594316186373	3.32192809488736	3.58496250072116	2.58496250072116	3	3	2.58496250072116	3	3.32192809488736	3.58496250072116	3.32192809488736	3.16992500144231	2.8073549220576	2.58496250072116	3.16992500144231	3.70043971814109	2.32192809488736	3.70043971814109	3	2.8073549220576	3.58496250072116	3	3.32192809488736	2.32192809488736	3.58496250072116	3.4594316186373	3.58496250072116	3.58496250072116	2.8073549220576	2.8073549220576	3.70043971814109	2.58496250072116	2	2.58496250072116	3.70043971814109	2.8073549220576	3.58496250072116	2.8073549220576
COPS5	1	1	1	2	1.58496250072116	2	2.58496250072116	2.32192809488736	2	1.58496250072116	1	0	2	0	2	2.32192809488736	1	1.58496250072116	3.16992500144231	2	1.58496250072116	1	1.58496250072116	1	1	1.58496250072116	2	2.32192809488736	2	1.8073549220576	2.32192809488736	0	1	2.32192809488736	0	1.58496250072116	2.58496250072116	1.58496250072116	2.32192809488736	2	2	2.58496250072116	1.58496250072116	0	0	0	2.58496250072116	1.58496250072116	1	1	1	1.58496250072116	1	1	1	2	2	2.16992500144231	3	2	0	1.8073549220576	1	0	1.58496250072116	2	1.58496250072116	2	1
COPS6	2.8073549220576	2.58496250072116	1.58496250072116	3	1.58496250072116	2	2.32192809488736	2.58496250072116	2.32192809488736	1.58496250072116	1.58496250072116	1.58496250072116	2.8073549220576	2	2.32192809488736	2.8073549220576	2	2.32192809488736	1.58496250072116	2	2.32192809488736	2.32192809488736	1.58496250072116	2	1.58496250072116	2	2	2	2	2.4594316186373	2.58496250072116	2.32192809488736	1.58496250072116	2.8073549220576	1	2.32192809488736	2	2.32192809488736	2.32192809488736	2.58496250072116	1	2.58496250072116	2.32192809488736	0	3	2.32192809488736	2.32192809488736	0	2.58496250072116	2	1.58496250072116	2	2.8073549220576	2.32192809488736	2	3	2.32192809488736	2.4594316186373	2.58496250072116	2.32192809488736	1	2.70043971814109	2	1	2	1	1.58496250072116	2.58496250072116	0
COPS8	1.58496250072116	2	1	2	1	2	2	2	2	1	2.32192809488736	1.58496250072116	2.32192809488736	1.58496250072116	1	1	2.8073549220576	1.58496250072116	2	2	1	1	1.58496250072116	1.58496250072116	2	1.58496250072116	1.58496250072116	1.58496250072116	2.32192809488736	1.32192809488736	1	1	1.58496250072116	1.58496250072116	2	2.32192809488736	2	1.58496250072116	1.8073549220576	1	2	2	1	2	2	2	2	1	1.58496250072116	1	1.58496250072116	2	1.58496250072116	2	1	2.8073549220576	1	1.58496250072116	2	2	1.32192809488736	1.8073549220576	1.58496250072116	1	1.58496250072116	2.32192809488736	1	2.32192809488736	1.58496250072116
COPZ1	2.8073549220576	3.16992500144231	2.58496250072116	3.32192809488736	3.58496250072116	3.8073549220576	3.70043971814109	3.70043971814109	3.32192809488736	3.16992500144231	3.32192809488736	3.16992500144231	3.4594316186373	3.32192809488736	3.16992500144231	3.58496250072116	3.70043971814109	2.8073549220576	3.16992500144231	2.58496250072116	3.16992500144231	2.58496250072116	3.58496250072116	3.90689059560852	3.32192809488736	3.90689059560852	2.58496250072116	3.16992500144231	3.70043971814109	2.4594316186373	3.32192809488736	3.58496250072116	3.70043971814109	3.8073549220576	3.16992500144231	3.8073549220576	3.58496250072116	3.4594316186373	3.52356195605701	3.70043971814109	3.70043971814109	3.58496250072116	3.16992500144231	3	3.90689059560852	3	3.32192809488736	3.58496250072116	3	3.16992500144231	3	3.4594316186373	3.4594316186373	3.58496250072116	2	3.70043971814109	3.16992500144231	3.52356195605701	3.90689059560852	2.8073549220576	2.70043971814109	3.39231742277876	3.58496250072116	3.16992500144231	3.58496250072116	3.90689059560852	3	3.8073549220576	3.8073549220576
COQ5	1	2	2.32192809488736	2.58496250072116	1	2	2	2.32192809488736	0	1.58496250072116	2.32192809488736	1	1	1	1	1.58496250072116	1	1.58496250072116	1	1	1.58496250072116	2.58496250072116	1	2	1	1	2	2	2	1	2	0	1.58496250072116	1.58496250072116	0	0	2.32192809488736	0	1.58496250072116	1	1	2.32192809488736	2	1	2.32192809488736	2.32192809488736	2.58496250072116	0	2	1	1	1	2.58496250072116	1	0	0	2.8073549220576	1	1	1.58496250072116	0	0	2	0	1.58496250072116	2	0	1	1
COQ6	1.58496250072116	2	0	2.32192809488736	1.58496250072116	1	1.58496250072116	0	1.58496250072116	1	1.58496250072116	0	1	0	1.58496250072116	1.58496250072116	0	1	1	1	1.58496250072116	2.8073549220576	0	1	0	1.58496250072116	0	0	0	1	0	1.58496250072116	0	1	1	1	0	0	1.58496250072116	1	1	1	1	1	1	1	0	0	1.58496250072116	1	2	0	0	0	0	0	0	1.58496250072116	0	1.58496250072116	1	1	0	0	1	1	1.58496250072116	0	0
COQ7	1	1.58496250072116	1	1	0	1.58496250072116	1	1	0	1	0	0	1	0	0	0	0	1	1	0	1	3	0	1	0	0	1	0	1	0	2	0	0	1	0	1	1	0	1	0	0	0	1.58496250072116	0	0	1	0	0	1.58496250072116	1	1	0	0	1	0	0	1	1.58496250072116	1	0	0	1.32192809488736	1	0	1	0	0	0	0
COQ9	2	2.58496250072116	1.58496250072116	2.58496250072116	2	3.4594316186373	3.16992500144231	3.32192809488736	1.58496250072116	2.32192809488736	3.32192809488736	1.58496250072116	2.8073549220576	1.58496250072116	1	2	2.32192809488736	1.58496250072116	3.16992500144231	2	2	3.4594316186373	3.16992500144231	2	2	2	1	1	3.32192809488736	2.32192809488736	2	1	1.58496250072116	2	0	2	2.32192809488736	1	2.4594316186373	2.58496250072116	2.8073549220576	3.4594316186373	1.58496250072116	0	3.16992500144231	2.32192809488736	3	0	3	2.32192809488736	1.58496250072116	1	2.8073549220576	2	0	0	2.8073549220576	2.16992500144231	2	2.32192809488736	1	1.58496250072116	3.16992500144231	2	2.58496250072116	2.58496250072116	1.58496250072116	2.32192809488736	1
CORO1A	4.8073549220576	4.24792751344359	4	4.95419631038687	4.39231742277876	5	5.61470984411521	4.70043971814109	4.4594316186373	3.90689059560852	4.4594316186373	3.8073549220576	4.58496250072116	4.39231742277876	2.58496250072116	4.39231742277876	4.58496250072116	4.4594316186373	5.4594316186373	3.90689059560852	4.58496250072116	5.24792751344359	4.58496250072116	4.4594316186373	5.04439411935845	4.32192809488736	4.24792751344359	3.58496250072116	4.75488750216347	4.04439411935845	4.58496250072116	4.16992500144231	2.58496250072116	4.08746284125034	4.32192809488736	4.58496250072116	4.24792751344359	4.32192809488736	5.35755200461808	5.16992500144231	5.20945336562895	4.39231742277876	4.8073549220576	2.8073549220576	5.08746284125034	4.08746284125034	5	4.16992500144231	5.6724253419715	4.90689059560852	3.8073549220576	5.08746284125034	4.52356195605701	5.78135971352466	5.70043971814109	3.58496250072116	4.8073549220576	4.12928301694497	5.12928301694497	4.4594316186373	4.61470984411521	5.49185309632967	5.04439411935845	4.4594316186373	4.39231742277876	4.90689059560852	5.4262647547021	5.28540221886225	4.24792751344359
CORO1B	3.70043971814109	2.8073549220576	3	3.58496250072116	4.08746284125034	4.4594316186373	4.32192809488736	3.8073549220576	3.58496250072116	3	3.58496250072116	3.58496250072116	3.58496250072116	3.90689059560852	3.32192809488736	3	3.32192809488736	3.58496250072116	4	3.4594316186373	3.58496250072116	3.4594316186373	2.58496250072116	3.70043971814109	3.70043971814109	3.58496250072116	4.16992500144231	3.32192809488736	3.70043971814109	2.4594316186373	3.70043971814109	4	4.32192809488736	3.4594316186373	2.32192809488736	3	2.8073549220576	3.32192809488736	3.39231742277876	3.32192809488736	3.70043971814109	3.16992500144231	3.58496250072116	1	3.8073549220576	3.16992500144231	3	2.32192809488736	2.58496250072116	3.70043971814109	3.4594316186373	2.8073549220576	3.4594316186373	4.4594316186373	3.32192809488736	4.16992500144231	3.8073549220576	3.24792751344359	3.8073549220576	3.58496250072116	3.16992500144231	3.24792751344359	3.70043971814109	2	3	2.8073549220576	3.90689059560852	3.70043971814109	2.58496250072116
CORO1C	4.64385618977472	4.16992500144231	4.08746284125034	4.32192809488736	3.4594316186373	4.85798099512757	4.75488750216347	4.16992500144231	3.58496250072116	4.39231742277876	3.58496250072116	3.70043971814109	5.08746284125034	4.64385618977472	3.90689059560852	4.52356195605701	3.58496250072116	4.4594316186373	4.8073549220576	4	4.64385618977472	4.08746284125034	3.70043971814109	4	4.32192809488736	4.4594316186373	5.75488750216347	4.08746284125034	3.58496250072116	5.10852445677817	3.90689059560852	3.58496250072116	3.32192809488736	4.32192809488736	3.16992500144231	3.58496250072116	3.16992500144231	3.70043971814109	4	4.32192809488736	4.24792751344359	3.8073549220576	3.90689059560852	3.16992500144231	3.4594316186373	4.24792751344359	4.52356195605701	3	4.16992500144231	4.24792751344359	3.8073549220576	4.32192809488736	4.58496250072116	5.28540221886225	4.24792751344359	4.24792751344359	3.8073549220576	4.32192809488736	4	4.39231742277876	3.32192809488736	4.58496250072116	4	4.39231742277876	4.64385618977472	3.8073549220576	3.8073549220576	4	3.32192809488736
CORO2A	0	1.58496250072116	0	0	0	0	0	1	1	2.32192809488736	0	0	1.58496250072116	0	0	2	0	0	2	0	0	2	1	0	0	2	0	0	1	0	0	0	1	2.8073549220576	1	0	0	1	1	1	0	0	1	0	1	0	1.58496250072116	0	1.58496250072116	1	0	1	1	1	0	0	1	0	1.58496250072116	0	0	0	1.58496250072116	0	1	0	0	1.58496250072116	1
CORO7	3.32192809488736	3.90689059560852	3.58496250072116	3.70043971814109	4.16992500144231	3.58496250072116	3.90689059560852	4	3.70043971814109	3.58496250072116	3.90689059560852	3	4.08746284125034	3.90689059560852	2.32192809488736	3.4594316186373	3.4594316186373	3.16992500144231	4.4594316186373	3	3.70043971814109	3.8073549220576	3.70043971814109	3.16992500144231	4.24792751344359	3.58496250072116	2.58496250072116	3	4.24792751344359	2.90689059560852	3.4594316186373	4	3.32192809488736	3.8073549220576	3.70043971814109	3.58496250072116	3.8073549220576	3.4594316186373	3.90689059560852	3.90689059560852	3.4594316186373	4	3.58496250072116	2.8073549220576	3.90689059560852	3.8073549220576	4.32192809488736	2.58496250072116	3.90689059560852	3.58496250072116	3.32192809488736	3	3.90689059560852	3.4594316186373	2	2.8073549220576	3.8073549220576	3.52356195605701	3.70043971814109	3.16992500144231	3	3.90689059560852	3.58496250072116	3	3.70043971814109	3.4594316186373	3.4594316186373	4	2.58496250072116
COTL1	3.58496250072116	2	2.32192809488736	3.70043971814109	3.32192809488736	4.24792751344359	4.52356195605701	4	3.16992500144231	2.58496250072116	3.4594316186373	2.8073549220576	3.16992500144231	3.32192809488736	3.4594316186373	3.4594316186373	3.16992500144231	3.4594316186373	4.4594316186373	2.8073549220576	3.4594316186373	3	2.58496250072116	3.4594316186373	2	3.58496250072116	3.16992500144231	3.4594316186373	2.58496250072116	2.8073549220576	3.4594316186373	3	2.32192809488736	3.4594316186373	2	3	3.16992500144231	3	3.52356195605701	3.4594316186373	3.8073549220576	2.58496250072116	2.32192809488736	2.32192809488736	3.4594316186373	2.58496250072116	3.32192809488736	2.8073549220576	3.58496250072116	2.8073549220576	2.8073549220576	3.32192809488736	4.08746284125034	4	4.32192809488736	2.8073549220576	4	3.16992500144231	3.8073549220576	3	2.16992500144231	4.24792751344359	3.58496250072116	2.58496250072116	3.58496250072116	4	3.90689059560852	3.90689059560852	0
COX15	1	1	0	0	0	2.8073549220576	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1.58496250072116	0	0	0	0	1	1	1	0	2.32192809488736	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1.32192809488736	0	1	0	0	0	0	0	0	0	1	0
