Gene	TCGA-AA-3529	TCGA-AA-3531	TCGA-AA-3534	TCGA-AA-3848	TCGA-AA-A00F	TCGA-AA-A00O	TCGA-AA-A017	TCGA-AA-A01C	TCGA-AA-A01F	TCGA-AA-A02E	TCGA-AA-A02H	TCGA-AA-A02J	TCGA-AF-2692	TCGA-AF-3913	TCGA-AG-3574	TCGA-AG-3584	TCGA-AG-3593	TCGA-AG-4007	TCGA-AG-A014	TCGA-AG-A016	TCGA-AG-A01J	TCGA-AG-A01N	TCGA-AG-A032	TCGA-AA-3552	TCGA-AA-3561	TCGA-AA-3666	TCGA-AA-3818	TCGA-AA-3986	TCGA-AA-3989	TCGA-AA-A00K	TCGA-AA-A00U	TCGA-AA-A01I	TCGA-AA-A024	TCGA-AA-A029	TCGA-AF-2691	TCGA-AG-3580	TCGA-AG-A008	TCGA-AG-A00C	TCGA-AG-A00H	TCGA-AG-A00Y	TCGA-AG-A011	TCGA-AG-A015	TCGA-AG-A01L	TCGA-AG-A02X	TCGA-A6-3807	TCGA-A6-3810	TCGA-AA-3518	TCGA-AA-3525	TCGA-AA-3526	TCGA-AA-3554	TCGA-AA-3664	TCGA-AA-3672	TCGA-AA-3684	TCGA-AA-3710	TCGA-AA-3715	TCGA-AA-3864	TCGA-AA-A004	TCGA-AA-A00A	TCGA-AA-A00E	TCGA-AA-A00J	TCGA-AA-A00N	TCGA-AA-A00R	TCGA-AA-A010	TCGA-AA-A01D	TCGA-AA-A01K	TCGA-AA-A02R	TCGA-AF-3400	TCGA-AG-3594	TCGA-AG-A002
NELFCD	1	1.58496250072116	2	2.58496250072116	1.58496250072116	2.58496250072116	2.8073549220576	2.58496250072116	2	3	2	1	2.8073549220576	1.58496250072116	1	2.8073549220576	1.58496250072116	1	2	2	2	2.58496250072116	1.58496250072116	1.58496250072116	1.58496250072116	2	1	1.58496250072116	2	1	2.32192809488736	1.58496250072116	0	2	2	1.58496250072116	1.58496250072116	2	2	2.58496250072116	1.58496250072116	2.58496250072116	2.32192809488736	0	2	2	2	1	2	0	1	1	1.58496250072116	1	2	1.58496250072116	2.32192809488736	2	1.58496250072116	2	0	1.58496250072116	1.58496250072116	0	1	1.58496250072116	1	2	1
NENF	0	1	0	1	1	1	0	2	2	2.32192809488736	1	0	2	1	2	1	0	1	0	1.58496250072116	1	1	1	1	1.58496250072116	1.58496250072116	0	1	0	1	1	1.58496250072116	1	2	2.32192809488736	0	1	1.58496250072116	1	2.32192809488736	1.58496250072116	1.58496250072116	1	0	1	1	0	0	0	0	1.58496250072116	1	0	0	0	0	1.58496250072116	1	1	1	1	1.32192809488736	1	1	1	1	1.58496250072116	2	1
NES	3	3.32192809488736	1.58496250072116	2.32192809488736	1.58496250072116	4	2.8073549220576	3.16992500144231	2.58496250072116	3	2.58496250072116	2	3	3	6.35755200461808	3	2.58496250072116	3.16992500144231	3.16992500144231	3.8073549220576	2.8073549220576	3.32192809488736	1.58496250072116	3.32192809488736	2.8073549220576	3.4594316186373	2	2	2	3.58496250072116	3	3.90689059560852	0	2.58496250072116	3	2	2.58496250072116	2.32192809488736	3.24792751344359	4	2.8073549220576	3.32192809488736	3	1.58496250072116	3.58496250072116	2	2.8073549220576	3	2.8073549220576	1.58496250072116	2.8073549220576	1.58496250072116	3.32192809488736	2.8073549220576	0	1.58496250072116	2.58496250072116	1	3	2.32192809488736	1.8073549220576	1.58496250072116	2	1	3.16992500144231	1.58496250072116	1	3	2.32192809488736
NEU1	0	1.58496250072116	0	0	1	3.4594316186373	2.32192809488736	0	1.58496250072116	0	2	0	0	1	0	0	2.32192809488736	1	1	1.58496250072116	1.58496250072116	2	0	1.58496250072116	1	0	0	0	0	0	1	1.58496250072116	0	0	1.58496250072116	0	1	1	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1.58496250072116	0	1	0	0	0	0	0	0	0	0	0
NEXN	2	1	0	1	1	1.58496250072116	0	1.58496250072116	0	2	0	0	2.58496250072116	0	0	1	0	0	0	1.58496250072116	1.58496250072116	1.58496250072116	0	0	0	0	3.16992500144231	1	1	2.8073549220576	1	0	1	0	0	0	1	1	1.32192809488736	1	0	0	0	0	1	2	0	1	1	0	0	0	1	0	0	0	0	1	0	1.58496250072116	1	1.58496250072116	0	1	1.58496250072116	0	1	1.58496250072116	0
NFKB1	2.32192809488736	2.32192809488736	2	3.70043971814109	2	2.58496250072116	3.90689059560852	2.58496250072116	2	2.58496250072116	1	1.58496250072116	3.16992500144231	1.58496250072116	2	2.8073549220576	1.58496250072116	3.16992500144231	2.8073549220576	2.32192809488736	2.8073549220576	2.58496250072116	1	2.58496250072116	2.8073549220576	1	2.32192809488736	2	3.32192809488736	2	2.32192809488736	3	2.32192809488736	1	1	2.32192809488736	2.58496250072116	3	2.8073549220576	2	2.58496250072116	2.32192809488736	2	1.58496250072116	2.32192809488736	1.58496250072116	3	0	2.58496250072116	2.8073549220576	2.58496250072116	3	2.58496250072116	3.32192809488736	0	2.8073549220576	2.8073549220576	2.4594316186373	2.58496250072116	3	1.32192809488736	2.8073549220576	3	1.58496250072116	2	2.58496250072116	2.58496250072116	2.32192809488736	2.58496250072116
NFKB2	1	1	1	1.58496250072116	1	0	0	0	1	1	0	0	1	1	2.8073549220576	0	0	1	0	1.58496250072116	0	1	0	0	1	0	1	0	1	1	0	0	1	1	0	1	0	0	2	0	0	0	0	0	0	1	1	1.58496250072116	1.58496250072116	1	0	1	0	2	1	1	0	2	1.58496250072116	2.32192809488736	1.32192809488736	2	0	0	1	1	0	0	1.58496250072116
NFS1	2	2.58496250072116	0	2	1.58496250072116	2.58496250072116	1.58496250072116	2	2	1.58496250072116	2.32192809488736	0	1.58496250072116	2.32192809488736	1	2.32192809488736	2.32192809488736	2	1	1.58496250072116	1	3.16992500144231	1.58496250072116	1	1.58496250072116	1	0	1	2.58496250072116	0	1.58496250072116	2.32192809488736	0	2	1	2.32192809488736	0	1.58496250072116	2.16992500144231	1.58496250072116	1	2	0	0	1	1	1	1.58496250072116	2	2.58496250072116	0	1.58496250072116	2	1	0	1	1.58496250072116	1	0	1.58496250072116	0	1	2	1	2.58496250072116	1	0	1	0
NFU1	2	3	2	2.58496250072116	1	2.32192809488736	2.8073549220576	2.8073549220576	2	2.8073549220576	0	1.58496250072116	2	3	1.58496250072116	2.58496250072116	1.58496250072116	1.58496250072116	1	1.58496250072116	1.58496250072116	3	1.58496250072116	2	0	2.32192809488736	1	0	2.32192809488736	1	2.8073549220576	2.8073549220576	0	2.8073549220576	0	1	2	1	2	3.32192809488736	2	0	1.58496250072116	0	1	1	1	1	2.8073549220576	1	1	0	1.58496250072116	1	0	1.58496250072116	2.32192809488736	2	2	2	1	2.32192809488736	0	0	1.58496250072116	2	1	1.58496250072116	1
NHLRC2	2	3.16992500144231	1.58496250072116	2	1	3.58496250072116	2.58496250072116	2	2.32192809488736	1	1.58496250072116	1	1.58496250072116	1	2	1	1	0	1	2	1.58496250072116	2.58496250072116	0	2.58496250072116	1	2	2.32192809488736	2	2	2.32192809488736	2.32192809488736	2	1.58496250072116	2	1	1.58496250072116	2	1.58496250072116	2.4594316186373	2.8073549220576	1	2.32192809488736	2.8073549220576	0	1.58496250072116	1.58496250072116	2.58496250072116	1	2.32192809488736	2	3.16992500144231	2.8073549220576	2.32192809488736	2	0	2	2	2.16992500144231	2.8073549220576	2.8073549220576	0	1	1.58496250072116	0	1.58496250072116	1	1	2	2.32192809488736
NHP2	2.32192809488736	2.8073549220576	2	3	3	3.32192809488736	3	3	2.58496250072116	2.32192809488736	3.16992500144231	2.58496250072116	2	2.58496250072116	1.58496250072116	3.32192809488736	2.8073549220576	2	3.16992500144231	1.58496250072116	2	3.16992500144231	2.8073549220576	2.58496250072116	2.8073549220576	2.32192809488736	2.32192809488736	2.58496250072116	2.32192809488736	1.32192809488736	2.58496250072116	2.8073549220576	2	2.58496250072116	1.58496250072116	2.32192809488736	2.58496250072116	3	2.70043971814109	3.70043971814109	2.8073549220576	2.58496250072116	2.58496250072116	2	2.8073549220576	2.32192809488736	1	1	2.58496250072116	2	1.58496250072116	1	1.58496250072116	2	1	1.58496250072116	2.58496250072116	1.8073549220576	2.58496250072116	3	1	1.8073549220576	1	1	2.58496250072116	2.32192809488736	1.58496250072116	2.58496250072116	2
NHP2L1	3.90689059560852	3.16992500144231	3.4594316186373	4	3.70043971814109	4.39231742277876	4.24792751344359	3.58496250072116	3.4594316186373	3.70043971814109	4	4.39231742277876	3.16992500144231	3.16992500144231	3.70043971814109	3.58496250072116	3.90689059560852	3.8073549220576	3.70043971814109	3.8073549220576	3	4.75488750216347	3.58496250072116	3.70043971814109	3.32192809488736	3.8073549220576	3.16992500144231	3.58496250072116	4.24792751344359	3	4.08746284125034	3.90689059560852	3.16992500144231	4.24792751344359	3.16992500144231	3.8073549220576	4.16992500144231	3.90689059560852	3.85798099512757	4.58496250072116	4	4	3.4594316186373	3.16992500144231	3.32192809488736	3.32192809488736	3	3	3.70043971814109	3.16992500144231	4	3.70043971814109	3.70043971814109	3.4594316186373	3.16992500144231	3.8073549220576	3.16992500144231	3.52356195605701	3.4594316186373	3.32192809488736	2.90689059560852	3.4594316186373	3	2.8073549220576	3.70043971814109	3.16992500144231	3	3	3.32192809488736
NID1	5.12928301694497	4.24792751344359	4.90689059560852	4.95419631038687	4.52356195605701	5.32192809488736	4.8073549220576	4.75488750216347	4.08746284125034	3.58496250072116	3.4594316186373	3.16992500144231	4.8073549220576	4.70043971814109	2.32192809488736	4.70043971814109	4	5.08746284125034	4.32192809488736	4	5.4594316186373	4.08746284125034	3.58496250072116	4.4594316186373	4.16992500144231	3.90689059560852	5.49185309632967	5.6724253419715	4.58496250072116	5.58496250072116	4	4.24792751344359	1.58496250072116	3.58496250072116	3	4.32192809488736	4	3.90689059560852	5.14974711950468	4.32192809488736	4.08746284125034	3.8073549220576	5.04439411935845	4.08746284125034	5.04439411935845	4.75488750216347	4.64385618977472	3.58496250072116	4.75488750216347	4.39231742277876	4.4594316186373	2.58496250072116	5.49185309632967	4.4594316186373	3.70043971814109	4.32192809488736	5.12928301694497	4.20945336562895	4.39231742277876	4.85798099512757	4.7279204545632	4	4.24792751344359	4.32192809488736	5.24792751344359	4.64385618977472	4.08746284125034	4.52356195605701	3.90689059560852
NID2	4.24792751344359	3.16992500144231	3.58496250072116	4.24792751344359	3.70043971814109	4	4.58496250072116	3.70043971814109	3.32192809488736	3.8073549220576	2.58496250072116	3.16992500144231	4.70043971814109	4	1	3	2.58496250072116	3.4594316186373	3.58496250072116	3.32192809488736	4.64385618977472	2.32192809488736	2.32192809488736	3.58496250072116	3.4594316186373	3.32192809488736	4.4594316186373	4	3.32192809488736	4.8073549220576	3	4.08746284125034	2	2	3.16992500144231	3.32192809488736	3.16992500144231	2.58496250072116	3.90689059560852	3.58496250072116	3.32192809488736	2.58496250072116	4.16992500144231	3	3.58496250072116	3.70043971814109	3.4594316186373	3.32192809488736	3.4594316186373	3.32192809488736	3.32192809488736	2.58496250072116	4.4594316186373	3.70043971814109	3.70043971814109	3.70043971814109	3.90689059560852	4.16992500144231	3.16992500144231	3.8073549220576	4.52356195605701	3.70043971814109	2.32192809488736	2.58496250072116	4.64385618977472	4.39231742277876	3.4594316186373	3.32192809488736	3.8073549220576
NIF3L1	1.58496250072116	1	2.32192809488736	2	2.32192809488736	3.70043971814109	3.16992500144231	2.58496250072116	2	3	1	1	2.58496250072116	2	2.32192809488736	0	1	1.58496250072116	1	1.58496250072116	1	2	1.58496250072116	2.58496250072116	1	1	1.58496250072116	2	2.32192809488736	1.32192809488736	2	2.32192809488736	2.32192809488736	1	1.58496250072116	1.58496250072116	2.58496250072116	1.58496250072116	2.16992500144231	3	2	0	2.32192809488736	1	1.58496250072116	1.58496250072116	2	2.32192809488736	1	2.32192809488736	2	2.32192809488736	2.32192809488736	2	1	0	2.32192809488736	1.58496250072116	1.58496250072116	2.32192809488736	1	1.58496250072116	2.32192809488736	0	1.58496250072116	2	0	1.58496250072116	1
NIFK	1	2	1	2.8073549220576	1	1	2.32192809488736	1	2	1	1	1	2	0	1	0	1.58496250072116	2	1.58496250072116	1	0	1	0	1	2.32192809488736	1	1	1	2	1	2	2.32192809488736	0	2	2.58496250072116	1.58496250072116	1.58496250072116	1	1	1.58496250072116	1	1	1	1	0	0	1	1.58496250072116	1	1.58496250072116	1.58496250072116	2.58496250072116	0	2.58496250072116	0	2	0	1.58496250072116	1.58496250072116	2	0	1.32192809488736	0	0	0	1	0	0	0
NIPSNAP1	2.8073549220576	2.58496250072116	3.4594316186373	2.32192809488736	1.58496250072116	3.8073549220576	2.8073549220576	3.32192809488736	1.58496250072116	2.32192809488736	3.4594316186373	1.58496250072116	3.4594316186373	3.58496250072116	3.32192809488736	1.58496250072116	3.16992500144231	2	2.32192809488736	1.58496250072116	2.58496250072116	3.58496250072116	1.58496250072116	1.58496250072116	1.58496250072116	2.58496250072116	3.16992500144231	3.16992500144231	3.16992500144231	1.58496250072116	2.58496250072116	2.32192809488736	2	2.58496250072116	1	2.8073549220576	2	1	2.4594316186373	3.32192809488736	2.32192809488736	3.16992500144231	2	1	2	3	3.4594316186373	1.58496250072116	2.8073549220576	2	3.16992500144231	3	2.8073549220576	1.58496250072116	1	2.58496250072116	3.4594316186373	3.16992500144231	1.58496250072116	2	0	2.8073549220576	3.16992500144231	1	2.32192809488736	3	1	2.32192809488736	2
NIPSNAP3A	2.58496250072116	2	2.32192809488736	2.58496250072116	3	4	3.4594316186373	3.16992500144231	0	3.58496250072116	3	0	2.58496250072116	3.16992500144231	1	0	1	2.32192809488736	2.58496250072116	2	2.32192809488736	1	3.8073549220576	1.58496250072116	1	3.16992500144231	2	1	3.16992500144231	1	2.32192809488736	2	2.8073549220576	2.32192809488736	0	0	3.16992500144231	2	2.8073549220576	2.58496250072116	2.58496250072116	2.8073549220576	3.70043971814109	1	3	3	1.58496250072116	1	2.32192809488736	2	1	0	2.8073549220576	2	2	1	3.16992500144231	3.39231742277876	1	1.58496250072116	1	2.16992500144231	3.8073549220576	1.58496250072116	2.58496250072116	3	1	2.58496250072116	1
NIT2	4	4.52356195605701	3.4594316186373	4.08746284125034	4.32192809488736	3	4.32192809488736	3.70043971814109	3.70043971814109	3.70043971814109	4.32192809488736	3.4594316186373	4	4	3.8073549220576	4.24792751344359	4.58496250072116	3.8073549220576	4	3.70043971814109	3.90689059560852	4.16992500144231	3.58496250072116	3.70043971814109	3.32192809488736	4.70043971814109	3.58496250072116	3.8073549220576	4.16992500144231	3.58496250072116	4.08746284125034	4.16992500144231	4.08746284125034	3.32192809488736	2	4	4	3.58496250072116	4.12928301694497	4.39231742277876	4.08746284125034	3.8073549220576	3.32192809488736	2.58496250072116	3.70043971814109	3.70043971814109	3.70043971814109	1.58496250072116	3.58496250072116	3	4	3.70043971814109	3.32192809488736	3.32192809488736	2.32192809488736	4	3.90689059560852	3.70043971814109	3.32192809488736	3.58496250072116	2.4594316186373	3.24792751344359	3.4594316186373	2.32192809488736	4.16992500144231	3.58496250072116	3	3.58496250072116	2.58496250072116
NLE1	1	2.32192809488736	0	1	0	0	2.58496250072116	1	2	0	2	2	1.58496250072116	1.58496250072116	0	2	2	0	2	1	1	1.58496250072116	1	1	1	1	1	0	0	1	2	1	0	1	0	1.58496250072116	0	1	1.58496250072116	1.58496250072116	2	1.58496250072116	0	0	0	1	1.58496250072116	1.58496250072116	1.58496250072116	1	1	1.58496250072116	0	0	0	2.32192809488736	1	1	2.58496250072116	1	0	1.8073549220576	0	0	0	1.58496250072116	0	0	1
NLN	2.58496250072116	2	1.58496250072116	3	1	1.58496250072116	2	2	2.8073549220576	1.58496250072116	2	1	3	3	2	2	2.8073549220576	1.58496250072116	2.58496250072116	1.58496250072116	2.58496250072116	3	2	2.32192809488736	1.58496250072116	1	1.58496250072116	1	2.8073549220576	1.58496250072116	2.8073549220576	3.32192809488736	1	2.32192809488736	0	2.32192809488736	1.58496250072116	3	1	3	2	2.32192809488736	1	1.58496250072116	2	1	2.32192809488736	2	1	1	3.16992500144231	1	2	1	1	2.58496250072116	1	2.70043971814109	1	2.58496250072116	1	2	0	0	1.58496250072116	0	0	1	1.58496250072116
NME2	5.95419631038687	4.32192809488736	4.8073549220576	6.04439411935845	5.39231742277876	6.04439411935845	5.12928301694497	5.61470984411521	4.24792751344359	4.39231742277876	5.08746284125034	4.85798099512757	5.4594316186373	5.39231742277876	5.93073733756289	5	5.28540221886225	4.4594316186373	5.88264304936184	4.39231742277876	5.16992500144231	5.32192809488736	4.52356195605701	5.16992500144231	5.20945336562895	5.35755200461808	5.61470984411521	5.12928301694497	5.49185309632967	4.24792751344359	5.58496250072116	4.85798099512757	4.85798099512757	5.55458885167764	4	5.12928301694497	5.08746284125034	4.52356195605701	5.02236781302845	5.49185309632967	5.4262647547021	5.55458885167764	4.39231742277876	4.32192809488736	5.35755200461808	5.28540221886225	5.32192809488736	4.58496250072116	4.39231742277876	5.70043971814109	5.20945336562895	5.55458885167764	4.8073549220576	5.70043971814109	4.58496250072116	5.85798099512757	5.52356195605701	5.16992500144231	5.20945336562895	4.64385618977472	4.4262647547021	5.95419631038687	5.39231742277876	3.90689059560852	5.49185309632967	5.20945336562895	4.64385618977472	5.12928301694497	4.58496250072116
NME3	2	2.58496250072116	1.58496250072116	2	1.58496250072116	3.32192809488736	1	2	1	2.32192809488736	2.58496250072116	0	1	2	2.32192809488736	2	2.8073549220576	2	0	2.32192809488736	2	3	1.58496250072116	2	1.58496250072116	1.58496250072116	0	1	2.32192809488736	1.58496250072116	1.58496250072116	2	1.58496250072116	2	2	1.58496250072116	1	1.58496250072116	2.32192809488736	2.58496250072116	1	2.58496250072116	2	1	2	0	2	2	2.8073549220576	2	1.58496250072116	2	2.32192809488736	0	0	1.58496250072116	2.32192809488736	2.16992500144231	2	1.58496250072116	2	1.58496250072116	2.32192809488736	1.58496250072116	2	1.58496250072116	0	2.58496250072116	2.32192809488736
NMI	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1.58496250072116	1.58496250072116	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1.58496250072116	1	2	1	0	3.16992500144231	0	0	0	1	2.32192809488736	1.58496250072116	0	2.4594316186373	0	0	0	0	0	2	0
NMNAT3	0	1	0	0	0	3.4594316186373	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1.58496250072116	0	0	0	0	0	0	0	0	0	0	1	0	2.32192809488736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1.58496250072116	0	0	0	0	1	0	0	0	0
NMT1	3.32192809488736	2	2.32192809488736	3.58496250072116	1.58496250072116	2.58496250072116	2.8073549220576	2	2.58496250072116	1.58496250072116	2.32192809488736	2	3.16992500144231	1.58496250072116	2.32192809488736	2.32192809488736	2.32192809488736	3	2.8073549220576	2.32192809488736	2.8073549220576	1.58496250072116	1.58496250072116	2.32192809488736	2.58496250072116	2.32192809488736	2.32192809488736	2.32192809488736	2.58496250072116	1.8073549220576	2.8073549220576	2.32192809488736	2.58496250072116	2.32192809488736	2.32192809488736	2.58496250072116	2.32192809488736	2.32192809488736	2.4594316186373	1.58496250072116	2.32192809488736	1.58496250072116	2	2	2	2.8073549220576	2.32192809488736	0	1.58496250072116	2.58496250072116	2.32192809488736	2	2	2.32192809488736	1.58496250072116	2.58496250072116	2	3.08746284125034	3	2	1.58496250072116	3	1.58496250072116	0	2.32192809488736	2.58496250072116	2	1	1
NNMT	3.32192809488736	2.32192809488736	3.16992500144231	1.58496250072116	2.32192809488736	3.32192809488736	3.8073549220576	2.58496250072116	0	2.58496250072116	1.58496250072116	2	3.16992500144231	3.16992500144231	3.32192809488736	2.8073549220576	1.58496250072116	3	2.58496250072116	2.58496250072116	3.8073549220576	3	1.58496250072116	1.58496250072116	0	2	3.16992500144231	3	2.58496250072116	2.32192809488736	2.58496250072116	3.16992500144231	2.58496250072116	2	0	2.58496250072116	2.32192809488736	0	3.24792751344359	2.58496250072116	2.8073549220576	1.58496250072116	2	1.58496250072116	1	3.90689059560852	3	2.58496250072116	3.16992500144231	3.16992500144231	3	2	2.58496250072116	2.8073549220576	2.32192809488736	2.58496250072116	2.32192809488736	3.39231742277876	2.58496250072116	2.32192809488736	3.24792751344359	3	2.58496250072116	2.8073549220576	3.8073549220576	3.16992500144231	3.8073549220576	2.58496250072116	3
NNT	3.90689059560852	5.16992500144231	4	4.8073549220576	4.58496250072116	6.10852445677817	5.04439411935845	4.95419631038687	4.70043971814109	4.95419631038687	4.90689059560852	3.70043971814109	5	3	3	4.95419631038687	5.04439411935845	4.4594316186373	4.24792751344359	4.08746284125034	4.75488750216347	5.70043971814109	4.70043971814109	4.08746284125034	4.39231742277876	4.70043971814109	4.08746284125034	3.90689059560852	4.32192809488736	3.70043971814109	4.16992500144231	4.70043971814109	4.24792751344359	4.16992500144231	3.4594316186373	3.8073549220576	3.8073549220576	4.39231742277876	4.61470984411521	5	4.16992500144231	4.70043971814109	4.32192809488736	3.16992500144231	4.70043971814109	3.58496250072116	4.64385618977472	3.90689059560852	4.85798099512757	3.32192809488736	4.16992500144231	3.32192809488736	4.39231742277876	4.32192809488736	2.58496250072116	3	5.08746284125034	4.58496250072116	4.64385618977472	5.32192809488736	1.8073549220576	2.58496250072116	4.58496250072116	2.58496250072116	4.4594316186373	4	4.52356195605701	4	4.24792751344359
NOC2L	2.32192809488736	1.58496250072116	1	2.32192809488736	1	1.58496250072116	2.8073549220576	1.58496250072116	2.58496250072116	1	1.58496250072116	2	1	1.58496250072116	1	1.58496250072116	2.32192809488736	2.32192809488736	2.32192809488736	0	0	2.32192809488736	1	2	2.8073549220576	2	1.58496250072116	0	2	1	2.8073549220576	1	1.58496250072116	2	2	2.8073549220576	1.58496250072116	2	1.58496250072116	2.32192809488736	2.32192809488736	2.32192809488736	1.58496250072116	0	1	0	2	1.58496250072116	2	1	2.58496250072116	2.58496250072116	1	1	1	3	1	2.4594316186373	1.58496250072116	1	0	2.32192809488736	0	0	0	0	0	1	1.58496250072116
NOL11	2.58496250072116	2.58496250072116	1	2.32192809488736	1	1	1	2	1	1.58496250072116	1	1	1.58496250072116	1	0	1	2	1	1.58496250072116	1.58496250072116	0	2.8073549220576	2	0	1.58496250072116	1.58496250072116	0	1	2	1	1	0	0	2	1	1	0	1	1.58496250072116	2	1	2	0	0	1.58496250072116	1	1	0	1	0	1.58496250072116	1	1	1	0	1	0	1	2	1	0	1	1	1	0	1	1	1.58496250072116	0
NOL6	2	2.32192809488736	0	3	1	1.58496250072116	1.58496250072116	1	2	1.58496250072116	2.32192809488736	2	2.32192809488736	2	1	2	2.58496250072116	1.58496250072116	2.32192809488736	2.32192809488736	1.58496250072116	3.32192809488736	2.58496250072116	1	2.8073549220576	2	0	2	2.58496250072116	1	2.32192809488736	2.32192809488736	1.58496250072116	2.58496250072116	1.58496250072116	2.58496250072116	2.8073549220576	2.32192809488736	1.8073549220576	3.32192809488736	2.58496250072116	2	1	1	0	0	1.58496250072116	2.58496250072116	1	0	3.16992500144231	2.32192809488736	0	2.32192809488736	0	2.32192809488736	0	1.8073549220576	2.8073549220576	2	0	2	0	0	1	0	0	1.58496250072116	2.32192809488736
NOLC1	2.58496250072116	3	2.32192809488736	3.16992500144231	3.16992500144231	3.32192809488736	3.16992500144231	3.32192809488736	0	1.58496250072116	3	2.8073549220576	2.8073549220576	2.58496250072116	2.8073549220576	2	2	1	2.58496250072116	1.58496250072116	2.8073549220576	3	1.58496250072116	2	2.58496250072116	2.8073549220576	2.32192809488736	1.58496250072116	2.8073549220576	2	3.4594316186373	2.58496250072116	2.8073549220576	3.16992500144231	2.32192809488736	3.32192809488736	2.8073549220576	2.58496250072116	2.70043971814109	2.8073549220576	2.8073549220576	3	2	2	3	0	2.32192809488736	2.32192809488736	2.32192809488736	2.32192809488736	2.32192809488736	2.58496250072116	2.32192809488736	3	0	3.90689059560852	2.58496250072116	2.70043971814109	3.16992500144231	2.58496250072116	2	2.58496250072116	1	1.58496250072116	2.58496250072116	2.8073549220576	2.58496250072116	2.32192809488736	3.16992500144231
NOMO2	4.58496250072116	4.24792751344359	3.32192809488736	4.70043971814109	4.08746284125034	3.32192809488736	4.24792751344359	4.39231742277876	3.4594316186373	4.24792751344359	4.24792751344359	3.90689059560852	4.16992500144231	4.32192809488736	3.8073549220576	4.16992500144231	3.70043971814109	3	3.16992500144231	3.58496250072116	3.90689059560852	4	3.70043971814109	3.4594316186373	3.70043971814109	3.90689059560852	3.32192809488736	3.16992500144231	4.39231742277876	3.32192809488736	4.24792751344359	4	3.58496250072116	4.85798099512757	3.32192809488736	4.70043971814109	4.08746284125034	3.16992500144231	4.4262647547021	4.4594316186373	4.08746284125034	3.8073549220576	3.4594316186373	2.8073549220576	3.90689059560852	3.90689059560852	4.4594316186373	4	4.08746284125034	3.70043971814109	4.16992500144231	4.08746284125034	3.4594316186373	4.24792751344359	0	4.70043971814109	3.70043971814109	3.58496250072116	5.35755200461808	4	3.24792751344359	4.4594316186373	3.4594316186373	3.90689059560852	3.8073549220576	3.70043971814109	3.32192809488736	4.32192809488736	3.8073549220576
NONO	5.20945336562895	4.16992500144231	4.39231742277876	5.4262647547021	4.39231742277876	4.85798099512757	5.12928301694497	5.7279204545632	3.58496250072116	4.64385618977472	4.32192809488736	3.90689059560852	5.32192809488736	5.75488750216347	5	4.39231742277876	4.39231742277876	3.4594316186373	4.8073549220576	2.32192809488736	4.95419631038687	4.24792751344359	3.32192809488736	5.20945336562895	4.08746284125034	5	5.32192809488736	5.08746284125034	4.85798099512757	3.24792751344359	5.4594316186373	5.04439411935845	3.58496250072116	5.08746284125034	3.4594316186373	3.90689059560852	4.58496250072116	3.70043971814109	4.90689059560852	5.52356195605701	3.90689059560852	5.08746284125034	4.39231742277876	3.16992500144231	4.4594316186373	5.08746284125034	4.70043971814109	3.16992500144231	4.32192809488736	4.52356195605701	5.39231742277876	5.4262647547021	4.32192809488736	5.24792751344359	2	5.08746284125034	4.90689059560852	4.08746284125034	5.16992500144231	3.4594316186373	3.4594316186373	5.52356195605701	4.52356195605701	3.32192809488736	4.58496250072116	4.58496250072116	2.8073549220576	4.8073549220576	3.32192809488736
NOP10	2	1.58496250072116	0	3	0	2.58496250072116	2.58496250072116	2.8073549220576	1	2.8073549220576	2	0	2.32192809488736	1	2.32192809488736	1.58496250072116	1	1	1.58496250072116	0	0	3.8073549220576	1	0	0	1	3.16992500144231	0	2.32192809488736	1	1	2	0	2.32192809488736	0	0	0	0	2.58496250072116	2.58496250072116	1.58496250072116	2.32192809488736	1	0	2	2	2	0	2.32192809488736	1.58496250072116	0	0	2.32192809488736	1.58496250072116	0	1	2.8073549220576	2.32192809488736	2.32192809488736	1.58496250072116	0	2.16992500144231	1.58496250072116	0	2.58496250072116	1	1.58496250072116	2.58496250072116	0
