Node	Gene	Type	Basal-like_surv	HER2-enriched_surv	Luminal A_surv	Luminal B_surv
UNC93B1_mrna	UNC93B1	mrna	died	died	died	died
UNC93B1_prot	UNC93B1	prot	died	died	died	died
UNG_mrna	UNG	mrna	died	died	mrna	died
UNG_prot	UNG	prot	died	died	died	died
UNKL_mrna	UNKL	mrna	died	died	died	died
UNKL_prot	UNKL	prot	died	died	died	died
UNK_mrna	UNK	mrna	died	died	died	died
UNK_prot	UNK	prot	died	died	died	died
UPF1_mrna	UPF1	mrna	died	died	died	died
UPF1_prot	UPF1	prot	died	died	died	prot
UPF2_prot	UPF2	prot	died	died	died	died
UPF3A_prot	UPF3A	prot	died	died	died	died
UPF3B_mrna	UPF3B	mrna	died	died	died	died
UPF3B_prot	UPF3B	prot	died	died	died	died
UPK2_mrna	UPK2	mrna	died	died	died	died
UPP1_mrna	UPP1	mrna	died	died	died	died
UPP1_prot	UPP1	prot	died	died	died	died
UPRT_prot	UPRT	prot	died	died	died	died
UQCC1_prot	UQCC1	prot	died	died	died	died
UQCC2_mrna	UQCC2	mrna	died	died	died	died
UQCC2_prot	UQCC2	prot	died	died	died	died
UQCR10_mrna	UQCR10	mrna	mrna	died	died	mrna
UQCR10_prot	UQCR10	prot	died	died	died	died
UQCR11_mrna	UQCR11	mrna	died	died	died	died
UQCR11_prot	UQCR11	prot	died	died	died	died
UQCRB_mrna	UQCRB	mrna	died	died	died	died
UQCRB_prot	UQCRB	prot	died	died	died	died
UQCRC1_mrna	UQCRC1	mrna	died	died	died	died
UQCRC1_prot	UQCRC1	prot	died	died	died	died
UQCRC2_mrna	UQCRC2	mrna	died	died	died	died
UQCRC2_prot	UQCRC2	prot	died	died	died	died
UQCRFS1_mrna	UQCRFS1	mrna	died	died	died	died
UQCRFS1_prot	UQCRFS1	prot	died	died	died	died
UQCRH_mrna	UQCRH	mrna	died	died	died	died
UQCRH_prot	UQCRH	prot	died	died	died	died
UQCRQ_mrna	UQCRQ	mrna	died	died	died	died
UQCRQ_prot	UQCRQ	prot	died	died	died	died
URB1_mrna	URB1	mrna	died	died	died	died
URB1_prot	URB1	prot	died	died	died	died
URB2_mrna	URB2	mrna	died	died	died	died
URB2_prot	URB2	prot	died	died	died	died
URGCP_prot	URGCP	prot	died	died	died	died
URI1_mrna	URI1	mrna	died	died	died	died
URI1_prot	URI1	prot	died	died	died	died
URM1_mrna	URM1	mrna	died	died	died	died
URM1_prot	URM1	prot	died	died	died	died
UROD_mrna	UROD	mrna	died	died	died	died
UROD_prot	UROD	prot	died	died	died	died
UROS_mrna	UROS	mrna	died	died	died	died
UROS_prot	UROS	prot	died	died	died	died
USE1_mrna	USE1	mrna	died	died	died	died
USE1_prot	USE1	prot	died	died	died	died
USF1_mrna	USF1	mrna	died	died	died	died
USF1_prot	USF1	prot	died	died	died	died
USF2_mrna	USF2	mrna	died	died	died	died
USF2_prot	USF2	prot	died	died	died	died
USH1C_mrna	USH1C	mrna	died	died	died	died
USH1G_mrna	USH1G	mrna	died	died	died	died
USHBP1_mrna	USHBP1	mrna	died	died	died	died
USMG5_mrna	USMG5	mrna	died	died	died	died
USMG5_prot	USMG5	prot	died	died	died	died
USO1_mrna	USO1	mrna	mrna	died	died	mrna
USO1_prot	USO1	prot	died	died	died	died
USP10_mrna	USP10	mrna	died	died	died	died
USP10_prot	USP10	prot	died	died	died	died
USP11_mrna	USP11	mrna	died	died	died	died
USP11_prot	USP11	prot	died	died	died	died
USP12_mrna	USP12	mrna	died	died	died	died
USP13_mrna	USP13	mrna	died	died	died	died
USP13_prot	USP13	prot	died	died	died	died
USP14_prot	USP14	prot	died	died	died	died
USP15_mrna	USP15	mrna	died	died	died	died
USP15_prot	USP15	prot	died	died	died	died
USP16_mrna	USP16	mrna	died	died	died	died
USP16_prot	USP16	prot	died	died	died	died
USP18_prot	USP18	prot	died	died	died	died
USP19_mrna	USP19	mrna	died	died	died	died
USP19_prot	USP19	prot	died	died	died	died
USP1_mrna	USP1	mrna	died	died	died	died
USP1_prot	USP1	prot	died	died	died	died
USP20_mrna	USP20	mrna	died	died	died	died
USP21_mrna	USP21	mrna	died	died	died	died
USP22_mrna	USP22	mrna	died	died	died	died
USP22_prot	USP22	prot	died	died	died	died
USP24_mrna	USP24	mrna	died	died	died	died
USP24_prot	USP24	prot	died	died	died	died
USP25_mrna	USP25	mrna	died	died	died	died
USP25_prot	USP25	prot	died	died	died	died
USP27X_mrna	USP27X	mrna	died	died	died	died
USP28_mrna	USP28	mrna	died	died	died	died
USP28_prot	USP28	prot	died	died	died	died
USP2_mrna	USP2	mrna	died	died	died	mrna
USP30_mrna	USP30	mrna	died	died	died	died
USP31_mrna	USP31	mrna	died	died	died	died
USP32_mrna	USP32	mrna	died	died	died	died
USP32_prot	USP32	prot	died	died	died	died
USP33_mrna	USP33	mrna	died	died	died	died
USP33_prot	USP33	prot	died	died	died	died
USP34_mrna	USP34	mrna	died	died	died	died
USP34_prot	USP34	prot	died	died	died	died
USP35_mrna	USP35	mrna	died	died	died	died
USP36_mrna	USP36	mrna	died	died	died	died
USP36_prot	USP36	prot	died	died	died	died
USP37_mrna	USP37	mrna	died	died	died	died
USP38_prot	USP38	prot	died	died	died	died
USP39_prot	USP39	prot	died	died	died	died
USP3_mrna	USP3	mrna	died	died	died	died
USP3_prot	USP3	prot	died	died	died	died
USP40_mrna	USP40	mrna	died	died	died	died
USP42_mrna	USP42	mrna	died	died	died	died
USP45_mrna	USP45	mrna	died	died	died	died
USP46_mrna	USP46	mrna	died	died	died	died
USP46_prot	USP46	prot	died	died	died	died
USP47_prot	USP47	prot	died	died	died	died
USP48_mrna	USP48	mrna	died	died	died	died
USP48_prot	USP48	prot	died	died	died	died
USP4_mrna	USP4	mrna	died	died	died	died
USP4_prot	USP4	prot	died	died	died	died
USP53_mrna	USP53	mrna	died	died	died	mrna
USP54_prot	USP54	prot	died	died	died	died
USP5_mrna	USP5	mrna	died	died	died	died
USP5_prot	USP5	prot	died	died	died	died
USP6NL_mrna	USP6NL	mrna	died	died	died	died
USP6NL_prot	USP6NL	prot	died	died	died	died
USP7_mrna	USP7	mrna	died	died	died	died
USP7_prot	USP7	prot	died	died	died	died
USP8_mrna	USP8	mrna	died	died	died	died
USP8_prot	USP8	prot	died	died	died	died
USP9X_mrna	USP9X	mrna	died	died	died	died
USP9X_prot	USP9X	prot	died	died	died	died
USPL1_mrna	USPL1	mrna	died	died	died	died
UST_mrna	UST	mrna	mrna	died	died	died
UTP11L_mrna	UTP11L	mrna	died	died	died	died
UTP11L_prot	UTP11L	prot	died	died	died	died
UTP14A_mrna	UTP14A	mrna	died	died	died	died
UTP14A_prot	UTP14A	prot	died	died	died	died
UTP14C_mrna	UTP14C	mrna	died	died	died	died
UTP15_mrna	UTP15	mrna	died	died	died	died
UTP15_prot	UTP15	prot	died	died	died	died
UTP18_mrna	UTP18	mrna	died	died	died	died
UTP18_prot	UTP18	prot	died	died	died	died
UTP20_mrna	UTP20	mrna	died	died	died	died
UTP20_prot	UTP20	prot	died	died	died	died
UTP23_mrna	UTP23	mrna	died	died	died	died
UTP23_prot	UTP23	prot	died	died	died	died
UTP3_mrna	UTP3	mrna	died	died	died	died
UTP3_prot	UTP3	prot	died	died	died	prot
UTP6_mrna	UTP6	mrna	died	died	died	mrna
UTP6_prot	UTP6	prot	died	died	died	died
UTRN_mrna	UTRN	mrna	died	died	died	died
UTRN_prot	UTRN	prot	died	died	died	died
UVRAG_mrna	UVRAG	mrna	died	died	died	died
UVRAG_prot	UVRAG	prot	died	died	died	died
UVSSA_prot	UVSSA	prot	died	died	died	died
UXS1_mrna	UXS1	mrna	died	died	died	died
UXS1_prot	UXS1	prot	died	died	died	died
UXT_mrna	UXT	mrna	died	died	died	died
UXT_prot	UXT	prot	died	died	died	died
VAC14_mrna	VAC14	mrna	died	died	died	died
VAC14_prot	VAC14	prot	died	died	prot	died
VAMP1_mrna	VAMP1	mrna	died	died	died	died
VAMP2_mrna	VAMP2	mrna	died	died	died	died
VAMP2_prot	VAMP2	prot	died	died	died	died
VAMP3_mrna	VAMP3	mrna	died	died	died	died
VAMP3_prot	VAMP3	prot	died	died	died	died
VAMP4_mrna	VAMP4	mrna	died	died	died	died
VAMP7_prot	VAMP7	prot	died	died	died	died
VAMP8_prot	VAMP8	prot	died	died	died	died
VANGL1_mrna	VANGL1	mrna	died	died	died	died
VANGL1_prot	VANGL1	prot	died	died	died	died
VAPA_mrna	VAPA	mrna	died	died	died	died
VAPA_prot	VAPA	prot	died	died	died	died
VAPB_mrna	VAPB	mrna	died	died	died	died
VAPB_prot	VAPB	prot	died	died	died	prot
VARS2_prot	VARS2	prot	died	died	died	died
VARS_prot	VARS	prot	died	died	prot	died
VASH1_mrna	VASH1	mrna	died	died	died	died
VASH1_prot	VASH1	prot	died	died	died	died
VASH2_mrna	VASH2	mrna	died	died	died	died
VASN_mrna	VASN	mrna	died	died	died	died
VASN_prot	VASN	prot	died	died	died	prot
VASP_mrna	VASP	mrna	died	died	died	died
VASP_prot	VASP	prot	died	died	died	died
VAT1_mrna	VAT1	mrna	died	died	died	died
VAT1_prot	VAT1	prot	died	died	died	died
VAV1_mrna	VAV1	mrna	died	died	died	died
VAV1_prot	VAV1	prot	died	died	died	died
VAV2_mrna	VAV2	mrna	died	died	died	mrna
VAV2_prot	VAV2	prot	died	died	died	died
VAV3_prot	VAV3	prot	died	died	died	prot
VBP1_mrna	VBP1	mrna	died	died	died	died
VBP1_prot	VBP1	prot	died	died	died	died
VCAM1_mrna	VCAM1	mrna	died	died	died	died
VCAM1_prot	VCAM1	prot	died	died	died	died
VCAN_mrna	VCAN	mrna	died	died	died	died
VCAN_prot	VCAN	prot	died	died	died	died
VCL_prot	VCL	prot	died	died	died	died
VCPIP1_mrna	VCPIP1	mrna	died	died	died	died
VCPIP1_prot	VCPIP1	prot	died	died	died	died
VCPKMT_mrna	VCPKMT	mrna	died	died	died	died
VCPKMT_prot	VCPKMT	prot	died	died	died	died
VCP_mrna	VCP	mrna	died	died	died	died
VCP_prot	VCP	prot	died	died	died	died
VDAC1_mrna	VDAC1	mrna	mrna	died	died	died
VDAC1_prot	VDAC1	prot	died	died	died	prot
VDAC2_mrna	VDAC2	mrna	died	died	died	died
VDAC2_prot	VDAC2	prot	died	died	died	died
VDAC3_mrna	VDAC3	mrna	mrna	died	died	mrna
VDAC3_prot	VDAC3	prot	died	died	died	prot
VDR_mrna	VDR	mrna	died	died	died	died
VDR_prot	VDR	prot	died	died	died	died
VEGFA_mrna	VEGFA	mrna	died	died	died	mrna
VEGFB_mrna	VEGFB	mrna	died	died	died	died
VEGFC_mrna	VEGFC	mrna	died	died	died	died
VEZF1_mrna	VEZF1	mrna	died	died	died	died
VEZT_mrna	VEZT	mrna	died	died	died	died
VEZT_prot	VEZT	prot	died	died	died	died
VGF_mrna	VGF	mrna	died	died	died	died
VGLL3_mrna	VGLL3	mrna	died	died	died	died
VGLL4_prot	VGLL4	prot	died	died	died	died
VHL_mrna	VHL	mrna	died	died	died	died
VHL_prot	VHL	prot	died	died	died	died
VILL_mrna	VILL	mrna	died	died	died	died
VIMP_mrna	VIMP	mrna	died	died	died	died
VIMP_prot	VIMP	prot	died	died	died	died
VIM_mrna	VIM	mrna	died	died	died	died
VIM_prot	VIM	prot	died	died	died	died
VIPAS39_mrna	VIPAS39	mrna	mrna	died	died	mrna
VIPAS39_prot	VIPAS39	prot	died	died	died	prot
VIPR1_mrna	VIPR1	mrna	died	died	died	died
VIP_mrna	VIP	mrna	died	died	died	died
VKORC1L1_mrna	VKORC1L1	mrna	died	died	died	died
VKORC1L1_prot	VKORC1L1	prot	died	died	died	died
VKORC1_mrna	VKORC1	mrna	died	died	died	died
VKORC1_prot	VKORC1	prot	died	died	died	died
VLDLR_mrna	VLDLR	mrna	died	died	died	died
VMA21_mrna	VMA21	mrna	died	died	died	died
VMAC_mrna	VMAC	mrna	died	died	died	died
VMAC_prot	VMAC	prot	died	died	died	died
VMP1_mrna	VMP1	mrna	died	died	died	died
VMP1_prot	VMP1	prot	died	died	died	died
VNN2_mrna	VNN2	mrna	died	died	died	died
VPRBP_mrna	VPRBP	mrna	died	died	died	died
VPRBP_prot	VPRBP	prot	died	died	died	died
VPS11_prot	VPS11	prot	died	died	died	died
VPS13A_mrna	VPS13A	mrna	died	died	died	died
VPS13A_prot	VPS13A	prot	died	died	died	died
VPS13B_mrna	VPS13B	mrna	died	died	died	died
VPS13B_prot	VPS13B	prot	died	died	died	died
VPS13C_mrna	VPS13C	mrna	died	died	died	died
VPS13C_prot	VPS13C	prot	died	died	died	died
VPS13D_mrna	VPS13D	mrna	died	died	died	died
VPS13D_prot	VPS13D	prot	died	died	died	prot
VPS16_mrna	VPS16	mrna	died	died	died	died
VPS16_prot	VPS16	prot	died	died	died	died
VPS18_mrna	VPS18	mrna	died	died	died	died
VPS18_prot	VPS18	prot	died	died	died	died
VPS25_mrna	VPS25	mrna	died	died	died	died
VPS25_prot	VPS25	prot	died	died	died	died
VPS26A_mrna	VPS26A	mrna	died	died	died	died
VPS26A_prot	VPS26A	prot	died	died	died	died
VPS26B_mrna	VPS26B	mrna	died	died	died	died
VPS26B_prot	VPS26B	prot	died	died	died	died
VPS28_prot	VPS28	prot	died	died	died	died
VPS29_prot	VPS29	prot	died	died	died	died
VPS33A_mrna	VPS33A	mrna	died	died	died	died
VPS33A_prot	VPS33A	prot	died	died	died	died
VPS33B_prot	VPS33B	prot	died	died	died	died
VPS35_mrna	VPS35	mrna	died	died	died	died
VPS35_prot	VPS35	prot	died	died	died	died
VPS36_mrna	VPS36	mrna	died	died	died	died
VPS36_prot	VPS36	prot	died	died	died	died
VPS37A_prot	VPS37A	prot	died	died	died	died
VPS37B_prot	VPS37B	prot	died	died	died	died
VPS37C_mrna	VPS37C	mrna	died	died	died	died
VPS37C_prot	VPS37C	prot	died	died	died	died
VPS37D_mrna	VPS37D	mrna	died	died	died	died
VPS39_prot	VPS39	prot	died	died	died	died
VPS41_prot	VPS41	prot	died	died	died	died
VPS45_prot	VPS45	prot	died	died	died	prot
VPS4A_mrna	VPS4A	mrna	died	died	died	died
VPS4A_prot	VPS4A	prot	died	died	died	died
VPS4B_mrna	VPS4B	mrna	died	died	died	died
VPS4B_prot	VPS4B	prot	died	died	died	died
VPS50_mrna	VPS50	mrna	died	died	died	died
VPS51_mrna	VPS51	mrna	died	died	died	died
VPS51_prot	VPS51	prot	died	died	died	died
VPS52_prot	VPS52	prot	died	died	died	died
VPS53_prot	VPS53	prot	died	died	died	died
VPS54_prot	VPS54	prot	died	died	died	died
VPS72_prot	VPS72	prot	died	died	died	died
VPS8_mrna	VPS8	mrna	died	died	died	died
VPS8_prot	VPS8	prot	died	died	died	died
VRK1_mrna	VRK1	mrna	mrna	died	mrna	died
VRK1_prot	VRK1	prot	died	died	died	died
VRK2_mrna	VRK2	mrna	died	died	died	died
VRK2_prot	VRK2	prot	died	died	died	died
VRK3_mrna	VRK3	mrna	died	died	died	died
VRK3_prot	VRK3	prot	died	died	died	died
VSIG10L_mrna	VSIG10L	mrna	died	died	died	died
VSIG10_mrna	VSIG10	mrna	died	died	died	died
VSIG4_mrna	VSIG4	mrna	died	died	died	died
VSIG4_prot	VSIG4	prot	died	died	died	died
VSIG8_mrna	VSIG8	mrna	died	died	died	died
VSNL1_prot	VSNL1	prot	died	died	died	died
VSTM2L_mrna	VSTM2L	mrna	died	died	died	died
VTA1_mrna	VTA1	mrna	died	died	died	died
VTA1_prot	VTA1	prot	died	died	died	died
VTCN1_prot	VTCN1	prot	died	died	died	died
VTI1A_mrna	VTI1A	mrna	died	died	died	died
VTI1A_prot	VTI1A	prot	died	died	died	died
VTI1B_prot	VTI1B	prot	died	died	died	died
VTN_prot	VTN	prot	died	died	died	died
VWA1_prot	VWA1	prot	died	died	died	died
VWA3A_mrna	VWA3A	mrna	died	died	died	died
VWA5A_prot	VWA5A	prot	died	died	died	died
VWA8_mrna	VWA8	mrna	died	died	died	died
VWA8_prot	VWA8	prot	died	died	died	died
VWA9_mrna	VWA9	mrna	died	died	died	died
VWA9_prot	VWA9	prot	died	died	died	died
VWF_mrna	VWF	mrna	died	died	died	died
VWF_prot	VWF	prot	died	died	died	died
WAC_mrna	WAC	mrna	died	died	died	mrna
WAC_prot	WAC	prot	died	died	died	died
WAPL_mrna	WAPL	mrna	died	died	died	died
WARS2_mrna	WARS2	mrna	died	died	died	died
WARS2_prot	WARS2	prot	died	died	died	died
WARS_mrna	WARS	mrna	died	died	died	died
WARS_prot	WARS	prot	died	died	died	died
WASF1_mrna	WASF1	mrna	died	died	died	died
WASF2_prot	WASF2	prot	died	died	died	died
WASH1_prot	WASH1	prot	died	died	died	died
WASL_mrna	WASL	mrna	died	died	died	died
WASL_prot	WASL	prot	died	died	died	died
WAS_mrna	WAS	mrna	died	died	died	died
WAS_prot	WAS	prot	died	died	died	died
WBP11_mrna	WBP11	mrna	died	died	died	died
WBP11_prot	WBP11	prot	died	died	died	died
WBP1L_mrna	WBP1L	mrna	died	died	died	died
WBP1_mrna	WBP1	mrna	died	died	died	died
WBP2_mrna	WBP2	mrna	died	died	died	died
WBP2_prot	WBP2	prot	died	died	died	died
WBP4_prot	WBP4	prot	died	died	died	died
WBSCR16_mrna	WBSCR16	mrna	died	died	died	died
WBSCR16_prot	WBSCR16	prot	died	died	died	died
WBSCR17_mrna	WBSCR17	mrna	died	died	died	died
WBSCR22_mrna	WBSCR22	mrna	died	died	died	died
WBSCR22_prot	WBSCR22	prot	died	died	died	died
WBSCR27_mrna	WBSCR27	mrna	died	died	died	died
WDFY1_mrna	WDFY1	mrna	died	died	died	died
WDFY1_prot	WDFY1	prot	died	died	died	died
WDFY2_prot	WDFY2	prot	died	died	died	died
WDFY3_mrna	WDFY3	mrna	died	died	died	died
WDFY3_prot	WDFY3	prot	died	died	died	died
WDHD1_mrna	WDHD1	mrna	mrna	died	mrna	died
WDHD1_prot	WDHD1	prot	prot	died	prot	died
WDR11_prot	WDR11	prot	died	died	died	died
WDR12_mrna	WDR12	mrna	died	died	died	died
WDR12_prot	WDR12	prot	died	died	prot	died
WDR13_mrna	WDR13	mrna	died	died	died	died
WDR13_prot	WDR13	prot	died	died	died	died
WDR18_mrna	WDR18	mrna	died	died	died	died
WDR18_prot	WDR18	prot	died	died	died	died
WDR19_mrna	WDR19	mrna	died	died	died	died
WDR19_prot	WDR19	prot	died	died	died	died
WDR1_mrna	WDR1	mrna	died	died	died	died
WDR1_prot	WDR1	prot	died	died	died	died
WDR20_mrna	WDR20	mrna	died	died	died	died
WDR20_prot	WDR20	prot	died	died	died	died
WDR24_mrna	WDR24	mrna	died	died	died	died
WDR24_prot	WDR24	prot	died	died	died	died
WDR25_mrna	WDR25	mrna	died	died	died	died
WDR26_prot	WDR26	prot	died	died	died	died
WDR27_mrna	WDR27	mrna	died	died	died	died
WDR31_mrna	WDR31	mrna	died	died	died	died
WDR33_mrna	WDR33	mrna	died	died	died	died
WDR33_prot	WDR33	prot	died	died	died	died
WDR34_mrna	WDR34	mrna	died	died	died	died
WDR34_prot	WDR34	prot	died	died	died	died
WDR35_prot	WDR35	prot	died	died	died	died
WDR36_mrna	WDR36	mrna	died	died	died	died
WDR36_prot	WDR36	prot	died	died	died	died
WDR37_prot	WDR37	prot	died	died	died	died
WDR38_mrna	WDR38	mrna	died	died	died	died
WDR3_mrna	WDR3	mrna	died	died	died	died
WDR3_prot	WDR3	prot	died	died	died	died
WDR41_mrna	WDR41	mrna	died	died	died	died
WDR41_prot	WDR41	prot	died	died	died	died
WDR43_mrna	WDR43	mrna	died	died	died	died
WDR43_prot	WDR43	prot	died	died	died	died
WDR44_mrna	WDR44	mrna	died	died	died	died
WDR44_prot	WDR44	prot	died	died	died	died
WDR45B_mrna	WDR45B	mrna	died	died	died	died
WDR45B_prot	WDR45B	prot	died	died	died	died
WDR45_mrna	WDR45	mrna	died	died	died	died
WDR45_prot	WDR45	prot	died	died	died	died
WDR46_prot	WDR46	prot	died	died	died	died
WDR47_mrna	WDR47	mrna	died	died	died	died
WDR47_prot	WDR47	prot	died	died	died	died
WDR48_mrna	WDR48	mrna	died	died	died	died
WDR48_prot	WDR48	prot	died	died	died	died
WDR4_mrna	WDR4	mrna	died	died	died	died
WDR4_prot	WDR4	prot	died	died	prot	died
WDR53_mrna	WDR53	mrna	died	died	died	died
WDR54_mrna	WDR54	mrna	died	died	died	mrna
WDR54_prot	WDR54	prot	died	died	died	died
WDR55_mrna	WDR55	mrna	died	died	died	died
WDR55_prot	WDR55	prot	died	died	died	died
WDR59_mrna	WDR59	mrna	died	died	died	died
WDR59_prot	WDR59	prot	died	died	died	died
WDR5B_mrna	WDR5B	mrna	died	died	died	died
WDR5_mrna	WDR5	mrna	mrna	died	mrna	died
WDR5_prot	WDR5	prot	died	died	died	died
WDR60_prot	WDR60	prot	died	died	died	died
WDR61_mrna	WDR61	mrna	died	died	died	died
WDR61_prot	WDR61	prot	died	died	died	died
WDR62_mrna	WDR62	mrna	died	died	died	died
WDR6_mrna	WDR6	mrna	died	died	died	died
WDR6_prot	WDR6	prot	died	died	died	died
WDR70_prot	WDR70	prot	died	died	died	died
WDR73_mrna	WDR73	mrna	died	died	died	died
WDR73_prot	WDR73	prot	died	died	died	died
WDR74_mrna	WDR74	mrna	died	died	died	died
WDR74_prot	WDR74	prot	prot	died	prot	died
WDR75_mrna	WDR75	mrna	died	died	died	died
WDR75_prot	WDR75	prot	died	died	died	died
WDR76_mrna	WDR76	mrna	died	died	mrna	died
WDR76_prot	WDR76	prot	died	died	died	died
WDR77_mrna	WDR77	mrna	died	died	mrna	died
WDR77_prot	WDR77	prot	died	died	died	died
WDR78_mrna	WDR78	mrna	died	died	died	died
WDR7_mrna	WDR7	mrna	died	died	died	died
WDR7_prot	WDR7	prot	died	died	died	died
WDR81_mrna	WDR81	mrna	died	died	died	died
WDR81_prot	WDR81	prot	died	died	died	died
WDR82_mrna	WDR82	mrna	mrna	died	died	died
WDR82_prot	WDR82	prot	died	died	died	died
WDR83_mrna	WDR83	mrna	died	died	died	died
WDR83_prot	WDR83	prot	died	died	died	died
WDR87_mrna	WDR87	mrna	died	died	died	died
WDR89_mrna	WDR89	mrna	died	died	died	died
WDR89_prot	WDR89	prot	died	died	died	died
WDR90_mrna	WDR90	mrna	died	died	died	died
WDR91_mrna	WDR91	mrna	died	died	died	died
WDR91_prot	WDR91	prot	died	died	died	died
WDR92_mrna	WDR92	mrna	died	died	died	died
WDR92_prot	WDR92	prot	died	died	died	died
WDR93_mrna	WDR93	mrna	died	died	died	died
WDSUB1_mrna	WDSUB1	mrna	died	died	died	died
WDSUB1_prot	WDSUB1	prot	died	died	died	died
WDTC1_mrna	WDTC1	mrna	died	died	died	died
WDTC1_prot	WDTC1	prot	died	died	died	died
WDYHV1_prot	WDYHV1	prot	died	died	died	died
WEE1_mrna	WEE1	mrna	died	died	died	died
WEE1_prot	WEE1	prot	died	died	died	died
WFDC2_mrna	WFDC2	mrna	died	died	died	mrna
WFDC2_prot	WFDC2	prot	died	died	died	died
WFS1_prot	WFS1	prot	died	died	died	died
WHSC1L1_mrna	WHSC1L1	mrna	mrna	died	died	mrna
WHSC1L1_prot	WHSC1L1	prot	died	died	died	died
WHSC1_mrna	WHSC1	mrna	mrna	died	mrna	died
WHSC1_prot	WHSC1	prot	died	died	died	died
WIBG_prot	WIBG	prot	died	died	died	died
WIPF1_mrna	WIPF1	mrna	died	died	died	died
WIPF1_prot	WIPF1	prot	died	died	died	died
WIPF2_mrna	WIPF2	mrna	mrna	died	died	mrna
WIPF2_prot	WIPF2	prot	died	died	died	died
WIPI1_mrna	WIPI1	mrna	died	died	died	died
WIPI1_prot	WIPI1	prot	died	died	died	died
WIPI2_mrna	WIPI2	mrna	died	died	died	died
WIPI2_prot	WIPI2	prot	died	died	died	died
WISP2_mrna	WISP2	mrna	died	died	died	died
WISP2_prot	WISP2	prot	died	died	died	died
WIZ_mrna	WIZ	mrna	died	died	died	died
WIZ_prot	WIZ	prot	died	died	died	died
WLS_mrna	WLS	mrna	died	died	died	died
WNK1_mrna	WNK1	mrna	died	died	died	died
WNK1_prot	WNK1	prot	died	died	died	died
WNK2_prot	WNK2	prot	died	died	died	died
WNT11_mrna	WNT11	mrna	died	died	died	died
WNT4_mrna	WNT4	mrna	died	died	died	died
WNT5A_mrna	WNT5A	mrna	died	died	died	died
WNT6_mrna	WNT6	mrna	died	died	died	mrna
WNT7B_mrna	WNT7B	mrna	mrna	died	died	died
WNT9A_mrna	WNT9A	mrna	died	died	died	died
WRAP53_mrna	WRAP53	mrna	died	died	died	died
WRAP53_prot	WRAP53	prot	died	died	died	died
WRB_mrna	WRB	mrna	died	died	died	died
WRNIP1_mrna	WRNIP1	mrna	died	died	died	died
WRNIP1_prot	WRNIP1	prot	died	died	died	died
WRN_mrna	WRN	mrna	died	died	died	died
WRN_prot	WRN	prot	died	died	died	died
WSB1_mrna	WSB1	mrna	died	died	died	died
WT1_mrna	WT1	mrna	died	died	died	died
WTAP_mrna	WTAP	mrna	died	died	died	died
WTAP_prot	WTAP	prot	died	died	died	died
WTIP_mrna	WTIP	mrna	died	died	died	died
WWC1_mrna	WWC1	mrna	died	died	died	died
WWC1_prot	WWC1	prot	died	died	died	died
WWC2_mrna	WWC2	mrna	died	died	died	died
WWC3_mrna	WWC3	mrna	died	died	died	died
WWC3_prot	WWC3	prot	died	died	died	died
WWOX_mrna	WWOX	mrna	died	died	died	died
WWOX_prot	WWOX	prot	died	died	died	died
WWP1_mrna	WWP1	mrna	mrna	died	died	died
WWP1_prot	WWP1	prot	died	died	died	prot
WWP2_mrna	WWP2	mrna	died	died	died	died
WWP2_prot	WWP2	prot	died	died	died	died
WWTR1_mrna	WWTR1	mrna	died	died	died	died
WWTR1_prot	WWTR1	prot	prot	died	died	prot
XAB2_mrna	XAB2	mrna	died	died	died	died
XAB2_prot	XAB2	prot	died	died	died	died
XAF1_mrna	XAF1	mrna	died	died	died	died
XAF1_prot	XAF1	prot	died	died	died	died
XDH_mrna	XDH	mrna	died	died	died	died
XDH_prot	XDH	prot	died	died	died	died
XIAP_mrna	XIAP	mrna	mrna	died	died	died
XIAP_prot	XIAP	prot	died	died	died	died
XKR6_mrna	XKR6	mrna	died	died	died	died
XKR7_mrna	XKR7	mrna	died	died	died	died
XKR8_mrna	XKR8	mrna	died	died	died	died
XPA_mrna	XPA	mrna	died	died	died	died
XPA_prot	XPA	prot	died	died	died	died
XPC_mrna	XPC	mrna	died	died	died	died
XPC_prot	XPC	prot	died	died	died	died
XPNPEP1_mrna	XPNPEP1	mrna	mrna	died	died	died
XPNPEP1_prot	XPNPEP1	prot	died	died	died	died
XPNPEP3_mrna	XPNPEP3	mrna	mrna	died	died	mrna
XPNPEP3_prot	XPNPEP3	prot	died	died	died	died
XPO1_mrna	XPO1	mrna	died	died	died	died
XPO1_prot	XPO1	prot	died	died	died	died
XPO4_mrna	XPO4	mrna	mrna	died	died	mrna
XPO4_prot	XPO4	prot	died	died	died	died
XPO5_mrna	XPO5	mrna	died	died	died	died
XPO5_prot	XPO5	prot	died	died	died	prot
XPO6_mrna	XPO6	mrna	died	died	died	died
XPO6_prot	XPO6	prot	died	died	died	died
XPO7_mrna	XPO7	mrna	died	died	died	died
XPO7_prot	XPO7	prot	died	died	died	died
XPOT_mrna	XPOT	mrna	mrna	died	mrna	died
XPOT_prot	XPOT	prot	died	died	died	died
XRCC1_prot	XRCC1	prot	died	died	died	died
XRCC2_mrna	XRCC2	mrna	died	died	died	died
XRCC3_mrna	XRCC3	mrna	died	died	died	died
XRCC4_mrna	XRCC4	mrna	died	died	died	died
XRCC4_prot	XRCC4	prot	died	died	died	died
