Node	Gene	Type	Basal-like_surv	HER2-enriched_surv	Luminal A_surv	Luminal B_surv
DECR1_mrna	DECR1	mrna	died	died	died	died
DECR1_prot	DECR1	prot	died	died	died	prot
DECR2_prot	DECR2	prot	died	died	died	died
DEDD2_mrna	DEDD2	mrna	died	died	died	died
DEDD_mrna	DEDD	mrna	died	died	died	died
DEF6_prot	DEF6	prot	died	died	died	died
DEFB1_mrna	DEFB1	mrna	died	died	died	died
DEGS1_mrna	DEGS1	mrna	died	died	died	died
DEK_mrna	DEK	mrna	died	died	died	died
DEK_prot	DEK	prot	prot	died	died	died
DENND1A_mrna	DENND1A	mrna	died	died	died	died
DENND1C_mrna	DENND1C	mrna	died	died	died	died
DENND2A_mrna	DENND2A	mrna	died	died	died	died
DENND2C_mrna	DENND2C	mrna	died	died	died	died
DENND2D_mrna	DENND2D	mrna	mrna	died	died	mrna
DENND2D_prot	DENND2D	prot	died	died	died	died
DENND3_prot	DENND3	prot	died	died	died	died
DENND4A_mrna	DENND4A	mrna	died	died	died	died
DENND4A_prot	DENND4A	prot	died	died	died	died
DENND4B_mrna	DENND4B	mrna	died	died	died	died
DENND4C_mrna	DENND4C	mrna	died	died	died	died
DENND5A_mrna	DENND5A	mrna	died	died	died	died
DENND5B_mrna	DENND5B	mrna	died	died	died	died
DENND6A_mrna	DENND6A	mrna	died	died	died	died
DENR_mrna	DENR	mrna	died	died	mrna	mrna
DENR_prot	DENR	prot	died	died	died	died
DEPDC1B_mrna	DEPDC1B	mrna	mrna	died	mrna	died
DEPDC1_mrna	DEPDC1	mrna	died	died	mrna	died
DEPDC5_prot	DEPDC5	prot	died	died	died	died
DEPTOR_mrna	DEPTOR	mrna	died	died	died	died
DEPTOR_prot	DEPTOR	prot	died	died	died	died
DERA_prot	DERA	prot	died	died	died	died
DERL1_mrna	DERL1	mrna	died	died	died	died
DERL1_prot	DERL1	prot	died	died	died	died
DERL2_mrna	DERL2	mrna	died	died	died	died
DERL3_mrna	DERL3	mrna	died	died	died	died
DESI1_mrna	DESI1	mrna	died	died	died	died
DESI1_prot	DESI1	prot	died	died	died	died
DESI2_mrna	DESI2	mrna	mrna	died	died	died
DES_mrna	DES	mrna	died	died	died	died
DES_prot	DES	prot	died	died	died	died
DET1_mrna	DET1	mrna	died	died	died	died
DEXI_mrna	DEXI	mrna	died	died	died	died
DFFA_prot	DFFA	prot	died	died	died	died
DFFB_mrna	DFFB	mrna	died	died	died	mrna
DFFB_prot	DFFB	prot	died	died	died	died
DFNA5_mrna	DFNA5	mrna	died	died	died	died
DFNA5_prot	DFNA5	prot	died	died	died	died
DFNB31_mrna	DFNB31	mrna	died	died	died	died
DFNB59_mrna	DFNB59	mrna	died	died	died	died
DGCR14_mrna	DGCR14	mrna	died	died	died	died
DGCR14_prot	DGCR14	prot	died	died	died	died
DGCR2_mrna	DGCR2	mrna	died	died	died	died
DGCR6L_mrna	DGCR6L	mrna	died	died	died	died
DGCR8_mrna	DGCR8	mrna	died	died	died	died
DGCR8_prot	DGCR8	prot	died	died	died	died
DGKA_mrna	DGKA	mrna	died	died	died	died
DGKA_prot	DGKA	prot	died	died	died	died
DGKB_mrna	DGKB	mrna	died	died	died	died
DGKE_mrna	DGKE	mrna	died	died	died	died
DGKG_mrna	DGKG	mrna	died	died	died	died
DGKH_mrna	DGKH	mrna	mrna	died	died	died
DGKQ_prot	DGKQ	prot	died	died	died	died
DGKZ_mrna	DGKZ	mrna	died	died	died	died
DGKZ_prot	DGKZ	prot	died	died	died	died
DGUOK_mrna	DGUOK	mrna	died	died	died	died
DGUOK_prot	DGUOK	prot	died	died	died	died
DHCR24_mrna	DHCR24	mrna	died	died	died	died
DHCR24_prot	DHCR24	prot	died	died	died	died
DHCR7_mrna	DHCR7	mrna	died	died	died	died
DHCR7_prot	DHCR7	prot	died	died	died	died
DHDDS_mrna	DHDDS	mrna	died	died	died	died
DHFRL1_mrna	DHFRL1	mrna	died	died	died	died
DHFR_mrna	DHFR	mrna	died	died	mrna	died
DHFR_prot	DHFR	prot	died	died	died	died
DHODH_mrna	DHODH	mrna	died	died	died	died
DHODH_prot	DHODH	prot	died	died	died	died
DHPS_mrna	DHPS	mrna	died	died	died	died
DHPS_prot	DHPS	prot	died	died	died	died
DHRS11_mrna	DHRS11	mrna	died	died	died	died
DHRS12_mrna	DHRS12	mrna	died	died	died	died
DHRS13_mrna	DHRS13	mrna	died	died	died	died
DHRS13_prot	DHRS13	prot	died	died	died	died
DHRS1_mrna	DHRS1	mrna	died	died	died	died
DHRS1_prot	DHRS1	prot	died	died	died	died
DHRS2_prot	DHRS2	prot	died	died	died	died
DHRS3_mrna	DHRS3	mrna	died	died	died	died
DHRS3_prot	DHRS3	prot	died	died	died	died
DHRS4_mrna	DHRS4	mrna	died	died	died	died
DHRS4_prot	DHRS4	prot	died	died	died	died
DHRS7B_prot	DHRS7B	prot	died	died	died	died
DHRS7_prot	DHRS7	prot	died	died	died	prot
DHRSX_prot	DHRSX	prot	died	died	died	died
DHTKD1_prot	DHTKD1	prot	died	died	died	died
DHX15_mrna	DHX15	mrna	died	died	died	died
DHX15_prot	DHX15	prot	died	died	died	prot
DHX16_prot	DHX16	prot	died	died	died	died
DHX29_mrna	DHX29	mrna	died	died	died	died
DHX29_prot	DHX29	prot	died	died	died	prot
DHX30_mrna	DHX30	mrna	died	died	died	died
DHX30_prot	DHX30	prot	died	died	died	prot
DHX32_prot	DHX32	prot	died	died	died	died
DHX33_mrna	DHX33	mrna	died	died	died	died
DHX33_prot	DHX33	prot	died	died	died	died
DHX34_mrna	DHX34	mrna	died	died	died	died
DHX34_prot	DHX34	prot	died	died	died	died
DHX35_mrna	DHX35	mrna	died	died	died	died
DHX35_prot	DHX35	prot	died	died	died	died
DHX36_prot	DHX36	prot	died	died	died	died
DHX37_mrna	DHX37	mrna	died	died	died	died
DHX37_prot	DHX37	prot	died	died	died	died
DHX38_mrna	DHX38	mrna	died	died	died	died
DHX38_prot	DHX38	prot	died	died	died	died
DHX40_prot	DHX40	prot	died	died	died	died
DHX57_mrna	DHX57	mrna	died	died	died	died
DHX57_prot	DHX57	prot	died	died	died	died
DHX58_mrna	DHX58	mrna	died	died	died	died
DHX58_prot	DHX58	prot	died	died	died	died
DHX8_mrna	DHX8	mrna	died	died	died	died
DHX8_prot	DHX8	prot	died	died	died	died
DHX9_mrna	DHX9	mrna	died	died	died	died
DHX9_prot	DHX9	prot	died	died	died	died
DIABLO_mrna	DIABLO	mrna	died	died	died	died
DIABLO_prot	DIABLO	prot	died	died	died	died
DIAPH1_mrna	DIAPH1	mrna	died	died	died	died
DIAPH1_prot	DIAPH1	prot	died	died	died	died
DIAPH2_mrna	DIAPH2	mrna	died	died	died	died
DIAPH2_prot	DIAPH2	prot	died	died	died	died
DIAPH3_mrna	DIAPH3	mrna	died	died	mrna	died
DIAPH3_prot	DIAPH3	prot	died	died	died	died
DICER1_mrna	DICER1	mrna	died	died	died	died
DICER1_prot	DICER1	prot	died	died	died	died
DIDO1_mrna	DIDO1	mrna	mrna	died	died	mrna
DIDO1_prot	DIDO1	prot	died	died	died	died
DIEXF_prot	DIEXF	prot	died	died	died	died
DIMT1_mrna	DIMT1	mrna	died	died	died	died
DIMT1_prot	DIMT1	prot	died	died	died	died
DIO2_mrna	DIO2	mrna	died	died	died	died
DIP2A_prot	DIP2A	prot	died	died	died	died
DIP2B_prot	DIP2B	prot	died	died	died	died
DIP2C_mrna	DIP2C	mrna	died	died	died	died
DIP2C_prot	DIP2C	prot	died	died	died	died
DIRAS3_mrna	DIRAS3	mrna	died	died	died	died
DIRC2_mrna	DIRC2	mrna	died	died	died	died
DIS3L2_mrna	DIS3L2	mrna	died	died	died	died
DIS3L2_prot	DIS3L2	prot	died	died	died	died
DIS3L_prot	DIS3L	prot	died	died	died	died
DIS3_mrna	DIS3	mrna	died	died	died	died
DIS3_prot	DIS3	prot	died	died	died	died
DISC1_mrna	DISC1	mrna	died	died	died	died
DISP1_mrna	DISP1	mrna	died	died	died	died
DISP2_mrna	DISP2	mrna	died	died	died	died
DIXDC1_mrna	DIXDC1	mrna	died	died	died	died
DKC1_mrna	DKC1	mrna	died	died	died	died
DKC1_prot	DKC1	prot	died	died	died	prot
DKK1_mrna	DKK1	mrna	died	died	died	died
DKK3_mrna	DKK3	mrna	died	died	died	died
DLAT_mrna	DLAT	mrna	died	died	died	died
DLAT_prot	DLAT	prot	died	died	died	died
DLC1_mrna	DLC1	mrna	died	died	died	died
DLD_mrna	DLD	mrna	died	died	died	died
DLD_prot	DLD	prot	died	died	died	died
DLEC1_mrna	DLEC1	mrna	died	died	died	died
DLG1_mrna	DLG1	mrna	died	died	died	died
DLG1_prot	DLG1	prot	died	died	died	died
DLG2_mrna	DLG2	mrna	died	died	died	died
DLG3_mrna	DLG3	mrna	died	died	died	died
DLG3_prot	DLG3	prot	died	died	died	died
DLG4_mrna	DLG4	mrna	died	died	died	died
DLG5_mrna	DLG5	mrna	died	died	died	died
DLG5_prot	DLG5	prot	died	died	died	died
DLGAP1_mrna	DLGAP1	mrna	died	died	died	died
DLGAP4_mrna	DLGAP4	mrna	died	died	died	died
DLGAP4_prot	DLGAP4	prot	died	died	died	died
DLGAP5_mrna	DLGAP5	mrna	died	died	died	died
DLL3_mrna	DLL3	mrna	died	died	died	died
DLL4_mrna	DLL4	mrna	died	died	died	died
DLST_mrna	DLST	mrna	died	died	died	died
DLST_prot	DLST	prot	died	died	died	died
DLX1_mrna	DLX1	mrna	died	died	died	died
DLX2_mrna	DLX2	mrna	died	died	died	died
DLX4_mrna	DLX4	mrna	died	died	died	died
DLX5_mrna	DLX5	mrna	died	died	died	died
DMAP1_prot	DMAP1	prot	died	died	died	died
DMC1_mrna	DMC1	mrna	died	died	died	died
DMD_mrna	DMD	mrna	died	died	died	died
DMD_prot	DMD	prot	prot	died	died	died
DMKN_mrna	DMKN	mrna	died	died	died	died
DMPK_mrna	DMPK	mrna	died	died	died	died
DMTF1_mrna	DMTF1	mrna	died	died	died	died
DMTN_prot	DMTN	prot	died	died	died	died
DMWD_mrna	DMWD	mrna	died	died	died	died
DMXL1_mrna	DMXL1	mrna	died	died	died	died
DMXL1_prot	DMXL1	prot	died	died	died	died
DMXL2_prot	DMXL2	prot	died	died	died	died
DNA2_mrna	DNA2	mrna	died	died	mrna	mrna
DNAAF1_mrna	DNAAF1	mrna	died	died	died	died
DNAAF2_mrna	DNAAF2	mrna	died	died	died	died
DNAAF2_prot	DNAAF2	prot	died	died	died	died
DNAAF3_mrna	DNAAF3	mrna	died	died	died	died
DNAAF5_mrna	DNAAF5	mrna	died	died	died	died
DNAH11_mrna	DNAH11	mrna	died	died	died	died
DNAH14_mrna	DNAH14	mrna	died	died	died	died
DNAH17_mrna	DNAH17	mrna	died	died	died	died
DNAH3_mrna	DNAH3	mrna	died	died	died	died
DNAH7_mrna	DNAH7	mrna	died	died	died	died
DNAH7_prot	DNAH7	prot	died	died	died	died
DNAI1_mrna	DNAI1	mrna	died	died	died	died
DNAJA1_mrna	DNAJA1	mrna	died	died	died	died
DNAJA1_prot	DNAJA1	prot	died	died	died	died
DNAJA2_mrna	DNAJA2	mrna	died	died	died	died
DNAJA2_prot	DNAJA2	prot	died	died	died	died
DNAJA3_prot	DNAJA3	prot	died	died	died	died
DNAJA4_mrna	DNAJA4	mrna	died	died	mrna	died
DNAJA4_prot	DNAJA4	prot	died	died	died	died
DNAJB11_mrna	DNAJB11	mrna	died	died	mrna	died
DNAJB11_prot	DNAJB11	prot	died	died	died	prot
DNAJB12_mrna	DNAJB12	mrna	died	died	died	died
DNAJB12_prot	DNAJB12	prot	died	died	died	died
DNAJB13_mrna	DNAJB13	mrna	died	died	died	died
DNAJB14_mrna	DNAJB14	mrna	died	died	died	died
DNAJB14_prot	DNAJB14	prot	died	died	died	died
DNAJB1_mrna	DNAJB1	mrna	died	died	died	died
DNAJB1_prot	DNAJB1	prot	died	died	died	died
DNAJB2_mrna	DNAJB2	mrna	died	died	died	died
DNAJB2_prot	DNAJB2	prot	died	died	died	died
DNAJB4_mrna	DNAJB4	mrna	died	died	died	died
DNAJB4_prot	DNAJB4	prot	died	died	died	died
DNAJB5_mrna	DNAJB5	mrna	died	died	died	died
DNAJB6_mrna	DNAJB6	mrna	died	died	died	died
DNAJB6_prot	DNAJB6	prot	died	died	died	died
DNAJB9_mrna	DNAJB9	mrna	died	died	died	died
DNAJB9_prot	DNAJB9	prot	died	died	died	died
DNAJC10_mrna	DNAJC10	mrna	died	died	died	died
DNAJC10_prot	DNAJC10	prot	died	died	died	died
DNAJC11_mrna	DNAJC11	mrna	died	died	died	died
DNAJC11_prot	DNAJC11	prot	died	died	died	died
DNAJC12_prot	DNAJC12	prot	died	died	died	died
DNAJC13_mrna	DNAJC13	mrna	died	died	died	died
DNAJC13_prot	DNAJC13	prot	died	died	died	died
DNAJC14_mrna	DNAJC14	mrna	died	died	died	died
DNAJC16_mrna	DNAJC16	mrna	died	died	died	died
DNAJC19_mrna	DNAJC19	mrna	died	died	died	died
DNAJC19_prot	DNAJC19	prot	died	died	died	died
DNAJC1_mrna	DNAJC1	mrna	died	died	died	died
DNAJC1_prot	DNAJC1	prot	died	died	died	died
DNAJC21_mrna	DNAJC21	mrna	died	died	died	died
DNAJC21_prot	DNAJC21	prot	died	died	died	died
DNAJC22_mrna	DNAJC22	mrna	died	died	died	died
DNAJC24_mrna	DNAJC24	mrna	died	died	died	died
DNAJC27_mrna	DNAJC27	mrna	died	died	died	died
DNAJC2_prot	DNAJC2	prot	died	died	died	died
DNAJC30_mrna	DNAJC30	mrna	died	died	died	died
DNAJC3_mrna	DNAJC3	mrna	died	died	died	died
DNAJC3_prot	DNAJC3	prot	died	died	died	died
DNAJC4_mrna	DNAJC4	mrna	died	died	died	died
DNAJC5_prot	DNAJC5	prot	died	died	died	died
DNAJC7_mrna	DNAJC7	mrna	died	died	died	died
DNAJC7_prot	DNAJC7	prot	died	died	died	died
DNAJC8_mrna	DNAJC8	mrna	died	died	died	died
DNAJC8_prot	DNAJC8	prot	died	died	died	died
DNAJC9_prot	DNAJC9	prot	died	died	died	died
DNAL1_mrna	DNAL1	mrna	died	died	died	died
DNAL1_prot	DNAL1	prot	died	died	died	died
DNAL4_mrna	DNAL4	mrna	died	died	died	died
DNALI1_mrna	DNALI1	mrna	mrna	died	died	died
DNASE1L1_mrna	DNASE1L1	mrna	died	died	died	died
DNASE1L2_mrna	DNASE1L2	mrna	died	died	died	died
DNASE1_mrna	DNASE1	mrna	died	died	died	died
DNASE2_mrna	DNASE2	mrna	died	died	died	died
DNASE2_prot	DNASE2	prot	died	died	died	died
DNER_mrna	DNER	mrna	died	died	died	died
DNLZ_mrna	DNLZ	mrna	died	died	died	died
DNLZ_prot	DNLZ	prot	died	died	died	died
DNM1L_mrna	DNM1L	mrna	died	died	died	died
DNM1L_prot	DNM1L	prot	died	died	died	died
DNM1_mrna	DNM1	mrna	died	died	died	died
DNM1_prot	DNM1	prot	died	died	died	died
DNM2_mrna	DNM2	mrna	died	died	died	died
DNM2_prot	DNM2	prot	died	died	died	died
DNM3_mrna	DNM3	mrna	died	died	died	died
DNMBP_mrna	DNMBP	mrna	died	died	died	died
DNMBP_prot	DNMBP	prot	died	died	died	died
DNMT1_mrna	DNMT1	mrna	died	died	mrna	died
DNMT1_prot	DNMT1	prot	died	died	died	died
DNMT3A_mrna	DNMT3A	mrna	died	died	died	died
DNMT3A_prot	DNMT3A	prot	died	died	died	died
DNMT3B_mrna	DNMT3B	mrna	died	died	mrna	died
DNPEP_mrna	DNPEP	mrna	died	died	died	died
DNPEP_prot	DNPEP	prot	died	died	died	died
DNPH1_prot	DNPH1	prot	died	died	died	died
DNTTIP1_prot	DNTTIP1	prot	died	died	died	died
DNTTIP2_mrna	DNTTIP2	mrna	died	died	died	died
DNTTIP2_prot	DNTTIP2	prot	died	died	died	died
DOCK10_mrna	DOCK10	mrna	died	died	died	died
DOCK10_prot	DOCK10	prot	died	died	died	died
DOCK11_prot	DOCK11	prot	died	died	died	died
DOCK1_mrna	DOCK1	mrna	died	died	died	died
DOCK1_prot	DOCK1	prot	died	died	died	died
DOCK2_mrna	DOCK2	mrna	died	died	died	died
DOCK2_prot	DOCK2	prot	died	died	died	died
DOCK3_mrna	DOCK3	mrna	died	died	died	died
DOCK4_mrna	DOCK4	mrna	died	died	died	died
DOCK4_prot	DOCK4	prot	died	died	died	died
DOCK5_mrna	DOCK5	mrna	died	died	died	died
DOCK5_prot	DOCK5	prot	died	died	died	died
DOCK6_mrna	DOCK6	mrna	died	died	died	died
DOCK6_prot	DOCK6	prot	died	died	died	died
DOCK7_prot	DOCK7	prot	died	died	died	died
DOCK8_prot	DOCK8	prot	died	died	died	died
DOCK9_prot	DOCK9	prot	died	died	died	died
DOHH_mrna	DOHH	mrna	died	died	died	died
DOHH_prot	DOHH	prot	died	died	died	died
DOK1_mrna	DOK1	mrna	died	died	died	died
DOK1_prot	DOK1	prot	died	died	died	died
DOK2_mrna	DOK2	mrna	died	died	died	died
DOK2_prot	DOK2	prot	died	died	died	died
DOK3_prot	DOK3	prot	died	died	died	died
DOK4_mrna	DOK4	mrna	died	died	died	died
DOK7_mrna	DOK7	mrna	died	died	died	died
DOLK_mrna	DOLK	mrna	died	died	died	died
DOLPP1_mrna	DOLPP1	mrna	died	died	died	died
DONSON_mrna	DONSON	mrna	mrna	died	mrna	died
DOPEY1_mrna	DOPEY1	mrna	died	died	died	died
DOPEY2_prot	DOPEY2	prot	died	died	died	died
DOT1L_mrna	DOT1L	mrna	died	died	died	died
DPAGT1_mrna	DPAGT1	mrna	died	died	died	died
DPCD_mrna	DPCD	mrna	died	died	died	died
DPCD_prot	DPCD	prot	died	died	died	died
DPF1_mrna	DPF1	mrna	died	died	died	mrna
DPF2_mrna	DPF2	mrna	died	died	died	died
DPF2_prot	DPF2	prot	died	died	died	died
DPH1_mrna	DPH1	mrna	died	died	died	died
DPH1_prot	DPH1	prot	died	died	died	died
DPH2_mrna	DPH2	mrna	mrna	died	died	died
DPH2_prot	DPH2	prot	died	died	died	died
DPH3_mrna	DPH3	mrna	died	died	died	died
DPH3_prot	DPH3	prot	died	died	died	died
DPH5_mrna	DPH5	mrna	died	died	died	died
DPH7_mrna	DPH7	mrna	died	died	died	died
DPM1_mrna	DPM1	mrna	died	died	died	died
DPM1_prot	DPM1	prot	died	died	died	died
DPM2_mrna	DPM2	mrna	died	died	died	died
DPM3_prot	DPM3	prot	died	died	died	died
DPP3_mrna	DPP3	mrna	died	died	mrna	died
DPP3_prot	DPP3	prot	died	died	died	died
DPP7_mrna	DPP7	mrna	died	died	died	died
DPP7_prot	DPP7	prot	died	died	died	died
DPP8_prot	DPP8	prot	died	died	died	died
DPP9_mrna	DPP9	mrna	mrna	died	died	mrna
DPP9_prot	DPP9	prot	died	died	died	died
DPT_mrna	DPT	mrna	died	died	died	died
DPT_prot	DPT	prot	died	died	died	died
DPY19L1_mrna	DPY19L1	mrna	died	died	died	died
DPY19L3_mrna	DPY19L3	mrna	died	died	died	died
DPY19L4_mrna	DPY19L4	mrna	died	died	died	died
DPY30_mrna	DPY30	mrna	died	died	died	died
DPY30_prot	DPY30	prot	died	died	died	died
DPYD_mrna	DPYD	mrna	died	died	died	died
DPYD_prot	DPYD	prot	died	died	died	died
DPYSL2_mrna	DPYSL2	mrna	died	died	died	died
DPYSL2_prot	DPYSL2	prot	died	died	died	died
DPYSL3_mrna	DPYSL3	mrna	mrna	died	died	mrna
DPYSL3_prot	DPYSL3	prot	died	died	died	died
DPYSL4_mrna	DPYSL4	mrna	died	died	died	died
DPYSL4_prot	DPYSL4	prot	died	died	died	died
DR1_mrna	DR1	mrna	died	died	died	died
DR1_prot	DR1	prot	died	died	died	died
DRAM1_mrna	DRAM1	mrna	died	died	died	died
DRAM2_mrna	DRAM2	mrna	died	died	died	died
DRAP1_mrna	DRAP1	mrna	died	died	died	died
DRAP1_prot	DRAP1	prot	died	died	died	died
DRD2_mrna	DRD2	mrna	died	died	died	died
DRD4_mrna	DRD4	mrna	died	died	died	died
DRG1_mrna	DRG1	mrna	died	died	died	died
DRG1_prot	DRG1	prot	died	died	died	died
DRG2_mrna	DRG2	mrna	died	died	died	died
DRG2_prot	DRG2	prot	died	died	died	died
DROSHA_mrna	DROSHA	mrna	died	died	died	died
DROSHA_prot	DROSHA	prot	died	died	died	died
DSC2_prot	DSC2	prot	died	died	died	died
DSCC1_prot	DSCC1	prot	died	died	died	died
DSCR3_mrna	DSCR3	mrna	died	died	died	died
DSCR3_prot	DSCR3	prot	died	died	died	died
DSEL_mrna	DSEL	mrna	died	died	died	died
DSG1_mrna	DSG1	mrna	died	died	died	died
DSG2_mrna	DSG2	mrna	died	died	died	died
DSG2_prot	DSG2	prot	died	died	died	died
DSG3_mrna	DSG3	mrna	died	died	died	died
DSN1_mrna	DSN1	mrna	died	died	mrna	died
DSN1_prot	DSN1	prot	died	died	died	died
DSP_mrna	DSP	mrna	died	died	died	died
DSP_prot	DSP	prot	died	died	died	prot
DSTN_mrna	DSTN	mrna	died	died	died	died
DSTN_prot	DSTN	prot	died	died	died	died
DSTYK_mrna	DSTYK	mrna	died	died	died	died
DSTYK_prot	DSTYK	prot	died	died	died	died
DST_mrna	DST	mrna	died	died	died	died
DST_prot	DST	prot	died	died	died	died
DTD1_mrna	DTD1	mrna	mrna	died	died	died
DTD1_prot	DTD1	prot	died	died	died	prot
DTD2_mrna	DTD2	mrna	died	died	died	died
DTL_mrna	DTL	mrna	died	died	mrna	died
DTL_prot	DTL	prot	died	died	prot	died
DTNA_prot	DTNA	prot	died	died	died	died
DTNBP1_mrna	DTNBP1	mrna	died	died	died	died
DTNBP1_prot	DTNBP1	prot	died	died	died	died
DTNB_prot	DTNB	prot	died	died	died	died
DTWD1_mrna	DTWD1	mrna	died	died	died	died
DTWD1_prot	DTWD1	prot	died	died	died	died
DTWD2_mrna	DTWD2	mrna	died	died	died	died
DTWD2_prot	DTWD2	prot	died	prot	died	died
DTX2_prot	DTX2	prot	died	died	died	died
DTX3L_mrna	DTX3L	mrna	died	died	died	died
DTX3L_prot	DTX3L	prot	died	died	died	died
DTX3_mrna	DTX3	mrna	died	died	died	died
DTX3_prot	DTX3	prot	prot	died	died	died
DTX4_mrna	DTX4	mrna	died	died	died	died
DTYMK_prot	DTYMK	prot	died	died	died	died
DUOX1_mrna	DUOX1	mrna	died	died	died	died
DUOXA1_mrna	DUOXA1	mrna	died	died	died	died
DUS1L_mrna	DUS1L	mrna	died	died	died	died
DUS2_prot	DUS2	prot	died	died	died	died
DUS3L_mrna	DUS3L	mrna	died	died	died	died
DUS3L_prot	DUS3L	prot	died	died	died	died
DUS4L_mrna	DUS4L	mrna	died	died	died	died
DUSP10_mrna	DUSP10	mrna	died	died	died	died
DUSP11_mrna	DUSP11	mrna	died	died	died	died
DUSP11_prot	DUSP11	prot	died	died	died	died
DUSP12_mrna	DUSP12	mrna	died	died	died	died
DUSP12_prot	DUSP12	prot	died	died	died	died
DUSP16_prot	DUSP16	prot	died	died	died	died
DUSP18_mrna	DUSP18	mrna	died	died	died	died
DUSP19_mrna	DUSP19	mrna	died	died	died	died
DUSP1_mrna	DUSP1	mrna	died	died	died	died
DUSP22_prot	DUSP22	prot	died	died	died	died
DUSP23_mrna	DUSP23	mrna	died	died	died	died
DUSP23_prot	DUSP23	prot	died	died	died	died
DUSP28_mrna	DUSP28	mrna	died	died	died	died
DUSP3_mrna	DUSP3	mrna	died	died	died	died
DUSP3_prot	DUSP3	prot	died	died	died	died
DUSP4_mrna	DUSP4	mrna	died	died	died	died
DUSP5_mrna	DUSP5	mrna	died	died	died	died
DUSP6_mrna	DUSP6	mrna	died	died	died	died
DUT_mrna	DUT	mrna	mrna	died	mrna	died
DUT_prot	DUT	prot	died	died	died	prot
DVL1_prot	DVL1	prot	died	died	died	died
DVL2_mrna	DVL2	mrna	died	died	died	died
DVL2_prot	DVL2	prot	died	died	died	died
DVL3_mrna	DVL3	mrna	died	died	died	died
DVL3_prot	DVL3	prot	died	died	died	died
DXO_prot	DXO	prot	died	died	died	died
DYM_mrna	DYM	mrna	died	died	died	died
DYM_prot	DYM	prot	died	died	died	died
DYNC1H1_mrna	DYNC1H1	mrna	died	died	died	died
DYNC1H1_prot	DYNC1H1	prot	died	died	died	died
DYNC1I2_prot	DYNC1I2	prot	died	died	died	died
DYNC1LI1_mrna	DYNC1LI1	mrna	died	died	died	died
DYNC1LI1_prot	DYNC1LI1	prot	died	died	died	died
DYNC1LI2_mrna	DYNC1LI2	mrna	died	died	died	died
DYNC1LI2_prot	DYNC1LI2	prot	died	died	died	died
DYNC2H1_mrna	DYNC2H1	mrna	died	died	died	died
DYNC2H1_prot	DYNC2H1	prot	died	died	died	died
DYNC2LI1_mrna	DYNC2LI1	mrna	died	died	died	died
DYNC2LI1_prot	DYNC2LI1	prot	died	died	died	died
DYNLL1_mrna	DYNLL1	mrna	died	died	mrna	died
DYNLL1_prot	DYNLL1	prot	died	died	died	died
DYNLL2_mrna	DYNLL2	mrna	died	died	died	died
DYNLL2_prot	DYNLL2	prot	died	died	died	died
DYNLRB1_mrna	DYNLRB1	mrna	died	died	died	died
DYNLRB1_prot	DYNLRB1	prot	died	died	died	died
DYNLRB2_mrna	DYNLRB2	mrna	died	died	died	died
DYNLT1_mrna	DYNLT1	mrna	died	died	died	died
DYNLT1_prot	DYNLT1	prot	died	died	died	died
DYNLT3_mrna	DYNLT3	mrna	died	died	died	died
DYNLT3_prot	DYNLT3	prot	died	died	died	died
DYRK1A_mrna	DYRK1A	mrna	died	died	died	died
DYRK1A_prot	DYRK1A	prot	died	died	died	died
DYRK2_mrna	DYRK2	mrna	died	died	died	died
DYRK3_mrna	DYRK3	mrna	died	died	died	died
DYRK4_mrna	DYRK4	mrna	died	died	died	died
DYSF_mrna	DYSF	mrna	died	died	died	died
DYSF_prot	DYSF	prot	died	died	died	died
DYX1C1_mrna	DYX1C1	mrna	died	died	died	died
DZIP1L_mrna	DZIP1L	mrna	died	died	died	died
DZIP3_mrna	DZIP3	mrna	died	died	died	died
E2F1_mrna	E2F1	mrna	died	died	mrna	mrna
E2F3_mrna	E2F3	mrna	died	died	died	died
E2F4_mrna	E2F4	mrna	died	died	died	died
E2F4_prot	E2F4	prot	died	died	died	died
E2F5_mrna	E2F5	mrna	died	died	died	died
E2F6_mrna	E2F6	mrna	died	died	died	died
E2F7_mrna	E2F7	mrna	mrna	died	mrna	died
E2F8_mrna	E2F8	mrna	died	died	mrna	died
E4F1_mrna	E4F1	mrna	died	died	died	died
EAF1_mrna	EAF1	mrna	died	died	died	died
EAF1_prot	EAF1	prot	died	died	died	died
EAF2_mrna	EAF2	mrna	died	died	died	died
EAPP_mrna	EAPP	mrna	died	died	died	died
EAPP_prot	EAPP	prot	died	died	died	died
EARS2_mrna	EARS2	mrna	mrna	died	died	mrna
EARS2_prot	EARS2	prot	died	died	died	died
EBAG9_mrna	EBAG9	mrna	died	died	died	mrna
EBAG9_prot	EBAG9	prot	died	died	died	died
EBF1_mrna	EBF1	mrna	died	died	died	died
EBI3_mrna	EBI3	mrna	died	died	died	died
EBNA1BP2_mrna	EBNA1BP2	mrna	died	died	died	died
EBNA1BP2_prot	EBNA1BP2	prot	died	died	died	died
EBPL_mrna	EBPL	mrna	died	died	died	died
EBP_mrna	EBP	mrna	died	died	died	died
ECD_mrna	ECD	mrna	died	died	died	died
ECD_prot	ECD	prot	died	died	died	died
ECE1_mrna	ECE1	mrna	died	died	died	died
ECE1_prot	ECE1	prot	died	died	died	died
ECE2_mrna	ECE2	mrna	died	died	died	died
ECE2_prot	ECE2	prot	died	died	died	died
