Edge	NodeA	NodeB	InteractionType	Basal-like_dikNew	Basal-like_sigEdge	Basal-like_dir	Basal-like_absdiknew	HER2-enriched_dikNew	HER2-enriched_sigEdge	HER2-enriched_dir	HER2-enriched_absdiknew	Luminal A_dikNew	Luminal A_sigEdge	Luminal A_dir	Luminal A_absdiknew	Luminal B_dikNew	Luminal B_sigEdge	Luminal B_dir	Luminal B_absdiknew
MCM2_prot_BUB1B_mrna	MCM2_prot	BUB1B_mrna	tf	0	died	died	0	0	died	died	0	-0.500498	tf	down	0.500498	0	died	died	0
MCM2_prot_CBX2_mrna	MCM2_prot	CBX2_mrna	tf	0	died	died	0	0	died	died	0	-0.812373	tf	down	0.812373	0	died	died	0
MCM2_prot_CCNB1_mrna	MCM2_prot	CCNB1_mrna	tf	0	died	died	0	0	died	died	0	-0.56598	tf	down	0.56598	0	died	died	0
MCM2_prot_CCNB2_mrna	MCM2_prot	CCNB2_mrna	tf	0	died	died	0	0	died	died	0	-0.780523	tf	down	0.780523	0	died	died	0
MCM2_prot_CDC20_mrna	MCM2_prot	CDC20_mrna	tf	0	died	died	0	0	died	died	0	-1.10386	tf	down	1.10386	0	died	died	0
MCM2_prot_CDCA3_mrna	MCM2_prot	CDCA3_mrna	tf	0	died	died	0	0	died	died	0	-0.84281	tf	down	0.84281	0	died	died	0
MCM2_prot_CDCA5_mrna	MCM2_prot	CDCA5_mrna	tf	0	died	died	0	0	died	died	0	-0.90026	tf	down	0.90026	0	died	died	0
MCM2_prot_CDCA8_mrna	MCM2_prot	CDCA8_mrna	tf	0	died	died	0	0	died	died	0	-1.039	tf	down	1.039	0	died	died	0
MCM2_prot_CDT1_mrna	MCM2_prot	CDT1_mrna	tf	0	died	died	0	0	died	died	0	-0.915839	tf	down	0.915839	0	died	died	0
MCM2_prot_CENPF_mrna	MCM2_prot	CENPF_mrna	tf	0	died	died	0	-0	died	died	0	-0.323709	tf	down	0.323709	0	died	died	0
MCM2_prot_CENPM_mrna	MCM2_prot	CENPM_mrna	tf	0	died	died	0	0	died	died	0	-0.531646	tf	down	0.531646	0	died	died	0
MCM2_prot_CHEK1_mrna	MCM2_prot	CHEK1_mrna	tf	0	died	died	0	0	died	died	0	-0.602451	tf	down	0.602451	0	died	died	0
MCM2_prot_CKS1B_mrna	MCM2_prot	CKS1B_mrna	tf	0	died	died	0	-0	died	died	0	-0.541799	tf	down	0.541799	0	died	died	0
MCM2_prot_DKC1_mrna	MCM2_prot	DKC1_mrna	tf	0	died	died	0	-0	died	died	0	-0.372541	tf	down	0.372541	0	died	died	0
MCM2_prot_DTYMK_mrna	MCM2_prot	DTYMK_mrna	tf	0	died	died	0	-0	died	died	0	-0.0786367	tf	down	0.0786367	0	died	died	0
MCM2_prot_EIF3B_mrna	MCM2_prot	EIF3B_mrna	tf	0	died	died	0	-0	died	died	0	-0.412236	tf	down	0.412236	0	died	died	0
MCM2_prot_ESPL1_mrna	MCM2_prot	ESPL1_mrna	tf	0	died	died	0	0	died	died	0	-0.362481	tf	down	0.362481	0	died	died	0
MCM2_prot_EXO1_mrna	MCM2_prot	EXO1_mrna	tf	0	died	died	0	0	died	died	0	-0.616152	tf	down	0.616152	0	died	died	0
MCM2_prot_FAM83D_mrna	MCM2_prot	FAM83D_mrna	tf	0	died	died	0	0	died	died	0	-0.726057	tf	down	0.726057	0	died	died	0
MCM2_prot_FANCA_mrna	MCM2_prot	FANCA_mrna	tf	0	died	died	0	-0	died	died	0	-0.742976	tf	down	0.742976	0	died	died	0
MCM2_prot_FANCG_mrna	MCM2_prot	FANCG_mrna	tf	0	died	died	0	0	died	died	0	-0.399778	tf	down	0.399778	0	died	died	0
MCM2_prot_FANCI_mrna	MCM2_prot	FANCI_mrna	tf	0	died	died	0	0	died	died	0	-0.188611	tf	down	0.188611	0	died	died	0
MCM2_prot_FEN1_mrna	MCM2_prot	FEN1_mrna	tf	0	died	died	0	0	died	died	0	-0.492872	tf	down	0.492872	0	died	died	0
MCM2_prot_FOXM1_mrna	MCM2_prot	FOXM1_mrna	tf	0	died	died	0	0	died	died	0	-0.885646	tf	down	0.885646	0	died	died	0
MCM2_prot_H2AFX_mrna	MCM2_prot	H2AFX_mrna	tf	0	died	died	0	0	died	died	0	-0.431994	tf	down	0.431994	0	died	died	0
MCM2_prot_HELLS_mrna	MCM2_prot	HELLS_mrna	tf	0	died	died	0	0	died	died	0	-0.268978	tf	down	0.268978	0	died	died	0
MCM2_prot_HJURP_mrna	MCM2_prot	HJURP_mrna	tf	0	died	died	0	0	died	died	0	-0.871559	tf	down	0.871559	0	died	died	0
MCM2_prot_ILF2_mrna	MCM2_prot	ILF2_mrna	tf	0	died	died	0	-0	died	died	0	-0.183948	tf	down	0.183948	0	died	died	0
MCM2_prot_KIAA0101_mrna	MCM2_prot	KIAA0101_mrna	tf	0	died	died	0	0	died	died	0	-0.238112	tf	down	0.238112	0	died	died	0
MCM2_prot_KIF20A_mrna	MCM2_prot	KIF20A_mrna	tf	0	died	died	0	0	died	died	0	-0.833456	tf	down	0.833456	0	died	died	0
MCM2_prot_KIF2C_mrna	MCM2_prot	KIF2C_mrna	tf	0	died	died	0	0	died	died	0	-0.978748	tf	down	0.978748	0	died	died	0
MCM2_prot_KIFC1_mrna	MCM2_prot	KIFC1_mrna	tf	0	died	died	0	0	died	died	0	-1.01037	tf	down	1.01037	0	died	died	0
MCM2_prot_LMNB2_mrna	MCM2_prot	LMNB2_mrna	tf	0	died	died	0	-0	died	died	0	-0.447331	tf	down	0.447331	0	died	died	0
MCM2_prot_MCM10_mrna	MCM2_prot	MCM10_mrna	tf	0	died	died	0	0	died	died	0	-0.87086	tf	down	0.87086	0	died	died	0
MCM2_prot_MCM3_mrna	MCM2_prot	MCM3_mrna	tf	0	died	died	0	-0	died	died	0	-0.379834	tf	down	0.379834	0	died	died	0
MCM2_prot_MCM4_mrna	MCM2_prot	MCM4_mrna	tf	0	died	died	0	0	died	died	0	-0.536208	tf	down	0.536208	0	died	died	0
MCM2_prot_MCM5_mrna	MCM2_prot	MCM5_mrna	tf	0	died	died	0	0	died	died	0	-0.252679	tf	down	0.252679	0	died	died	0
MCM2_prot_MCM5_prot	MCM2_prot	MCM5_prot	ppi	0	died	died	0	0	died	died	0	-0.0215664	ppi	down	0.0215664	0	died	died	0
MCM2_prot_MCM6_mrna	MCM2_prot	MCM6_mrna	tf	0	died	died	0	0	died	died	0	-0.275344	tf	down	0.275344	0	died	died	0
MCM2_prot_MCM6_prot	MCM2_prot	MCM6_prot	ppi	0	died	died	0	0	died	died	0	-0.0116179	ppi	down	0.0116179	0	died	died	0
MCM2_prot_MCM7_mrna	MCM2_prot	MCM7_mrna	tf	0	died	died	0	-0	died	died	0	-0.517237	tf	down	0.517237	0	died	died	0
MCM2_prot_MELK_mrna	MCM2_prot	MELK_mrna	tf	0	died	died	0	0	died	died	0	-1.01012	tf	down	1.01012	0	died	died	0
MCM2_prot_MKI67_mrna	MCM2_prot	MKI67_mrna	tf	0	died	died	0	0	died	died	0	-0.491931	tf	down	0.491931	0	died	died	0
MCM2_prot_MYBL2_mrna	MCM2_prot	MYBL2_mrna	tf	0	died	died	0	0	died	died	0	-1.17436	tf	down	1.17436	0	died	died	0
MCM2_prot_NAA40_prot	MCM2_prot	NAA40_prot	ppi	0	died	died	0	0	died	died	0	-0.269019	ppi	down	0.269019	0	died	died	0
MCM2_prot_NASP_mrna	MCM2_prot	NASP_mrna	tf	0	died	died	0	0	died	died	0	-0.531309	tf	down	0.531309	0	died	died	0
MCM2_prot_NCAPD2_mrna	MCM2_prot	NCAPD2_mrna	tf	0	died	died	0	0	died	died	0	-0.4217	tf	down	0.4217	0	died	died	0
MCM2_prot_NUSAP1_mrna	MCM2_prot	NUSAP1_mrna	tf	0	died	died	0	0	died	died	0	-0.478135	tf	down	0.478135	0	died	died	0
MCM2_prot_PCNA_mrna	MCM2_prot	PCNA_mrna	tf	0	died	died	0	0	died	died	0	-0.424423	tf	down	0.424423	0	died	died	0
MCM2_prot_PLK4_mrna	MCM2_prot	PLK4_mrna	tf	0	died	died	0	0	died	died	0	-0.314768	tf	down	0.314768	0	died	died	0
MCM2_prot_POLA2_mrna	MCM2_prot	POLA2_mrna	tf	0	died	died	0	0	died	died	0	-0.115776	tf	down	0.115776	0	died	died	0
MCM2_prot_POLD1_mrna	MCM2_prot	POLD1_mrna	tf	0	died	died	0	-0	died	died	0	-0.328509	tf	down	0.328509	0	died	died	0
MCM2_prot_PRC1_mrna	MCM2_prot	PRC1_mrna	tf	0	died	died	0	0	died	died	0	-0.478696	tf	down	0.478696	0	died	died	0
MCM2_prot_RAD51AP1_mrna	MCM2_prot	RAD51AP1_mrna	tf	0	died	died	0	0	died	died	0	-0.778803	tf	down	0.778803	0	died	died	0
MCM2_prot_RAD51_mrna	MCM2_prot	RAD51_mrna	tf	0	died	died	0	0	died	died	0	-0.649448	tf	down	0.649448	0	died	died	0
MCM2_prot_RAD54L_mrna	MCM2_prot	RAD54L_mrna	tf	0	died	died	0	0	died	died	0	-0.67767	tf	down	0.67767	0	died	died	0
MCM2_prot_RECQL4_mrna	MCM2_prot	RECQL4_mrna	tf	0	died	died	0	0	died	died	0	-0.746966	tf	down	0.746966	0	died	died	0
MCM2_prot_RFC3_mrna	MCM2_prot	RFC3_mrna	tf	0	died	died	0	0	died	died	0	-0.511177	tf	down	0.511177	0	died	died	0
MCM2_prot_RNASEH2A_mrna	MCM2_prot	RNASEH2A_mrna	tf	0	died	died	0	0	died	died	0	-0.499652	tf	down	0.499652	0	died	died	0
MCM2_prot_RRM2_mrna	MCM2_prot	RRM2_mrna	tf	0	died	died	0	0	died	died	0	-0.667584	tf	down	0.667584	0	died	died	0
MCM2_prot_SAC3D1_mrna	MCM2_prot	SAC3D1_mrna	tf	0	died	died	0	0	died	died	0	-0.196872	tf	down	0.196872	0	died	died	0
MCM2_prot_SF3B3_mrna	MCM2_prot	SF3B3_mrna	tf	0	died	died	0	-0	died	died	0	-0.245843	tf	down	0.245843	0	died	died	0
MCM2_prot_SMARCA4_mrna	MCM2_prot	SMARCA4_mrna	tf	0	died	died	0	0	died	died	0	-0.217083	tf	down	0.217083	0	died	died	0
MCM2_prot_SPC24_mrna	MCM2_prot	SPC24_mrna	tf	0	died	died	0	0	died	died	0	-0.747987	tf	down	0.747987	0	died	died	0
MCM2_prot_TIMELESS_mrna	MCM2_prot	TIMELESS_mrna	tf	0	died	died	0	0	died	died	0	-0.0416327	tf	down	0.0416327	0	died	died	0
MCM2_prot_TK1_mrna	MCM2_prot	TK1_mrna	tf	0	died	died	0	0	died	died	0	-0.540352	tf	down	0.540352	0	died	died	0
MCM2_prot_TPX2_mrna	MCM2_prot	TPX2_mrna	tf	0	died	died	0	0	died	died	0	-0.808331	tf	down	0.808331	0	died	died	0
MCM2_prot_TRIP13_mrna	MCM2_prot	TRIP13_mrna	tf	0	died	died	0	0	died	died	0	-0.648507	tf	down	0.648507	0	died	died	0
MCM2_prot_TROAP_mrna	MCM2_prot	TROAP_mrna	tf	0	died	died	0	0	died	died	0	-0.846529	tf	down	0.846529	0	died	died	0
MCM2_prot_TTK_mrna	MCM2_prot	TTK_mrna	tf	0	died	died	0	0	died	died	0	-0.861763	tf	down	0.861763	0	died	died	0
MCM2_prot_TYMS_mrna	MCM2_prot	TYMS_mrna	tf	0	died	died	0	-0	died	died	0	-0.328456	tf	down	0.328456	0	died	died	0
MCM2_prot_UBE2C_mrna	MCM2_prot	UBE2C_mrna	tf	0	died	died	0	0	died	died	0	-0.946484	tf	down	0.946484	0	died	died	0
MCM2_prot_ZWILCH_mrna	MCM2_prot	ZWILCH_mrna	tf	0	died	died	0	0	died	died	0	-0.0445136	tf	down	0.0445136	0	died	died	0
MCM2_prot_ZWINT_mrna	MCM2_prot	ZWINT_mrna	tf	0	died	died	0	0	died	died	0	-0.499974	tf	down	0.499974	0	died	died	0
MCM3_prot_ASF1B_mrna	MCM3_prot	ASF1B_mrna	tf	0	died	died	0	0	died	died	0	-0.226872	tf	down	0.226872	0	died	died	0
MCM3_prot_BIRC5_mrna	MCM3_prot	BIRC5_mrna	tf	0	died	died	0	-0	died	died	0	-0.464659	tf	down	0.464659	0	died	died	0
MCM3_prot_BUB1B_mrna	MCM3_prot	BUB1B_mrna	tf	0	died	died	0	-0	died	died	0	-0.298235	tf	down	0.298235	0	died	died	0
MCM3_prot_BUB1_mrna	MCM3_prot	BUB1_mrna	tf	0	died	died	0	0	died	died	0	-0.44353	tf	down	0.44353	0	died	died	0
MCM3_prot_CCNB2_mrna	MCM3_prot	CCNB2_mrna	tf	0	died	died	0	0	died	died	0	-0.560874	tf	down	0.560874	0	died	died	0
MCM3_prot_CDC25C_mrna	MCM3_prot	CDC25C_mrna	tf	0	died	died	0	-0	died	died	0	-0.122776	tf	down	0.122776	0	died	died	0
MCM3_prot_CDC6_mrna	MCM3_prot	CDC6_mrna	tf	0	died	died	0	0	died	died	0	-0.656494	tf	down	0.656494	0	died	died	0
MCM3_prot_CDCA2_mrna	MCM3_prot	CDCA2_mrna	tf	0	died	died	0	-0	died	died	0	-0.231538	tf	down	0.231538	-0	died	died	0
MCM3_prot_CDCA3_mrna	MCM3_prot	CDCA3_mrna	tf	0	died	died	0	-0	died	died	0	-0.58313	tf	down	0.58313	0	died	died	0
MCM3_prot_CDCA5_mrna	MCM3_prot	CDCA5_mrna	tf	0	died	died	0	0	died	died	0	-0.687338	tf	down	0.687338	0	died	died	0
MCM3_prot_CDCA8_mrna	MCM3_prot	CDCA8_mrna	tf	0	died	died	0	-0	died	died	0	-0.807361	tf	down	0.807361	0	died	died	0
MCM3_prot_CDKN3_mrna	MCM3_prot	CDKN3_mrna	tf	0	died	died	0	0	died	died	0	-0.5802	tf	down	0.5802	0	died	died	0
MCM3_prot_CDT1_mrna	MCM3_prot	CDT1_mrna	tf	0	died	died	0	-0	died	died	0	-0.66353	tf	down	0.66353	0	died	died	0
MCM3_prot_CENPF_mrna	MCM3_prot	CENPF_mrna	tf	0	died	died	0	-0	died	died	0	-0.100674	tf	down	0.100674	0	died	died	0
MCM3_prot_CENPM_mrna	MCM3_prot	CENPM_mrna	tf	0	died	died	0	0	died	died	0	-0.266335	tf	down	0.266335	0	died	died	0
MCM3_prot_DKC1_mrna	MCM3_prot	DKC1_mrna	tf	0	died	died	0	-0	died	died	0	-0.170353	tf	down	0.170353	0	died	died	0
MCM3_prot_EXO1_mrna	MCM3_prot	EXO1_mrna	tf	0	died	died	0	0	died	died	0	-0.375506	tf	down	0.375506	0	died	died	0
MCM3_prot_FANCA_mrna	MCM3_prot	FANCA_mrna	tf	0	died	died	0	-0	died	died	0	-0.455291	tf	down	0.455291	0	died	died	0
MCM3_prot_HELLS_mrna	MCM3_prot	HELLS_mrna	tf	0	died	died	0	0	died	died	0	-0.0368779	tf	down	0.0368779	0	died	died	0
MCM3_prot_HJURP_mrna	MCM3_prot	HJURP_mrna	tf	0	died	died	0	0	died	died	0	-0.635388	tf	down	0.635388	0	died	died	0
MCM3_prot_HMGB3_mrna	MCM3_prot	HMGB3_mrna	tf	0	died	died	0	0	died	died	0	-0.324729	tf	down	0.324729	0	died	died	0
MCM3_prot_HMMR_mrna	MCM3_prot	HMMR_mrna	tf	0	died	died	0	0	died	died	0	-0.236588	tf	down	0.236588	0	died	died	0
MCM3_prot_KIAA0101_mrna	MCM3_prot	KIAA0101_mrna	tf	0	died	died	0	0	died	died	0	-0.00719225	tf	down	0.00719225	0	died	died	0
MCM3_prot_KIF20A_mrna	MCM3_prot	KIF20A_mrna	tf	0	died	died	0	0	died	died	0	-0.608489	tf	down	0.608489	0	died	died	0
MCM3_prot_KIF2C_mrna	MCM3_prot	KIF2C_mrna	tf	0	died	died	0	-0	died	died	0	-0.774155	tf	down	0.774155	0	died	died	0
MCM3_prot_LMNB2_mrna	MCM3_prot	LMNB2_mrna	tf	0	died	died	0	-0	died	died	0	-0.202002	tf	down	0.202002	0	died	died	0
MCM3_prot_LSM2_mrna	MCM3_prot	LSM2_mrna	tf	0	died	died	0	-0	died	died	0	-0.0129817	tf	down	0.0129817	-0	died	died	0
MCM3_prot_MAD2L1_mrna	MCM3_prot	MAD2L1_mrna	tf	0	died	died	0	0	died	died	0	-0.540545	tf	down	0.540545	0	died	died	0
MCM3_prot_MCM10_mrna	MCM3_prot	MCM10_mrna	tf	0	died	died	0	0	died	died	0	-0.658554	tf	down	0.658554	0	died	died	0
MCM3_prot_MCM2_mrna	MCM3_prot	MCM2_mrna	tf	0	died	died	0	-0	died	died	0	-0.104876	tf	down	0.104876	0	died	died	0
MCM3_prot_MCM4_mrna	MCM3_prot	MCM4_mrna	tf	0	died	died	0	0	died	died	0	-0.342559	tf	down	0.342559	0	died	died	0
MCM3_prot_MCM6_mrna	MCM3_prot	MCM6_mrna	tf	0	died	died	0	0	died	died	0	-0.0733726	tf	down	0.0733726	0	died	died	0
MCM3_prot_MCM7_mrna	MCM3_prot	MCM7_mrna	tf	0	died	died	0	-0	died	died	0	-0.296714	tf	down	0.296714	0	died	died	0
MCM3_prot_MELK_mrna	MCM3_prot	MELK_mrna	tf	0	died	died	0	0	died	died	0	-0.806302	tf	down	0.806302	0	died	died	0
MCM3_prot_MKI67_mrna	MCM3_prot	MKI67_mrna	tf	0	died	died	0	0	died	died	0	-0.269223	tf	down	0.269223	0	died	died	0
MCM3_prot_MYBL2_mrna	MCM3_prot	MYBL2_mrna	tf	0	died	died	0	0	died	died	0	-0.926168	tf	down	0.926168	0	died	died	0
MCM3_prot_NASP_mrna	MCM3_prot	NASP_mrna	tf	0	died	died	0	0	died	died	0	-0.264126	tf	down	0.264126	-0	died	died	0
MCM3_prot_NCAPD2_mrna	MCM3_prot	NCAPD2_mrna	tf	0	died	died	0	-0	died	died	0	-0.190891	tf	down	0.190891	0	died	died	0
MCM3_prot_PCNA_mrna	MCM3_prot	PCNA_mrna	tf	0	died	died	0	-0	died	died	0	-0.182342	tf	down	0.182342	0	died	died	0
MCM3_prot_PIF1_mrna	MCM3_prot	PIF1_mrna	tf	0	died	died	0	-0	died	died	0	-0.559742	tf	down	0.559742	0	died	died	0
MCM3_prot_PLK4_mrna	MCM3_prot	PLK4_mrna	tf	0	died	died	0	-0	died	died	0	-0.0649846	tf	down	0.0649846	0	died	died	0
MCM3_prot_POLD1_mrna	MCM3_prot	POLD1_mrna	tf	0	died	died	0	-0	died	died	0	-0.0151373	tf	down	0.0151373	0	died	died	0
MCM3_prot_PPM1G_mrna	MCM3_prot	PPM1G_mrna	tf	0	died	died	0	0	died	died	0	-0.168762	tf	down	0.168762	0	died	died	0
MCM3_prot_RAD54L_mrna	MCM3_prot	RAD54L_mrna	tf	0	died	died	0	0	died	died	0	-0.43652	tf	down	0.43652	0	died	died	0
MCM3_prot_RANBP1_mrna	MCM3_prot	RANBP1_mrna	tf	0	died	died	0	0	died	died	0	-0.490695	tf	down	0.490695	0	died	died	0
MCM3_prot_RECQL4_mrna	MCM3_prot	RECQL4_mrna	tf	0	died	died	0	-0	died	died	0	-0.543907	tf	down	0.543907	0	died	died	0
MCM3_prot_RFC3_mrna	MCM3_prot	RFC3_mrna	tf	0	died	died	0	0	died	died	0	-0.277548	tf	down	0.277548	0	died	died	0
MCM3_prot_RNASEH2A_mrna	MCM3_prot	RNASEH2A_mrna	tf	0	died	died	0	0	died	died	0	-0.200619	tf	down	0.200619	0	died	died	0
MCM3_prot_RRM2_mrna	MCM3_prot	RRM2_mrna	tf	0	died	died	0	0	died	died	0	-0.418105	tf	down	0.418105	0	died	died	0
MCM3_prot_SNRPC_mrna	MCM3_prot	SNRPC_mrna	tf	0	died	died	0	-0	died	died	0	-0.201746	tf	down	0.201746	0	died	died	0
MCM3_prot_SPC24_mrna	MCM3_prot	SPC24_mrna	tf	0	died	died	0	0	died	died	0	-0.483531	tf	down	0.483531	0	died	died	0
MCM3_prot_SPC25_mrna	MCM3_prot	SPC25_mrna	tf	0	died	died	0	-0	died	died	0	-0.124296	tf	down	0.124296	0	died	died	0
MCM3_prot_SSRP1_mrna	MCM3_prot	SSRP1_mrna	tf	0	died	died	0	-0	died	died	0	-0.0175203	tf	down	0.0175203	0	died	died	0
MCM3_prot_TK1_mrna	MCM3_prot	TK1_mrna	tf	0	died	died	0	0	died	died	0	-0.223509	tf	down	0.223509	0	died	died	0
MCM3_prot_TOP2A_mrna	MCM3_prot	TOP2A_mrna	tf	0	died	died	0	0	died	died	0	-0.096625	tf	down	0.096625	0	died	died	0
MCM3_prot_TPX2_mrna	MCM3_prot	TPX2_mrna	tf	0	died	died	0	0	died	died	0	-0.584265	tf	down	0.584265	0	died	died	0
MCM3_prot_TROAP_mrna	MCM3_prot	TROAP_mrna	tf	0	died	died	0	0	died	died	0	-0.605235	tf	down	0.605235	0	died	died	0
MCM3_prot_TTK_mrna	MCM3_prot	TTK_mrna	tf	0	died	died	0	0	died	died	0	-0.621473	tf	down	0.621473	0	died	died	0
MCM3_prot_TYMS_mrna	MCM3_prot	TYMS_mrna	tf	0	died	died	0	-0	died	died	0	-0.0960093	tf	down	0.0960093	0	died	died	0
MCM3_prot_UBE2C_mrna	MCM3_prot	UBE2C_mrna	tf	0	died	died	0	0	died	died	0	-0.702282	tf	down	0.702282	0	died	died	0
MCM3_prot_XPO5_mrna	MCM3_prot	XPO5_mrna	tf	0	died	died	0	-0	died	died	0	-0.206655	tf	down	0.206655	0	died	died	0
MCM3_prot_ZWINT_mrna	MCM3_prot	ZWINT_mrna	tf	0	died	died	0	0	died	died	0	-0.255924	tf	down	0.255924	0	died	died	0
MCM4_prot_ACOT7_mrna	MCM4_prot	ACOT7_mrna	tf	0	died	died	0	0	died	died	0	-0.431896	tf	down	0.431896	0	died	died	0
MCM4_prot_ANLN_mrna	MCM4_prot	ANLN_mrna	tf	0	died	died	0	0	died	died	0	-0.727815	tf	down	0.727815	0	died	died	0
MCM4_prot_ATAD2_mrna	MCM4_prot	ATAD2_mrna	tf	0	died	died	0	-0	died	died	0	-0.224761	tf	down	0.224761	0	died	died	0
MCM4_prot_ATAD3A_mrna	MCM4_prot	ATAD3A_mrna	tf	0	died	died	0	0	died	died	0	-0.382026	tf	down	0.382026	0	died	died	0
MCM4_prot_ATAD3B_mrna	MCM4_prot	ATAD3B_mrna	tf	0	died	died	0	0	died	died	0	-0.109918	tf	down	0.109918	0	died	died	0
MCM4_prot_AURKA_mrna	MCM4_prot	AURKA_mrna	tf	0	died	died	0	0	died	died	0	-0.756341	tf	down	0.756341	0	died	died	0
MCM4_prot_AURKB_mrna	MCM4_prot	AURKB_mrna	tf	0	died	died	0	0	died	died	0	-0.784634	tf	down	0.784634	0	died	died	0
MCM4_prot_BCL2L12_mrna	MCM4_prot	BCL2L12_mrna	tf	0	died	died	0	0	died	died	0	-0.121641	tf	down	0.121641	-0	died	died	0
MCM4_prot_BIRC5_mrna	MCM4_prot	BIRC5_mrna	tf	0	died	died	0	0	died	died	0	-0.62466	tf	down	0.62466	0	died	died	0
MCM4_prot_BOP1_mrna	MCM4_prot	BOP1_mrna	tf	0	died	died	0	0	died	died	0	-0.553739	tf	down	0.553739	0	died	died	0
MCM4_prot_BUB1B_mrna	MCM4_prot	BUB1B_mrna	tf	0	died	died	0	0	died	died	0	-0.357974	tf	down	0.357974	0	died	died	0
MCM4_prot_BUB1_mrna	MCM4_prot	BUB1_mrna	tf	0	died	died	0	0	died	died	0	-0.518332	tf	down	0.518332	0	died	died	0
MCM4_prot_CASC5_mrna	MCM4_prot	CASC5_mrna	tf	0	died	died	0	0	died	died	0	-0.142641	tf	down	0.142641	0	died	died	0
MCM4_prot_CCDC77_mrna	MCM4_prot	CCDC77_mrna	tf	0	died	died	0	-0	died	died	0	-0.191121	tf	down	0.191121	0	died	died	0
MCM4_prot_CCNA2_mrna	MCM4_prot	CCNA2_mrna	tf	0	died	died	0	0	died	died	0	-0.772183	tf	down	0.772183	0	died	died	0
MCM4_prot_CCNB1_mrna	MCM4_prot	CCNB1_mrna	tf	0	died	died	0	0	died	died	0	-0.4159	tf	down	0.4159	0	died	died	0
MCM4_prot_CCNB2_mrna	MCM4_prot	CCNB2_mrna	tf	0	died	died	0	0	died	died	0	-0.634147	tf	down	0.634147	0	died	died	0
MCM4_prot_CCNE1_mrna	MCM4_prot	CCNE1_mrna	tf	0	died	died	0	0	died	died	0	-0.692554	tf	down	0.692554	-0	died	died	0
MCM4_prot_CCNE2_mrna	MCM4_prot	CCNE2_mrna	tf	0	died	died	0	0	died	died	0	-0.458019	tf	down	0.458019	0	died	died	0
MCM4_prot_CCNF_mrna	MCM4_prot	CCNF_mrna	tf	0	died	died	0	0	died	died	0	-0.417709	tf	down	0.417709	0	died	died	0
MCM4_prot_CDC20_mrna	MCM4_prot	CDC20_mrna	tf	0	died	died	0	0	died	died	0	-0.941424	tf	down	0.941424	0	died	died	0
MCM4_prot_CDC25C_mrna	MCM4_prot	CDC25C_mrna	tf	0	died	died	0	0	died	died	0	-0.193864	tf	down	0.193864	0	died	died	0
MCM4_prot_CDC6_mrna	MCM4_prot	CDC6_mrna	tf	0	died	died	0	0	died	died	0	-0.704442	tf	down	0.704442	0	died	died	0
MCM4_prot_CDCA2_mrna	MCM4_prot	CDCA2_mrna	tf	0	died	died	0	0	died	died	0	-0.304954	tf	down	0.304954	-0	died	died	0
MCM4_prot_CDCA3_mrna	MCM4_prot	CDCA3_mrna	tf	0	died	died	0	0	died	died	0	-0.691159	tf	down	0.691159	0	died	died	0
MCM4_prot_CDCA4_mrna	MCM4_prot	CDCA4_mrna	tf	0	died	died	0	0	died	died	0	-0.0877018	tf	down	0.0877018	0	died	died	0
MCM4_prot_CDCA5_mrna	MCM4_prot	CDCA5_mrna	tf	0	died	died	0	0	died	died	0	-0.771204	tf	down	0.771204	0	died	died	0
MCM4_prot_CDCA8_mrna	MCM4_prot	CDCA8_mrna	tf	0	died	died	0	0	died	died	0	-0.894061	tf	down	0.894061	0	died	died	0
MCM4_prot_CDKN3_mrna	MCM4_prot	CDKN3_mrna	tf	0	died	died	0	0	died	died	0	-0.648181	tf	down	0.648181	0	died	died	0
MCM4_prot_CDT1_mrna	MCM4_prot	CDT1_mrna	tf	0	died	died	0	0	died	died	0	-0.773842	tf	down	0.773842	0	died	died	0
MCM4_prot_CENPA_mrna	MCM4_prot	CENPA_mrna	tf	0	died	died	0	0	died	died	0	-0.745687	tf	down	0.745687	0	died	died	0
MCM4_prot_CENPF_mrna	MCM4_prot	CENPF_mrna	tf	0	died	died	0	0	died	died	0	-0.180684	tf	down	0.180684	0	died	died	0
MCM4_prot_CENPL_mrna	MCM4_prot	CENPL_mrna	tf	0	died	died	0	0	died	died	0	-0.185908	tf	down	0.185908	0	died	died	0
MCM4_prot_CENPM_mrna	MCM4_prot	CENPM_mrna	tf	0	died	died	0	0	died	died	0	-0.38597	tf	down	0.38597	0	died	died	0
MCM4_prot_CEP55_mrna	MCM4_prot	CEP55_mrna	tf	0	died	died	0	0	died	died	0	-0.763113	tf	down	0.763113	0	died	died	0
MCM4_prot_CHAF1B_mrna	MCM4_prot	CHAF1B_mrna	tf	0	died	died	0	0	died	died	0	-0.214329	tf	down	0.214329	0	died	died	0
MCM4_prot_CHEK2_mrna	MCM4_prot	CHEK2_mrna	tf	0	died	died	0	-0	died	died	0	-0.118437	tf	down	0.118437	0	died	died	0
MCM4_prot_CHTF18_mrna	MCM4_prot	CHTF18_mrna	tf	0	died	died	0	0	died	died	0	-0.170879	tf	down	0.170879	0	died	died	0
MCM4_prot_CIRH1A_mrna	MCM4_prot	CIRH1A_mrna	tf	0	died	died	0	-0	died	died	0	-0.281098	tf	down	0.281098	-0	died	died	0
