Edge	NodeA	NodeB	InteractionType	Basal-like_dikNew	Basal-like_sigEdge	Basal-like_dir	Basal-like_absdiknew	HER2-enriched_dikNew	HER2-enriched_sigEdge	HER2-enriched_dir	HER2-enriched_absdiknew	Luminal A_dikNew	Luminal A_sigEdge	Luminal A_dir	Luminal A_absdiknew	Luminal B_dikNew	Luminal B_sigEdge	Luminal B_dir	Luminal B_absdiknew
ESR1_prot_PTGES3_prot	ESR1_prot	PTGES3_prot	ppi	-0	died	died	0	-0	died	died	0	0	died	died	0	0.320263	ppi	up	0.320263
ESR1_prot_PTPRG_mrna	ESR1_prot	PTPRG_mrna	tf	-0	died	died	0	-0	died	died	0	0.127545	tf	up	0.127545	0	died	died	0
ESR1_prot_RAB22A_mrna	ESR1_prot	RAB22A_mrna	tf	-0	died	died	0	-0	died	died	0	0	died	died	0	0.146606	tf	up	0.146606
ESR1_prot_RAP2C_prot	ESR1_prot	RAP2C_prot	ppi	-0	died	died	0	-0	died	died	0	0	died	died	0	0.315158	ppi	up	0.315158
ESR1_prot_RARA_mrna	ESR1_prot	RARA_mrna	tf	-0.483002	tf	down	0.483002	-0	died	died	0	0	died	died	0	0.588855	tf	up	0.588855
ESR1_prot_RARA_prot	ESR1_prot	RARA_prot	ppi	-0	died	died	0	-0	died	died	0	0	died	died	0	0.136049	ppi	up	0.136049
ESR1_prot_RBBP7_prot	ESR1_prot	RBBP7_prot	ppi	-0	died	died	0	-0	died	died	0	0	died	died	0	0.0405697	ppi	up	0.0405697
ESR1_prot_RET_mrna	ESR1_prot	RET_mrna	tf	-0.353488	tf	down	0.353488	-0	died	died	0	0	died	died	0	0.616977	tf	up	0.616977
ESR1_prot_RHOBTB2_mrna	ESR1_prot	RHOBTB2_mrna	tf	-0	died	died	0	-0	died	died	0	0.197471	tf	up	0.197471	0	died	died	0
ESR1_prot_SH3RF1_mrna	ESR1_prot	SH3RF1_mrna	tf	-0	died	died	0	-0	died	died	0	0.00667144	tf	up	0.00667144	0	died	died	0
ESR1_prot_SLC9A3R1_prot	ESR1_prot	SLC9A3R1_prot	ppi	-0	died	died	0	-0	died	died	0	0	died	died	0	0.697856	ppi	up	0.697856
ESR1_prot_SMARCC2_prot	ESR1_prot	SMARCC2_prot	ppi	-0	died	died	0	-0	died	died	0	0	died	died	0	0.123581	ppi	up	0.123581
ESR1_prot_SOCS2_mrna	ESR1_prot	SOCS2_mrna	tf	-0	died	died	0	-0	died	died	0	0.134178	tf	up	0.134178	0	died	died	0
ESR1_prot_SP1_mrna	ESR1_prot	SP1_mrna	tf	-0	died	died	0	-0	died	died	0	0.318503	tf	up	0.318503	0	died	died	0
ESR1_prot_SPICE1_mrna	ESR1_prot	SPICE1_mrna	tf	-0	died	died	0	-0	died	died	0	0	died	died	0	0.317432	tf	up	0.317432
ESR1_prot_SRA1_prot	ESR1_prot	SRA1_prot	ppi	-0	died	died	0	-0	died	died	0	0	died	died	0	0.223573	ppi	up	0.223573
ESR1_prot_SRPK2_prot	ESR1_prot	SRPK2_prot	ppi	-0	died	died	0	-0	died	died	0	0	died	died	0	0.133461	ppi	up	0.133461
ESR1_prot_STX16_mrna	ESR1_prot	STX16_mrna	tf	-0	died	died	0	-0	died	died	0	0	died	died	0	0.110955	tf	up	0.110955
ESR1_prot_SYP_mrna	ESR1_prot	SYP_mrna	tf	-0	died	died	0	-0	died	died	0	0	died	died	0	0.613214	tf	up	0.613214
ESR1_prot_TERT_mrna	ESR1_prot	TERT_mrna	tf	-0	died	died	0	-0	died	died	0	0	died	died	0	0.0428352	tf	up	0.0428352
ESR1_prot_TIMP4_mrna	ESR1_prot	TIMP4_mrna	tf	-0	died	died	0	-0	died	died	0	0.158623	tf	up	0.158623	0	died	died	0
ESR1_prot_TRAF2_mrna	ESR1_prot	TRAF2_mrna	tf	-0	died	died	0	-0	died	died	0	-0	died	died	0	0.0413315	tf	up	0.0413315
ESR1_prot_TRMT10A_mrna	ESR1_prot	TRMT10A_mrna	tf	-0	died	died	0	-0	died	died	0	0	died	died	0	0.400905	tf	up	0.400905
ESR1_prot_TSC22D3_mrna	ESR1_prot	TSC22D3_mrna	tf	-0.419643	tf	down	0.419643	-0	died	died	0	0.185453	tf	up	0.185453	0.0627769	tf	up	0.0627769
ESR1_prot_TTLL11_mrna	ESR1_prot	TTLL11_mrna	tf	-0	died	died	0	-0	died	died	0	0.156407	tf	up	0.156407	0	died	died	0
ESR1_prot_UBTF_mrna	ESR1_prot	UBTF_mrna	tf	-0	died	died	0	-0	died	died	0	0	died	died	0	0.438921	tf	up	0.438921
ESR1_prot_UNC45A_prot	ESR1_prot	UNC45A_prot	ppi	-0	died	died	0	-0	died	died	0	0	died	died	0	0.00305415	ppi	up	0.00305415
ESR1_prot_VDAC1_prot	ESR1_prot	VDAC1_prot	ppi	-0	died	died	0	-0	died	died	0	0	died	died	0	0.0503295	ppi	up	0.0503295
ESR1_prot_YWHAB_prot	ESR1_prot	YWHAB_prot	ppi	-0	died	died	0	-0	died	died	0	0	died	died	0	0.157566	ppi	up	0.157566
ESR1_prot_ZEB1_mrna	ESR1_prot	ZEB1_mrna	tf	-0	died	died	0	-0	died	died	0	0.357118	tf	up	0.357118	0	died	died	0
ETS1_prot_ERBB2_mrna	ETS1_prot	ERBB2_mrna	tf	-0	died	died	0	0.156501	tf	up	0.156501	-0	died	died	0	-0	died	died	0
ETS1_prot_STIP1_mrna	ETS1_prot	STIP1_mrna	tf	0	died	died	0	0	died	died	0	-0.155725	tf	down	0.155725	0	died	died	0
ETV6_prot_MAD2L1_mrna	ETV6_prot	MAD2L1_mrna	tf	0	died	died	0	0	died	died	0	-0.213777	tf	down	0.213777	0	died	died	0
EZH2_prot_ASPM_mrna	EZH2_prot	ASPM_mrna	tf	0	died	died	0	0	died	died	0	-0.255861	tf	down	0.255861	0	died	died	0
EZH2_prot_ATAD2_mrna	EZH2_prot	ATAD2_mrna	tf	0	died	died	0	-0	died	died	0	-0.211353	tf	down	0.211353	0	died	died	0
EZH2_prot_AURKA_mrna	EZH2_prot	AURKA_mrna	tf	0	died	died	0	0	died	died	0	-0.689802	tf	down	0.689802	0	died	died	0
EZH2_prot_BIRC5_mrna	EZH2_prot	BIRC5_mrna	tf	0	died	died	0	0	died	died	0	-0.569239	tf	down	0.569239	0	died	died	0
EZH2_prot_BOP1_mrna	EZH2_prot	BOP1_mrna	tf	0	died	died	0	0	died	died	0	-0.464788	tf	down	0.464788	0	died	died	0
EZH2_prot_BUB1_mrna	EZH2_prot	BUB1_mrna	tf	0	died	died	0	0	died	died	0	-0.45898	tf	down	0.45898	0	died	died	0
EZH2_prot_CCNE1_mrna	EZH2_prot	CCNE1_mrna	tf	0	died	died	0	0	died	died	0	-0.600985	tf	down	0.600985	-0	died	died	0
EZH2_prot_CCNE2_mrna	EZH2_prot	CCNE2_mrna	tf	0	died	died	0	0	died	died	0	-0.403287	tf	down	0.403287	0	died	died	0
EZH2_prot_CDC20_mrna	EZH2_prot	CDC20_mrna	tf	0	died	died	0	0	died	died	0	-0.889223	tf	down	0.889223	0	died	died	0
EZH2_prot_CDC7_mrna	EZH2_prot	CDC7_mrna	tf	0	died	died	0	0	died	died	0	-0.0497945	tf	down	0.0497945	0	died	died	0
EZH2_prot_CDH1_mrna	EZH2_prot	CDH1_mrna	tf	0	died	died	0	0	died	died	0	-0.0791906	tf	down	0.0791906	0	died	died	0
EZH2_prot_CENPA_mrna	EZH2_prot	CENPA_mrna	tf	0	died	died	0	0	died	died	0	-0.697041	tf	down	0.697041	0	died	died	0
EZH2_prot_CENPF_mrna	EZH2_prot	CENPF_mrna	tf	0	died	died	0	-0	died	died	0	-0.134228	tf	down	0.134228	0	died	died	0
EZH2_prot_CENPL_mrna	EZH2_prot	CENPL_mrna	tf	0	died	died	0	0	died	died	0	-0.10323	tf	down	0.10323	0	died	died	0
EZH2_prot_CENPN_mrna	EZH2_prot	CENPN_mrna	tf	0	died	died	0	0	died	died	0	-0.721452	tf	down	0.721452	0	died	died	0
EZH2_prot_CEP152_mrna	EZH2_prot	CEP152_mrna	tf	0	died	died	0	0	died	died	0	-0.0168626	tf	down	0.0168626	0	died	died	0
EZH2_prot_CHEK1_mrna	EZH2_prot	CHEK1_mrna	tf	0	died	died	0	0	died	died	0	-0.37932	tf	down	0.37932	0	died	died	0
EZH2_prot_CHMP1A_mrna	EZH2_prot	CHMP1A_mrna	tf	0	died	died	0	-0	died	died	0	-0.0378328	tf	down	0.0378328	0	died	died	0
EZH2_prot_CKS2_mrna	EZH2_prot	CKS2_mrna	tf	0	died	died	0	0	died	died	0	-0.244983	tf	down	0.244983	0	died	died	0
EZH2_prot_DBF4_mrna	EZH2_prot	DBF4_mrna	tf	0	died	died	0	0	died	died	0	-0.209164	tf	down	0.209164	0	died	died	0
EZH2_prot_DEPDC1B_mrna	EZH2_prot	DEPDC1B_mrna	tf	0	died	died	0	0	died	died	0	-0.437712	tf	down	0.437712	0	died	died	0
EZH2_prot_DNA2_mrna	EZH2_prot	DNA2_mrna	tf	0	died	died	0	0	died	died	0	-0.284357	tf	down	0.284357	0	died	died	0
EZH2_prot_ESPL1_mrna	EZH2_prot	ESPL1_mrna	tf	0	died	died	0	0	died	died	0	-0.163193	tf	down	0.163193	0	died	died	0
EZH2_prot_FAM127B_mrna	EZH2_prot	FAM127B_mrna	tf	0	died	died	0	0	died	died	0	-0.166305	tf	down	0.166305	-0	died	died	0
EZH2_prot_FANCI_mrna	EZH2_prot	FANCI_mrna	tf	0	died	died	0	0	died	died	0	-0.0120735	tf	down	0.0120735	0	died	died	0
EZH2_prot_FBXO5_mrna	EZH2_prot	FBXO5_mrna	tf	0	died	died	0	0	died	died	0	-0.29568	tf	down	0.29568	0	died	died	0
EZH2_prot_FEN1_mrna	EZH2_prot	FEN1_mrna	tf	0	died	died	0	0	died	died	0	-0.291176	tf	down	0.291176	0	died	died	0
EZH2_prot_FOXC1_mrna	EZH2_prot	FOXC1_mrna	tf	0.433131	tf	up	0.433131	-0	died	died	0	-0	died	died	0	-0	died	died	0
EZH2_prot_GGH_mrna	EZH2_prot	GGH_mrna	tf	0	died	died	0	-0	died	died	0	-0.308849	tf	down	0.308849	0	died	died	0
EZH2_prot_GNL2_mrna	EZH2_prot	GNL2_mrna	tf	0	died	died	0	0	died	died	0	-0.293373	tf	down	0.293373	-0	died	died	0
EZH2_prot_H2AFZ_mrna	EZH2_prot	H2AFZ_mrna	tf	0	died	died	0	0	died	died	0	-0.472187	tf	down	0.472187	0	died	died	0
EZH2_prot_HELLS_mrna	EZH2_prot	HELLS_mrna	tf	0	died	died	0	0	died	died	0	-0.0537653	tf	down	0.0537653	0	died	died	0
EZH2_prot_HMMR_mrna	EZH2_prot	HMMR_mrna	tf	0	died	died	0	0	died	died	0	-0.185614	tf	down	0.185614	0	died	died	0
EZH2_prot_HSF1_mrna	EZH2_prot	HSF1_mrna	tf	0	died	died	0	-0	died	died	0	-0.0978476	tf	down	0.0978476	0	died	died	0
EZH2_prot_KIAA0101_mrna	EZH2_prot	KIAA0101_mrna	tf	0	died	died	0	0	died	died	0	-0.036167	tf	down	0.036167	0	died	died	0
EZH2_prot_KIAA1524_mrna	EZH2_prot	KIAA1524_mrna	tf	0	died	died	0	0	died	died	0	-0.158103	tf	down	0.158103	0	died	died	0
EZH2_prot_KIF11_mrna	EZH2_prot	KIF11_mrna	tf	0	died	died	0	0	died	died	0	-0.151316	tf	down	0.151316	0	died	died	0
EZH2_prot_KIF14_mrna	EZH2_prot	KIF14_mrna	tf	0	died	died	0	0	died	died	0	-0.349862	tf	down	0.349862	0	died	died	0
EZH2_prot_KIF4A_mrna	EZH2_prot	KIF4A_mrna	tf	0	died	died	0	0	died	died	0	-0.469734	tf	down	0.469734	0	died	died	0
EZH2_prot_KNSTRN_mrna	EZH2_prot	KNSTRN_mrna	tf	0	died	died	0	-0	died	died	0	-0.262186	tf	down	0.262186	0	died	died	0
EZH2_prot_KPNA2_mrna	EZH2_prot	KPNA2_mrna	tf	0	died	died	0	0	died	died	0	-0.367923	tf	down	0.367923	0	died	died	0
EZH2_prot_LMNB1_mrna	EZH2_prot	LMNB1_mrna	tf	0	died	died	0	0	died	died	0	-0.260327	tf	down	0.260327	0	died	died	0
EZH2_prot_MTHFD2_mrna	EZH2_prot	MTHFD2_mrna	tf	0	died	died	0	0	died	died	0	-0.316913	tf	down	0.316913	0	died	died	0
EZH2_prot_NEK2_mrna	EZH2_prot	NEK2_mrna	tf	0	died	died	0	0	died	died	0	-0.241792	tf	down	0.241792	0	died	died	0
EZH2_prot_NUF2_mrna	EZH2_prot	NUF2_mrna	tf	0	died	died	0	-0	died	died	0	-0.257849	tf	down	0.257849	0	died	died	0
EZH2_prot_NUSAP1_mrna	EZH2_prot	NUSAP1_mrna	tf	0	died	died	0	0	died	died	0	-0.279622	tf	down	0.279622	0	died	died	0
EZH2_prot_PCNA_mrna	EZH2_prot	PCNA_mrna	tf	0	died	died	0	0	died	died	0	-0.183695	tf	down	0.183695	0	died	died	0
EZH2_prot_PDE7A_mrna	EZH2_prot	PDE7A_mrna	tf	0	died	died	0	-0	died	died	0	-0.00643981	tf	down	0.00643981	-0	died	died	0
EZH2_prot_POLR1C_mrna	EZH2_prot	POLR1C_mrna	tf	0	died	died	0	-0	died	died	0	-0.382932	tf	down	0.382932	-0	died	died	0
EZH2_prot_PRC1_mrna	EZH2_prot	PRC1_mrna	tf	0	died	died	0	0	died	died	0	-0.312483	tf	down	0.312483	0	died	died	0
EZH2_prot_RACGAP1_mrna	EZH2_prot	RACGAP1_mrna	tf	0	died	died	0	0	died	died	0	-0.141184	tf	down	0.141184	0	died	died	0
EZH2_prot_RAD51AP1_mrna	EZH2_prot	RAD51AP1_mrna	tf	0	died	died	0	0	died	died	0	-0.533711	tf	down	0.533711	0	died	died	0
EZH2_prot_RFC4_mrna	EZH2_prot	RFC4_mrna	tf	0	died	died	0	-0	died	died	0	-0.207637	tf	down	0.207637	0	died	died	0
EZH2_prot_RRM2_mrna	EZH2_prot	RRM2_mrna	tf	0	died	died	0	0	died	died	0	-0.453308	tf	down	0.453308	0	died	died	0
EZH2_prot_SEPHS1_mrna	EZH2_prot	SEPHS1_mrna	tf	0	died	died	0	-0	died	died	0	-0.00505166	tf	down	0.00505166	-0	died	died	0
EZH2_prot_SGOL2_mrna	EZH2_prot	SGOL2_mrna	tf	0	died	died	0	0	died	died	0	-0.0917144	tf	down	0.0917144	0	died	died	0
EZH2_prot_SRPK1_mrna	EZH2_prot	SRPK1_mrna	tf	0	died	died	0	-0	died	died	0	-0.0985249	tf	down	0.0985249	-0	died	died	0
EZH2_prot_STIL_mrna	EZH2_prot	STIL_mrna	tf	0	died	died	0	0	died	died	0	-0.471464	tf	down	0.471464	0	died	died	0
EZH2_prot_STMN1_mrna	EZH2_prot	STMN1_mrna	tf	0	died	died	0	0	died	died	0	-0.216715	tf	down	0.216715	-0	died	died	0
EZH2_prot_TOP2A_mrna	EZH2_prot	TOP2A_mrna	tf	0	died	died	0	0	died	died	0	-0.113641	tf	down	0.113641	0	died	died	0
EZH2_prot_TPX2_mrna	EZH2_prot	TPX2_mrna	tf	0	died	died	0	0	died	died	0	-0.589557	tf	down	0.589557	0	died	died	0
FBN1_prot_STC2_prot	FBN1_prot	STC2_prot	ppi	-0	died	died	0	-0	died	died	0	0.280925	ppi	up	0.280925	0	died	died	0
FBXL17_prot_FOXP1_mrna	FBXL17_prot	FOXP1_mrna	tf	-0	died	died	0	-0	died	died	0	0.159393	tf	up	0.159393	0	died	died	0
FBXO11_prot_AURKA_mrna	FBXO11_prot	AURKA_mrna	tf	0	died	died	0	-0	died	died	0	-0.00717075	tf	down	0.00717075	0	died	died	0
FBXO38_prot_PGGT1B_mrna	FBXO38_prot	PGGT1B_mrna	tf	-0.120726	tf	down	0.120726	-0	died	died	0	0	died	died	0	0	died	died	0
FBXO38_prot_RABEP1_mrna	FBXO38_prot	RABEP1_mrna	tf	-0	died	died	0	-0	died	died	0	0.231416	tf	up	0.231416	0.158917	tf	up	0.158917
FBXO38_prot_RPAP3_mrna	FBXO38_prot	RPAP3_mrna	tf	-0	died	died	0	-0	died	died	0	0	died	died	0	0.357241	tf	up	0.357241
FBXO38_prot_TOR1AIP1_mrna	FBXO38_prot	TOR1AIP1_mrna	tf	-0	died	died	0	-0	died	died	0	0.214821	tf	up	0.214821	0	died	died	0
FGB_prot_GRB7_prot	FGB_prot	GRB7_prot	ppi	-0	died	died	0	0.00949667	ppi	up	0.00949667	-0	died	died	0	-0	died	died	0
FHL1_prot_SCN4B_mrna	FHL1_prot	SCN4B_mrna	tf	-0	died	died	0	-0	died	died	0	0.178642	tf	up	0.178642	-0	died	died	0
FKBP4_prot_BUB3_mrna	FKBP4_prot	BUB3_mrna	tf	-0	died	died	0	-0	died	died	0	0	died	died	0	0.252212	tf	up	0.252212
FKBP4_prot_CCT2_mrna	FKBP4_prot	CCT2_mrna	tf	-0	died	died	0	0	died	died	0	-0	died	died	0	0.22741	tf	up	0.22741
FKBP4_prot_POLR3K_mrna	FKBP4_prot	POLR3K_mrna	tf	-0	died	died	0	-0	died	died	0	-0	died	died	0	0.341534	tf	up	0.341534
FKBP4_prot_PTGES3_mrna	FKBP4_prot	PTGES3_mrna	tf	-0	died	died	0	0	died	died	0	-0	died	died	0	0.301098	tf	up	0.301098
FOXA1_prot_ADAMTSL5_mrna	FOXA1_prot	ADAMTSL5_mrna	tf	-0.458888	tf	down	0.458888	-0	died	died	0	0	died	died	0	0	died	died	0
FOXA1_prot_AGR2_mrna	FOXA1_prot	AGR2_mrna	tf	-1.86773	tf	down	1.86773	0	died	died	0	0	died	died	0	0.0902921	tf	up	0.0902921
FOXA1_prot_AMZ1_mrna	FOXA1_prot	AMZ1_mrna	tf	-0.0612545	tf	down	0.0612545	-0	died	died	0	0	died	died	0	0.352817	tf	up	0.352817
FOXA1_prot_ANKHD1-EIF4EBP3_mrna	FOXA1_prot	ANKHD1-EIF4EBP3_mrna	tf	-0.476165	tf	down	0.476165	0	died	died	0	0	died	died	0	0	died	died	0
FOXA1_prot_ARMT1_mrna	FOXA1_prot	ARMT1_mrna	tf	-0.880035	tf	down	0.880035	-0	died	died	0	0	died	died	0	1.06052	tf	up	1.06052
FOXA1_prot_ARRB1_mrna	FOXA1_prot	ARRB1_mrna	tf	-0.400376	tf	down	0.400376	0	died	died	0	0	died	died	0	0	died	died	0
FOXA1_prot_BCL2_mrna	FOXA1_prot	BCL2_mrna	tf	-0.551458	tf	down	0.551458	-0	died	died	0	0.162691	tf	up	0.162691	0.215326	tf	up	0.215326
FOXA1_prot_BNIP3L_mrna	FOXA1_prot	BNIP3L_mrna	tf	-0	died	died	0	-0	died	died	0	0.0119269	tf	up	0.0119269	0	died	died	0
FOXA1_prot_CCNG2_mrna	FOXA1_prot	CCNG2_mrna	tf	-0.508961	tf	down	0.508961	0	died	died	0	0.0490167	tf	up	0.0490167	0	died	died	0
FOXA1_prot_CHCHD5_mrna	FOXA1_prot	CHCHD5_mrna	tf	-0.728045	tf	down	0.728045	0	died	died	0	0	died	died	0	0	died	died	0
FOXA1_prot_DDHD1_mrna	FOXA1_prot	DDHD1_mrna	tf	-0	died	died	0	0	died	died	0	0	died	died	0	0.0676695	tf	up	0.0676695
FOXA1_prot_DIDO1_mrna	FOXA1_prot	DIDO1_mrna	tf	-0.029202	tf	down	0.029202	0	died	died	0	0	died	died	0	0	died	died	0
FOXA1_prot_DPP9_mrna	FOXA1_prot	DPP9_mrna	tf	-0	died	died	0	-0	died	died	0	0	died	died	0	0.043962	tf	up	0.043962
FOXA1_prot_EARS2_mrna	FOXA1_prot	EARS2_mrna	tf	-0.146237	tf	down	0.146237	-0	died	died	0	0	died	died	0	0.19823	tf	up	0.19823
FOXA1_prot_ERLIN2_mrna	FOXA1_prot	ERLIN2_mrna	tf	-0	died	died	0	-0	died	died	0	0	died	died	0	0.209679	tf	up	0.209679
FOXA1_prot_ESR1_mrna	FOXA1_prot	ESR1_mrna	tf	-1.50747	tf	down	1.50747	-0	died	died	0	0.38073	tf	up	0.38073	1.13452	tf	up	1.13452
FOXA1_prot_EXOSC2_mrna	FOXA1_prot	EXOSC2_mrna	tf	-0	died	died	0	0	died	died	0	-0	died	died	0	0.0235392	tf	up	0.0235392
FOXA1_prot_FAM102A_mrna	FOXA1_prot	FAM102A_mrna	tf	-1.01008	tf	down	1.01008	0	died	died	0	0	died	died	0	0.218208	tf	up	0.218208
FOXA1_prot_GDPD1_mrna	FOXA1_prot	GDPD1_mrna	tf	-0.0370401	tf	down	0.0370401	0	died	died	0	0	died	died	0	0	died	died	0
FOXA1_prot_INTS2_mrna	FOXA1_prot	INTS2_mrna	tf	-0.199776	tf	down	0.199776	0	died	died	0	0	died	died	0	0.492934	tf	up	0.492934
FOXA1_prot_KDM6A_mrna	FOXA1_prot	KDM6A_mrna	tf	-0.0395617	tf	down	0.0395617	0	died	died	0	0	died	died	0	0	died	died	0
FOXA1_prot_LDLRAD4_mrna	FOXA1_prot	LDLRAD4_mrna	tf	-0.296514	tf	down	0.296514	0	died	died	0	0	died	died	0	0	died	died	0
FOXA1_prot_LOC652276_mrna	FOXA1_prot	LOC652276_mrna	tf	-0.495404	tf	down	0.495404	0	died	died	0	0	died	died	0	0	died	died	0
FOXA1_prot_MIEN1_mrna	FOXA1_prot	MIEN1_mrna	tf	-0.337406	tf	down	0.337406	0.311773	tf	up	0.311773	-0	died	died	0	0	died	died	0
FOXA1_prot_MIPEP_mrna	FOXA1_prot	MIPEP_mrna	tf	-0.496131	tf	down	0.496131	0	died	died	0	0	died	died	0	0	died	died	0
FOXA1_prot_PAGR1_mrna	FOXA1_prot	PAGR1_mrna	tf	-0.369155	tf	down	0.369155	0	died	died	0	0	died	died	0	0.00917013	tf	up	0.00917013
FOXA1_prot_PDPK1_mrna	FOXA1_prot	PDPK1_mrna	tf	-0.065561	tf	down	0.065561	0	died	died	0	0	died	died	0	0	died	died	0
FOXA1_prot_PEX11G_mrna	FOXA1_prot	PEX11G_mrna	tf	-0.433396	tf	down	0.433396	0	died	died	0	0	died	died	0	0	died	died	0
FOXA1_prot_PKIB_mrna	FOXA1_prot	PKIB_mrna	tf	-0.230093	tf	down	0.230093	0	died	died	0	0	died	died	0	0	died	died	0
FOXA1_prot_PRRT2_mrna	FOXA1_prot	PRRT2_mrna	tf	-0	died	died	0	-0	died	died	0	0	died	died	0	0.144197	tf	up	0.144197
FOXA1_prot_RET_mrna	FOXA1_prot	RET_mrna	tf	-1.19046	tf	down	1.19046	0	died	died	0	0	died	died	0	0.339152	tf	up	0.339152
FOXA1_prot_RMND1_mrna	FOXA1_prot	RMND1_mrna	tf	-0.14534	tf	down	0.14534	-0	died	died	0	0	died	died	0	0.669979	tf	up	0.669979
FOXA1_prot_RPS6KB1_mrna	FOXA1_prot	RPS6KB1_mrna	tf	-0.218299	tf	down	0.218299	0	died	died	0	0	died	died	0	0	died	died	0
FOXA1_prot_SDCCAG3_mrna	FOXA1_prot	SDCCAG3_mrna	tf	-0	died	died	0	0	died	died	0	-0	died	died	0	0.140772	tf	up	0.140772
FOXA1_prot_SERINC1_mrna	FOXA1_prot	SERINC1_mrna	tf	-0.529385	tf	down	0.529385	0	died	died	0	0	died	died	0	0	died	died	0
FOXA1_prot_SNORD12B_mrna	FOXA1_prot	SNORD12B_mrna	tf	-0.042776	tf	down	0.042776	0	died	died	0	0	died	died	0	0	died	died	0
FOXA1_prot_SNX1_mrna	FOXA1_prot	SNX1_mrna	tf	-0.130179	tf	down	0.130179	-0	died	died	0	0	died	died	0	0	died	died	0
FOXA1_prot_SSBP2_mrna	FOXA1_prot	SSBP2_mrna	tf	-0.605876	tf	down	0.605876	0	died	died	0	0	died	died	0	0	died	died	0
FOXA1_prot_TPRN_mrna	FOXA1_prot	TPRN_mrna	tf	-0.884708	tf	down	0.884708	0	died	died	0	0	died	died	0	0	died	died	0
FOXA1_prot_TSTD2_mrna	FOXA1_prot	TSTD2_mrna	tf	-0.129991	tf	down	0.129991	0	died	died	0	0	died	died	0	0	died	died	0
FOXA1_prot_TTLL9_mrna	FOXA1_prot	TTLL9_mrna	tf	-0.100053	tf	down	0.100053	-0	died	died	0	0	died	died	0	0	died	died	0
FOXA1_prot_UBFD1_mrna	FOXA1_prot	UBFD1_mrna	tf	-0	died	died	0	-0	died	died	0	0	died	died	0	0.0820527	tf	up	0.0820527
FOXA1_prot_WIPF2_mrna	FOXA1_prot	WIPF2_mrna	tf	-0.253332	tf	down	0.253332	0	died	died	0	0	died	died	0	0	died	died	0
FOXA1_prot_ZNF823_mrna	FOXA1_prot	ZNF823_mrna	tf	-0.236619	tf	down	0.236619	0	died	died	0	0	died	died	0	0	died	died	0
FOXA1_prot_ZNFX1_mrna	FOXA1_prot	ZNFX1_mrna	tf	-0.036968	tf	down	0.036968	0	died	died	0	0	died	died	0	0	died	died	0
FOXA1_prot_ZSCAN29_mrna	FOXA1_prot	ZSCAN29_mrna	tf	-0.0210807	tf	down	0.0210807	-0	died	died	0	0	died	died	0	0.219461	tf	up	0.219461
FOXK2_prot_ADRM1_mrna	FOXK2_prot	ADRM1_mrna	tf	0	died	died	0	0	died	died	0	-0.0273939	tf	down	0.0273939	0	died	died	0
FOXK2_prot_RANGAP1_mrna	FOXK2_prot	RANGAP1_mrna	tf	0	died	died	0	0	died	died	0	-0.0421958	tf	down	0.0421958	0	died	died	0
FOXK2_prot_TMEM189_mrna	FOXK2_prot	TMEM189_mrna	tf	0	died	died	0	0	died	died	0	-0.180441	tf	down	0.180441	0	died	died	0
FOXO1_prot_AR_mrna	FOXO1_prot	AR_mrna	tf	-0.00584696	tf	down	0.00584696	0	died	died	0	0	died	died	0	0	died	died	0
FOXO3_prot_FOXM1_mrna	FOXO3_prot	FOXM1_mrna	tf	0	died	died	0	0	died	died	0	-0.150055	tf	down	0.150055	0	died	died	0
FYCO1_prot_LMNA_prot	FYCO1_prot	LMNA_prot	ppi	-0	died	died	0	-0	died	died	0	0.110542	ppi	up	0.110542	-0	died	died	0
GATA3_prot_ALAD_mrna	GATA3_prot	ALAD_mrna	tf	-0	died	died	0	-0	died	died	0	0.112164	tf	up	0.112164	0	died	died	0
GATA3_prot_ALDH1A2_mrna	GATA3_prot	ALDH1A2_mrna	tf	-0	died	died	0	-0	died	died	0	0.380324	tf	up	0.380324	0	died	died	0
GATA3_prot_ATP9B_mrna	GATA3_prot	ATP9B_mrna	tf	-0	died	died	0	-0	died	died	0	0.118865	tf	up	0.118865	0	died	died	0
GATA3_prot_CNIH1_mrna	GATA3_prot	CNIH1_mrna	tf	-0.0528078	tf	down	0.0528078	0	died	died	0	0	died	died	0	0	died	died	0
GATA3_prot_DIDO1_mrna	GATA3_prot	DIDO1_mrna	tf	-0	died	died	0	-0	died	died	0	0	died	died	0	0.0317219	tf	up	0.0317219
GATA3_prot_ERG_mrna	GATA3_prot	ERG_mrna	tf	-0	died	died	0	-0	died	died	0	0.346417	tf	up	0.346417	0	died	died	0
GATA3_prot_ESR1_mrna	GATA3_prot	ESR1_mrna	tf	-0.827738	tf	down	0.827738	-0	died	died	0	0.821174	tf	up	0.821174	1.07482	tf	up	1.07482
GATA3_prot_GATA3_mrna	GATA3_prot	GATA3_mrna	tf	-0.781689	tf	down	0.781689	-0	died	died	0	0.501575	tf	up	0.501575	0.386085	tf	up	0.386085
GATA3_prot_KIAA1407_mrna	GATA3_prot	KIAA1407_mrna	tf	-0	died	died	0	-0	died	died	0	0.138467	tf	up	0.138467	0	died	died	0
GATA3_prot_MREG_mrna	GATA3_prot	MREG_mrna	tf	-0.400782	tf	down	0.400782	-0	died	died	0	0.0594973	tf	up	0.0594973	0.343974	tf	up	0.343974
